,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.026,0.027,0.029,-0.248,0.98,0.112,0.769,0.433,-0.526
1,0.026,0.027,0.029,-0.248,0.98,0.112,0.769,0.433,-0.526
2,0.026,0.027,0.029,-0.248,0.98,0.112,0.769,0.433,-0.526
3,0.051,0.009,0.03,-0.248,0.98,0.112,0.757,0.436,-0.531
4,0.037,0.018,0.018,-0.242,0.971,0.107,0.765,0.436,-0.531
5,0.031,0.017,-0.004,-0.223,0.952,0.105,0.765,0.436,-0.531
6,0.023,0.009,-0.025,-0.215,0.946,0.115,0.771,0.436,-0.537
7,0.016,0.05,-0.044,-0.206,0.958,0.115,0.766,0.435,-0.54
8,-0.025,0.114,-0.036,-0.206,0.958,0.115,0.757,0.436,-0.523
9,-0.1,0.169,-0.051,-0.159,0.938,0.119,0.759,0.442,-0.538
10,-0.2,0.407,-0.152,-0.168,0.918,0.142,0.759,0.442,-0.538
11,-0.329,0.41,-0.262,-0.234,0.9,0.152,0.774,0.429,-0.532
12,-0.231,0.49,-0.198,-0.205,0.881,0.101,0.766,0.445,-0.532
13,-0.046,0.375,-0.188,-0.102,0.863,0.031,0.781,0.424,-0.514
14,-0.039,0.197,-0.189,-0.174,0.93,0.151,0.774,0.433,-0.51
15,-0.042,0.133,-0.114,-0.27,1.053,0.228,0.819,0.415,-0.526
16,-0.04,0.049,-0.084,-0.227,1.067,0.162,0.811,0.424,-0.537
17,0.024,0.058,-0.026,-0.191,1.025,0.12,0.808,0.433,-0.511
18,0.026,0.042,-0.004,-0.209,1.039,0.087,0.819,0.453,-0.502
19,0.019,0.016,-0.02,-0.22,1.007,0.079,0.838,0.471,-0.495
20,-0.041,0.0,-0.032,-0.223,0.945,0.059,0.837,0.454,-0.489
21,-0.012,-0.028,-0.023,-0.264,0.962,0.078,0.832,0.459,-0.493
22,-0.014,-0.079,-0.092,-0.24,1.094,0.101,0.84,0.463,-0.471
23,-0.053,-0.164,-0.199,-0.207,1.102,0.061,0.82,0.456,-0.475
24,0.049,-0.209,-0.253,-0.258,0.734,-0.032,0.825,0.465,-0.489
25,0.085,-0.227,-0.265,-0.258,0.734,-0.032,0.805,0.459,-0.465
26,0.179,-0.17,-0.28,-0.126,0.929,0.101,0.814,0.478,-0.466
27,0.292,-0.089,-0.301,-0.206,1.018,0.078,0.814,0.478,-0.466
28,0.344,0.039,-0.203,-0.221,0.949,0.143,0.84,0.447,-0.501
29,0.322,0.065,-0.086,-0.147,0.849,0.099,0.811,0.451,-0.471
30,0.605,0.172,0.171,-0.209,0.922,-0.001,0.817,0.466,-0.483
31,0.538,0.105,0.149,-0.396,1.237,0.172,0.822,0.463,-0.49
32,-0.009,-0.043,0.028,-0.042,0.749,-0.217,0.808,0.441,-0.489
33,-0.172,0.039,0.014,0.068,0.663,-0.242,0.808,0.441,-0.489
34,-0.331,-0.032,-0.01,-0.301,1.19,0.259,0.84,0.445,-0.501
35,-0.2,0.079,0.037,-0.396,1.292,0.23,0.825,0.448,-0.484
36,-0.203,0.147,-0.004,-0.289,1.163,0.25,0.834,0.454,-0.505
37,-0.199,0.2,-0.077,-0.276,1.017,0.267,0.823,0.453,-0.502
38,-0.182,0.178,-0.24,-0.475,1.289,0.364,0.817,0.462,-0.492
39,-0.287,-0.017,-0.506,-0.278,1.284,0.531,0.822,0.466,-0.514
40,0.009,0.053,-0.807,-0.162,1.141,0.337,0.808,0.469,-0.484
41,0.037,0.004,-0.659,0.138,1.067,0.183,0.816,0.45,-0.474
42,-0.093,-0.107,-0.527,-0.081,1.05,0.093,0.795,0.477,-0.492
43,-0.075,-0.067,-0.454,-0.081,1.05,0.093,0.769,0.489,-0.483
44,-0.373,-0.191,-0.441,-0.079,0.971,0.284,0.798,0.474,-0.474
45,-0.66,-0.522,-0.48,-0.079,0.971,0.284,0.783,0.493,-0.469
46,-0.215,-0.338,-0.396,0.003,1.039,-0.077,0.783,0.493,-0.469
47,0.058,-0.125,-0.414,0.06,1.109,-0.224,0.78,0.483,-0.466
48,0.056,-0.141,-0.324,-0.063,1.064,-0.126,0.75,0.486,-0.484
49,0.101,-0.256,-0.36,-0.043,1.068,-0.089,0.747,0.498,-0.49
50,0.072,-0.011,-0.312,0.022,1.006,-0.079,0.738,0.51,-0.474
51,0.05,-0.076,-0.295,-0.077,1.079,-0.117,0.75,0.49,-0.478
52,0.044,-0.3,-0.227,-0.015,1.11,0.032,0.748,0.51,-0.466
53,0.025,-0.034,-0.067,0.294,1.006,0.013,0.744,0.513,-0.484
54,0.07,-0.018,-0.009,0.272,0.969,0.002,0.738,0.519,-0.478
55,0.077,-0.046,0.078,0.072,1.017,0.077,0.742,0.501,-0.487
56,0.126,-0.009,0.044,0.045,1.064,0.069,0.727,0.499,-0.489
57,0.137,0.023,-0.024,0.045,0.998,0.038,0.727,0.514,-0.486
58,0.097,0.035,-0.053,0.032,0.93,0.044,0.718,0.504,-0.499
59,0.026,0.023,-0.053,0.059,0.994,0.096,0.765,0.495,-0.505
60,-0.002,-0.007,-0.046,0.054,0.997,0.068,0.724,0.48,-0.495
61,0.054,-0.074,-0.049,0.046,0.996,0.053,0.733,0.499,-0.513
62,0.074,-0.063,-0.046,0.047,1.013,0.073,0.733,0.499,-0.513
63,0.063,-0.063,-0.039,0.075,1.048,0.099,0.744,0.49,-0.502
64,0.11,-0.078,-0.046,0.087,1.027,0.112,0.729,0.486,-0.496
