,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-1.0,-3.2,1.0,-0.002,0.009,1.041,-0.255,-0.043,-1.125
2,-0.9,-3.3,0.9,0.0,0.005,1.041,-0.252,-0.04,-1.116
3,-0.9,-3.3,0.9,0.002,0.014,1.039,-0.249,-0.036,-1.117
4,-1.1,-3.2,1.1,0.001,0.007,1.04,-0.249,-0.039,-1.131
5,-0.9,-3.2,0.9,0.0,0.004,1.039,-0.24,-0.049,-1.123
6,-0.9,-3.3,0.9,-0.001,0.015,1.041,-0.249,-0.037,-1.122
7,-1.0,-3.2,1.0,0.004,0.008,1.041,-0.246,-0.043,-1.132
8,-1.0,-3.2,1.0,0.0,0.007,1.039,-0.25,-0.037,-1.122
9,-0.9,-3.2,1.0,0.001,0.012,1.04,-0.253,-0.034,-1.119
10,-1.0,-3.2,1.0,0.002,0.008,1.038,-0.249,-0.033,-1.12
11,-1.0,-3.2,1.0,0.0,0.008,1.04,-0.253,-0.04,-1.119
12,-1.0,-3.2,1.0,0.001,0.01,1.041,-0.255,-0.028,-1.125
13,-1.0,-3.2,1.1,0.0,0.01,1.041,-0.252,-0.04,-1.117
14,-1.1,-3.2,1.0,0.0,0.008,1.041,-0.24,-0.042,-1.126
15,-0.9,-3.2,1.0,0.0,0.009,1.041,-0.256,-0.036,-1.129
16,-1.0,-3.2,1.1,0.001,0.01,1.04,-0.249,-0.036,-1.125
17,-1.0,-3.2,1.0,0.0,0.008,1.04,-0.249,-0.039,-1.114
18,-1.0,-3.2,0.9,0.0,0.01,1.04,-0.246,-0.039,-1.113
19,-1.0,-3.3,0.9,0.0,0.009,1.041,-0.255,-0.034,-1.123
20,-1.0,-3.3,1.0,0.004,0.009,1.04,-0.249,-0.04,-1.117
21,-1.0,-3.3,1.0,0.0,0.011,1.04,-0.244,-0.039,-1.129
