,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,-0.002,0.011,-0.007,0.091,-0.976,0.062,0.382,-0.103,-0.399
1,-0.002,0.011,-0.007,0.091,-0.976,0.062,0.382,-0.103,-0.399
2,-0.002,0.011,-0.007,0.091,-0.976,0.062,0.382,-0.103,-0.399
3,-0.002,0.011,-0.007,0.091,-0.976,0.062,0.382,-0.103,-0.399
4,-0.001,0.009,-0.002,0.091,-0.976,0.062,0.382,-0.103,-0.399
5,-0.001,0.003,0.0,0.095,-0.976,0.062,0.369,-0.109,-0.424
6,-0.002,0.0,0.001,0.095,-0.976,0.062,0.375,-0.124,-0.408
7,-0.006,0.0,0.001,0.092,-0.979,0.059,0.385,-0.112,-0.397
8,-0.004,0.0,0.0,0.092,-0.981,0.057,0.372,-0.106,-0.426
9,-0.004,0.002,0.0,0.091,-0.979,0.059,0.379,-0.102,-0.429
10,-0.007,0.004,-0.002,0.089,-0.978,0.063,0.375,-0.105,-0.42
11,-0.011,0.007,-0.005,0.088,-0.977,0.067,0.375,-0.105,-0.42
12,-0.011,0.009,-0.007,0.091,-0.978,0.068,0.361,-0.12,-0.421
13,-0.011,0.007,-0.007,0.094,-0.98,0.064,0.363,-0.091,-0.421
14,-0.007,0.004,-0.004,0.094,-0.98,0.064,0.367,-0.096,-0.421
15,-0.007,0.004,-0.003,0.094,-0.98,0.059,0.352,-0.111,-0.394
16,-0.007,0.004,-0.002,0.094,-0.98,0.063,0.361,-0.12,-0.412
17,-0.006,0.002,-0.001,0.094,-0.979,0.064,0.352,-0.123,-0.402
18,-0.003,0.0,0.0,0.092,-0.977,0.062,0.352,-0.123,-0.402
19,-0.002,-0.003,0.0,0.091,-0.976,0.065,0.363,-0.111,-0.408
20,-0.002,-0.003,0.0,0.092,-0.976,0.064,0.378,-0.12,-0.429
21,-0.002,-0.003,0.0,0.091,-0.974,0.061,0.369,-0.109,-0.415
22,-0.006,-0.002,0.0,0.092,-0.975,0.062,0.372,-0.112,-0.426
23,-0.007,-0.002,0.0,0.092,-0.977,0.059,0.361,-0.105,-0.421
24,-0.006,0.0,0.0,0.088,-0.977,0.06,0.373,-0.111,-0.411
25,-0.005,-0.002,0.0,0.086,-0.978,0.066,0.373,-0.111,-0.411
26,-0.007,-0.001,0.0,0.09,-0.976,0.064,0.372,-0.091,-0.42
27,-0.009,0.001,-0.002,0.094,-0.972,0.061,0.348,-0.096,-0.412
28,-0.006,0.002,-0.002,0.099,-0.973,0.062,0.367,-0.103,-0.406
29,-0.009,0.001,0.0,0.103,-0.975,0.062,0.367,-0.103,-0.406
30,-0.007,0.002,0.0,0.099,-0.978,0.063,0.372,-0.118,-0.405
31,-0.002,0.002,0.001,0.096,-0.978,0.065,0.375,-0.112,-0.396
32,-0.001,0.001,0.001,0.096,-0.978,0.066,0.375,-0.112,-0.396
33,-0.004,-0.002,0.0,0.096,-0.977,0.065,0.358,-0.114,-0.423
34,-0.007,-0.002,0.0,0.095,-0.978,0.065,0.367,-0.114,-0.412
35,-0.005,0.0,0.0,0.095,-0.978,0.065,0.388,-0.117,-0.394
36,-0.004,0.004,0.0,0.094,-0.976,0.065,0.363,-0.103,-0.417
37,-0.004,0.007,0.0,0.094,-0.975,0.064,0.369,-0.1,-0.399
38,-0.004,0.007,0.0,0.094,-0.975,0.063,0.381,-0.099,-0.433
39,-0.004,0.007,0.0,0.095,-0.978,0.068,0.381,-0.099,-0.433
40,-0.005,0.004,0.0,0.1,-0.979,0.071,0.373,-0.109,-0.409
41,-0.007,0.0,0.002,0.1,-0.98,0.072,0.364,-0.094,-0.432
