,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-1.1,-3.4,1.0,0.026,-0.012,1.038,-0.243,-0.049,-1.128
2,-1.0,-3.4,1.0,0.026,-0.011,1.036,-0.247,-0.051,-1.122
3,-1.1,-3.5,1.1,0.027,-0.01,1.038,-0.24,-0.048,-1.12
4,-1.1,-3.5,1.0,0.025,-0.012,1.038,-0.241,-0.043,-1.122
5,-1.0,-3.5,0.9,0.025,-0.01,1.037,-0.247,-0.054,-1.122
6,-1.1,-3.4,0.9,0.029,-0.008,1.037,-0.249,-0.043,-1.125
7,-1.1,-3.4,1.1,0.031,-0.013,1.037,-0.237,-0.043,-1.117
8,-1.1,-3.3,1.0,0.021,-0.012,1.038,-0.243,-0.046,-1.114
9,-1.0,-3.4,1.0,0.029,-0.007,1.038,-0.238,-0.046,-1.123
10,-1.0,-3.4,1.1,0.028,-0.011,1.038,-0.237,-0.049,-1.132
11,-1.1,-3.4,1.0,0.023,-0.013,1.038,-0.247,-0.045,-1.131
12,-1.0,-3.4,1.1,0.029,-0.008,1.04,-0.243,-0.046,-1.119
13,-1.0,-3.4,1.1,0.027,-0.011,1.037,-0.238,-0.051,-1.122
14,-1.1,-3.4,1.0,0.027,-0.013,1.039,-0.246,-0.042,-1.119
15,-1.1,-3.3,1.1,0.025,-0.008,1.039,-0.241,-0.048,-1.122
16,-1.1,-3.4,1.0,0.026,-0.01,1.037,-0.252,-0.051,-1.128
17,-1.1,-3.4,1.0,0.027,-0.011,1.037,-0.24,-0.043,-1.135
18,-1.1,-3.4,1.0,0.026,-0.009,1.039,-0.25,-0.051,-1.122
19,-1.0,-3.3,1.0,0.027,-0.011,1.038,-0.243,-0.039,-1.128
20,-1.0,-3.4,1.0,0.026,-0.011,1.037,-0.235,-0.051,-1.125
21,-1.0,-3.4,1.0,0.027,-0.011,1.038,-0.241,-0.051,-1.131
22,-1.1,-3.4,1.0,0.026,-0.009,1.036,-0.246,-0.042,-1.126
23,-1.0,-3.4,1.0,0.025,-0.011,1.038,-0.249,-0.051,-1.128
24,-1.1,-3.4,1.0,0.03,-0.011,1.037,-0.249,-0.045,-1.125
25,-1.0,-3.4,1.0,0.025,-0.01,1.039,-0.249,-0.042,-1.125
26,-1.1,-3.5,1.0,0.028,-0.011,1.038,-0.247,-0.048,-1.123
27,-1.0,-3.4,0.9,0.027,-0.011,1.038,-0.238,-0.046,-1.126
28,-1.0,-3.4,1.1,0.031,-0.01,1.036,-0.247,-0.048,-1.123
29,-1.1,-3.4,1.0,0.025,-0.011,1.038,-0.237,-0.049,-1.125
