,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-0.9,-3.3,1.0,0.009,-0.003,1.04,-0.241,-0.045,-1.131
2,-1.1,-3.3,1.0,0.017,-0.001,1.039,-0.25,-0.046,-1.122
3,-1.1,-3.3,1.0,0.012,-0.006,1.042,-0.243,-0.045,-1.126
4,-1.0,-3.3,1.1,0.009,0.0,1.04,-0.249,-0.046,-1.129
5,-1.1,-3.3,1.0,0.016,-0.004,1.042,-0.246,-0.052,-1.134
6,-1.0,-3.3,1.1,0.011,-0.001,1.04,-0.252,-0.051,-1.119
7,-1.1,-3.3,1.1,0.012,-0.004,1.04,-0.231,-0.048,-1.125
8,-1.1,-3.3,0.9,0.013,-0.005,1.041,-0.243,-0.048,-1.128
9,-1.0,-3.3,1.0,0.011,0.002,1.042,-0.25,-0.048,-1.134
10,-1.1,-3.3,1.0,0.014,-0.006,1.039,-0.252,-0.033,-1.123
11,-1.0,-3.3,1.0,0.012,-0.004,1.041,-0.243,-0.049,-1.134
12,-1.1,-3.3,1.1,0.014,0.0,1.041,-0.246,-0.049,-1.125
13,-1.1,-3.3,1.0,0.013,-0.007,1.04,-0.246,-0.045,-1.119
14,-1.0,-3.3,1.0,0.01,0.0,1.04,-0.249,-0.037,-1.129
15,-1.1,-3.3,1.0,0.015,-0.001,1.039,-0.25,-0.049,-1.129
16,-1.0,-3.3,1.1,0.013,-0.005,1.039,-0.244,-0.045,-1.119
17,-1.0,-3.3,1.0,0.012,-0.001,1.039,-0.246,-0.048,-1.128
18,-1.1,-3.3,1.0,0.016,-0.004,1.039,-0.24,-0.039,-1.125
19,-1.1,-3.3,1.0,0.01,-0.001,1.037,-0.249,-0.045,-1.128
20,-1.1,-3.4,0.9,0.012,-0.003,1.037,-0.246,-0.046,-1.123
21,-1.0,-3.3,1.0,0.014,-0.003,1.038,-0.252,-0.048,-1.122
22,-1.1,-3.3,1.0,0.011,-0.001,1.038,-0.247,-0.039,-1.129
23,-1.0,-3.3,1.0,0.014,-0.005,1.037,-0.246,-0.039,-1.119
24,-1.0,-3.3,1.0,0.013,-0.002,1.038,-0.25,-0.049,-1.126
25,-1.0,-3.4,1.0,0.012,-0.002,1.04,-0.247,-0.046,-1.128
26,-1.0,-3.3,1.0,0.013,-0.006,1.036,-0.252,-0.042,-1.134
27,-1.0,-3.3,1.0,0.012,0.0,1.038,-0.241,-0.049,-1.125
28,-1.1,-3.3,1.0,0.013,-0.004,1.037,-0.241,-0.042,-1.12
29,-1.0,-3.3,1.0,0.011,-0.004,1.036,-0.247,-0.051,-1.122
30,-1.1,-3.3,1.0,0.012,-0.001,1.038,-0.243,-0.051,-1.126
31,-1.0,-3.3,1.0,0.014,-0.003,1.038,-0.25,-0.043,-1.126
32,-1.0,-3.3,1.0,0.011,-0.003,1.038,-0.241,-0.046,-1.122
33,-1.1,-3.3,1.0,0.015,-0.003,1.038,-0.243,-0.048,-1.122
34,-1.0,-3.4,1.0,0.014,-0.003,1.036,-0.241,-0.048,-1.128
35,-1.0,-3.3,1.0,0.011,-0.003,1.037,-0.24,-0.043,-1.128
36,-1.1,-3.3,1.0,0.014,-0.003,1.036,-0.244,-0.04,-1.119
37,-1.0,-3.3,1.0,0.011,-0.002,1.036,-0.246,-0.04,-1.117
38,-1.1,-3.3,1.1,0.012,-0.004,1.036,-0.246,-0.045,-1.123
39,-1.1,-3.3,1.0,0.013,-0.003,1.036,-0.24,-0.051,-1.123
40,-1.0,-3.3,1.0,0.012,-0.001,1.039,-0.238,-0.048,-1.123
41,-1.1,-3.3,1.1,0.014,-0.004,1.036,-0.255,-0.048,-1.129
42,-1.0,-3.3,1.0,0.012,-0.003,1.035,-0.235,-0.043,-1.116
43,-1.1,-3.2,1.0,0.013,-0.002,1.036,-0.244,-0.045,-1.123
44,-1.0,-3.3,1.1,0.013,-0.004,1.035,-0.249,-0.043,-1.122
45,-1.0,-3.3,1.0,0.012,-0.002,1.036,-0.243,-0.046,-1.119
46,-1.0,-3.3,1.0,0.013,-0.003,1.036,-0.246,-0.04,-1.123
47,-1.1,-3.4,1.1,0.012,-0.003,1.036,-0.247,-0.043,-1.128
48,-1.1,-3.3,1.1,0.011,-0.002,1.037,-0.256,-0.049,-1.129
49,-4.2,-3.7,0.7,0.009,0.059,1.039,-0.25,-0.042,-1.126
50,-1.3,-3.2,1.0,0.014,-0.001,1.039,-0.241,-0.046,-1.119
51,-1.1,-3.3,1.1,0.014,-0.007,1.036,-0.246,-0.04,-1.123
52,-1.3,-3.2,0.7,0.015,-0.001,1.037,-0.24,-0.048,-1.114
53,-2.3,-3.2,-9.2,0.104,0.13,1.035,-0.246,-0.043,-1.126
54,-1.0,-3.2,1.1,0.012,-0.006,1.039,-0.243,-0.045,-1.129
55,0.0,-3.5,14.6,0.024,0.028,1.039,-0.247,-0.049,-1.131
56,-1.0,-3.0,1.3,0.012,-0.008,1.039,-0.244,-0.045,-1.134
57,-0.7,-2.1,1.0,0.011,-0.006,1.037,-0.244,-0.045,-1.126
58,-1.1,-3.2,1.0,0.01,-0.004,1.039,-0.246,-0.043,-1.135
59,-1.1,-3.0,1.1,0.012,-0.004,1.041,-0.249,-0.051,-1.129
60,-1.1,-3.1,0.9,0.012,-0.005,1.04,-0.25,-0.06,-1.129
61,-1.1,-3.3,0.9,0.011,-0.003,1.039,-0.241,-0.045,-1.126
62,-1.2,-3.4,0.9,0.011,-0.004,1.041,-0.252,-0.045,-1.134
63,-1.3,-3.7,1.3,0.012,-0.003,1.043,-0.246,-0.042,-1.12
64,-1.3,-3.5,1.1,0.011,-0.005,1.04,-0.238,-0.042,-1.125
65,-1.1,-3.6,1.1,0.012,-0.005,1.038,-0.241,-0.051,-1.12
66,-1.2,-3.5,1.1,0.014,-0.003,1.04,-0.237,-0.046,-1.131
67,-1.6,-3.9,1.6,0.012,-0.005,1.041,-0.247,-0.049,-1.12
68,-1.4,-3.7,1.1,0.014,-0.006,1.039,-0.252,-0.051,-1.128
69,-1.6,-4.6,1.0,0.012,0.0,1.041,-0.237,-0.051,-1.128
70,-2.1,-9.7,-0.8,0.024,0.031,1.038,-0.238,-0.043,-1.117
71,-1.1,-8.7,2.8,0.007,-0.052,1.033,-0.237,-0.043,-1.125
72,-3.5,-5.8,2.1,0.022,-0.15,1.012,-0.241,-0.052,-1.129
73,-1.8,-6.0,4.9,0.093,-0.529,1.006,-0.244,-0.048,-1.122
74,4.2,-3.4,9.3,-0.092,-0.186,1.166,-0.25,-0.054,-1.123
75,3.4,-2.3,2.7,0.064,0.297,1.18,-0.24,-0.055,-1.12
76,0.0,-2.8,0.0,-0.016,0.025,1.004,-0.228,-0.045,-1.122
77,0.4,-0.7,-6.0,0.053,0.212,0.991,-0.246,-0.055,-1.119
78,1.1,-8.5,0.7,0.117,0.134,0.98,-0.244,-0.049,-1.128
79,0.2,-0.9,5.3,0.093,-0.242,0.916,-0.238,-0.042,-1.116
80,1.9,-1.0,2.1,-0.01,-0.049,0.96,-0.229,-0.042,-1.128
81,0.0,-3.8,2.3,0.052,-0.016,0.926,-0.234,-0.036,-1.123
82,1.4,-2.5,-0.9,0.03,0.123,0.814,-0.232,-0.045,-1.11
83,-6.5,3.6,4.2,0.006,-0.022,1.055,-0.246,-0.039,-1.119
84,6.3,-5.4,8.1,-0.013,-0.202,0.901,-0.234,-0.037,-1.117
85,-1.8,-3.9,-0.7,0.018,0.121,1.055,-0.237,-0.037,-1.12
86,-2.3,-3.6,-2.8,0.021,0.059,1.017,-0.238,-0.043,-1.114
87,-5.6,-2.7,-4.4,0.092,0.126,0.959,-0.238,-0.036,-1.129
88,2.3,-4.8,0.2,-0.047,-0.002,1.05,-0.244,-0.022,-1.123
89,-6.8,-0.2,-1.0,-0.019,-0.003,0.979,-0.241,-0.036,-1.12
90,-2.3,-3.6,-1.4,0.023,0.053,0.869,-0.237,-0.018,-1.119
91,0.6,-7.2,0.4,0.018,-0.299,1.021,-0.238,-0.028,-1.132
92,-3.1,-1.6,5.9,-0.043,-0.037,1.037,-0.229,-0.031,-1.125
93,2.3,-2.2,6.6,0.037,0.0,1.044,-0.238,-0.027,-1.126
94,0.4,-4.4,-1.6,0.223,0.062,0.948,-0.238,-0.03,-1.125
95,-2.3,-1.3,6.0,-0.102,0.105,0.947,-0.237,-0.022,-1.114
96,-1.6,-4.3,-9.6,0.075,0.083,0.971,-0.244,-0.031,-1.122
97,1.6,-5.3,-5.9,0.078,0.001,1.0,-0.234,-0.025,-1.125
98,-4.0,-3.5,-7.4,0.165,0.015,0.989,-0.237,-0.022,-1.125
99,-3.0,-1.5,-1.1,0.05,-0.165,1.057,-0.244,-0.024,-1.122
100,1.3,-2.3,5.2,-0.091,0.087,1.053,-0.237,-0.019,-1.116
101,-1.9,-4.3,-1.0,0.151,0.06,0.918,-0.238,-0.018,-1.12
102,0.1,-4.4,2.8,-0.068,-0.01,0.966,-0.234,-0.012,-1.126
103,-1.0,-0.3,0.6,0.012,0.033,0.915,-0.24,-0.021,-1.125
104,-4.6,-0.7,0.7,-0.028,-0.124,0.93,-0.241,-0.022,-1.125
105,-2.2,-7.6,1.9,-0.045,0.187,0.901,-0.241,-0.019,-1.113
106,-0.9,-5.0,-2.3,0.17,0.032,1.004,-0.228,-0.018,-1.125
107,1.4,-3.0,-3.3,0.038,0.144,0.996,-0.229,-0.018,-1.119
108,6.0,-3.5,-1.8,0.123,-0.03,0.778,-0.228,-0.018,-1.108
109,-4.6,-0.2,3.5,0.052,0.01,0.869,-0.235,-0.025,-1.123
110,-5.6,-7.2,9.3,-0.076,0.178,0.755,-0.228,-0.012,-1.116
111,-2.1,-4.6,3.0,0.038,0.031,0.976,-0.225,-0.021,-1.119
112,3.4,-5.6,-0.9,0.042,-0.02,0.956,-0.222,-0.015,-1.125
113,0.2,0.7,-0.4,0.048,-0.004,1.001,-0.225,-0.021,-1.126
114,-6.0,-1.6,0.9,-0.004,0.045,0.924,-0.228,-0.022,-1.125
115,-4.9,-0.4,-0.2,0.001,0.04,0.939,-0.228,-0.028,-1.114
116,3.3,-3.7,1.1,0.047,0.096,0.86,-0.216,-0.022,-1.135
117,1.6,-3.4,3.3,0.087,-0.072,1.007,-0.219,-0.025,-1.119
118,-6.4,-0.9,0.4,0.083,0.109,0.948,-0.216,-0.036,-1.122
119,-2.0,-2.0,-0.2,0.011,-0.018,1.015,-0.217,-0.036,-1.12
120,1.2,-4.4,9.1,0.008,0.009,1.021,-0.22,-0.036,-1.12
121,-2.9,-3.0,4.9,0.014,0.023,1.044,-0.214,-0.031,-1.113
122,1.1,-1.6,4.2,0.032,0.078,0.991,-0.234,-0.033,-1.125
123,-0.4,-1.8,7.4,0.04,-0.063,0.999,-0.225,-0.036,-1.123
124,-1.4,-3.9,1.0,0.044,0.055,1.049,-0.223,-0.033,-1.12
125,-0.7,-8.1,3.2,0.022,-0.003,0.932,-0.231,-0.043,-1.126
126,0.2,-3.2,1.2,0.038,-0.049,1.041,-0.226,-0.039,-1.116
127,-0.9,-3.5,-2.1,0.013,-0.11,1.071,-0.22,-0.036,-1.126
128,0.1,-3.0,0.2,0.022,-0.015,1.063,-0.228,-0.039,-1.122
129,-0.4,-2.7,0.9,0.03,-0.014,1.024,-0.214,-0.037,-1.126
130,0.4,-2.0,-1.7,0.031,-0.092,1.081,-0.22,-0.033,-1.114
131,-0.6,-3.5,1.9,0.029,0.0,1.042,-0.219,-0.039,-1.132
132,-0.7,-2.8,0.9,0.029,-0.001,1.042,-0.22,-0.036,-1.122
133,-0.2,-2.0,1.4,0.029,0.0,1.043,-0.222,-0.037,-1.122
134,-1.5,-3.3,1.2,0.022,0.026,1.038,-0.229,-0.04,-1.128
135,-2.1,-3.3,-23.1,0.027,-0.01,1.044,-0.217,-0.031,-1.126
136,-1.4,-3.3,-5.9,0.02,0.021,1.044,-0.228,-0.033,-1.123
137,-1.0,-3.3,0.9,0.028,0.001,1.042,-0.222,-0.027,-1.126
138,-1.0,-3.3,1.0,0.032,-0.001,1.044,-0.226,-0.036,-1.122
139,-1.0,-3.2,1.1,0.024,0.001,1.042,-0.223,-0.033,-1.128
140,-1.1,-3.3,1.1,0.03,0.0,1.042,-0.234,-0.028,-1.117
141,-1.1,-3.2,1.1,0.03,0.0,1.041,-0.232,-0.033,-1.12
142,-1.1,-3.2,1.2,0.026,0.004,1.04,-0.234,-0.028,-1.131
143,-1.1,-3.3,1.0,0.023,-0.003,1.041,-0.226,-0.028,-1.123
144,-1.0,-3.2,1.1,0.037,0.003,1.041,-0.219,-0.028,-1.128
145,-1.0,-3.2,1.1,0.015,0.002,1.04,-0.225,-0.034,-1.132
146,-1.1,-3.4,1.0,0.032,-0.004,1.042,-0.225,-0.03,-1.125
147,-0.9,-3.2,1.0,0.028,0.003,1.039,-0.225,-0.025,-1.12
148,-1.1,-3.3,1.1,0.022,0.001,1.04,-0.225,-0.03,-1.132
149,-1.1,-3.3,1.0,0.029,-0.002,1.041,-0.22,-0.036,-1.132
150,-1.1,-3.2,1.0,0.025,0.004,1.037,-0.223,-0.034,-1.123
151,-1.0,-3.3,1.1,0.027,-0.001,1.039,-0.222,-0.043,-1.125
152,-1.0,-3.3,1.1,0.028,0.0,1.043,-0.229,-0.034,-1.125
153,-1.0,-3.3,0.9,0.026,0.0,1.04,-0.229,-0.03,-1.122
154,-1.1,-3.4,1.0,0.027,0.0,1.039,-0.222,-0.03,-1.122
155,-1.0,-3.3,1.0,0.026,0.0,1.037,-0.225,-0.031,-1.128
156,-1.0,-3.3,1.0,0.026,-0.001,1.038,-0.229,-0.039,-1.125
157,-1.0,-3.3,1.0,0.024,0.002,1.039,-0.228,-0.027,-1.122
158,-1.1,-3.4,1.1,0.029,-0.001,1.038,-0.223,-0.024,-1.123
159,-1.0,-3.2,1.0,0.026,-0.003,1.038,-0.231,-0.027,-1.123
160,-1.0,-3.4,0.9,0.026,0.003,1.037,-0.225,-0.037,-1.123
