,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.002,-0.001,-0.005,-0.013,0.019,0.997,0.307,-0.022,-0.555
1,0.003,-0.002,-0.006,-0.015,0.018,0.998,0.336,-0.027,-0.549
2,0.003,-0.003,-0.005,-0.015,0.016,0.998,0.318,-0.031,-0.574
3,0.002,-0.001,-0.005,-0.015,0.016,0.997,0.319,-0.018,-0.565
4,0.002,-0.001,-0.005,-0.015,0.016,0.997,0.31,-0.028,-0.57
5,0.002,-0.002,-0.005,-0.014,0.017,0.997,0.31,-0.028,-0.57
6,0.002,-0.002,-0.004,-0.017,0.017,0.997,0.306,-0.013,-0.568
7,0.002,-0.001,-0.005,-0.016,0.016,0.998,0.313,-0.031,-0.54
8,0.003,-0.002,-0.004,-0.015,0.015,0.999,0.313,-0.031,-0.54
9,0.002,-0.002,-0.005,-0.016,0.018,0.999,0.333,-0.045,-0.57
10,0.003,-0.002,-0.005,-0.014,0.018,0.998,0.33,-0.027,-0.564
11,0.003,-0.002,-0.005,-0.014,0.017,0.998,0.321,-0.031,-0.562
12,0.002,-0.002,-0.006,-0.015,0.015,0.997,0.321,-0.031,-0.562
13,0.003,-0.002,-0.007,-0.014,0.014,0.997,0.319,-0.019,-0.573
14,0.0,-0.001,-0.005,-0.013,0.015,0.997,0.327,-0.024,-0.556
15,0.002,-0.002,-0.004,-0.013,0.015,0.996,0.319,-0.04,-0.576
16,0.002,0.0,-0.006,-0.013,0.015,0.996,0.319,-0.036,-0.553
17,0.002,0.0,-0.006,-0.014,0.015,0.998,0.307,-0.042,-0.553
18,0.003,-0.001,-0.006,-0.016,0.015,0.999,0.33,-0.033,-0.559
19,0.002,-0.002,-0.006,-0.016,0.015,0.999,0.33,-0.033,-0.559
20,0.003,0.0,-0.006,-0.017,0.016,0.999,0.321,-0.022,-0.555
21,0.002,-0.002,-0.004,-0.016,0.016,0.998,0.294,-0.027,-0.55
22,0.002,-0.002,-0.006,-0.016,0.017,1.0,0.324,-0.042,-0.564
23,0.002,0.0,-0.006,-0.016,0.017,0.998,0.312,-0.033,-0.568
24,0.002,0.0,-0.006,-0.014,0.015,0.997,0.322,-0.001,-0.567
25,0.002,-0.002,-0.006,-0.014,0.015,0.999,0.336,-0.036,-0.558
26,0.003,-0.002,-0.006,-0.014,0.016,1.001,0.336,-0.036,-0.558
27,0.002,-0.002,-0.005,-0.015,0.017,0.999,0.315,-0.018,-0.571
28,0.004,-0.004,-0.005,-0.017,0.017,0.997,0.327,-0.04,-0.553
29,0.004,-0.002,-0.006,-0.017,0.017,0.997,0.306,-0.034,-0.55
30,0.004,-0.001,-0.005,-0.015,0.017,0.997,0.324,-0.03,-0.558
31,0.003,-0.001,-0.005,-0.014,0.017,1.001,0.316,-0.033,-0.561
32,0.002,-0.002,-0.006,-0.014,0.017,1.001,0.309,-0.028,-0.583
33,0.002,-0.002,-0.006,-0.016,0.016,0.998,0.309,-0.028,-0.583
34,0.002,-0.002,-0.006,-0.016,0.017,0.998,0.325,-0.033,-0.561
35,0.002,-0.006,-0.005,-0.014,0.016,0.998,0.321,-0.025,-0.552
36,0.003,-0.004,-0.005,-0.014,0.017,1.0,0.325,-0.025,-0.571
37,0.002,-0.002,-0.005,-0.013,0.017,1.002,0.327,-0.022,-0.582
38,0.003,-0.001,-0.005,-0.012,0.015,1.001,0.336,-0.037,-0.558
39,0.003,0.0,-0.004,-0.012,0.015,1.001,0.313,-0.033,-0.573
40,0.002,-0.002,-0.004,-0.014,0.018,0.996,0.321,-0.03,-0.564
41,0.003,-0.002,-0.005,-0.014,0.018,0.995,0.321,-0.03,-0.564
42,0.003,-0.001,-0.005,-0.015,0.016,0.997,0.312,-0.021,-0.576
43,0.003,-0.001,-0.005,-0.016,0.016,0.997,0.312,-0.021,-0.576
44,0.003,-0.001,-0.006,-0.015,0.016,0.998,0.312,-0.04,-0.564
45,0.003,-0.001,-0.004,-0.016,0.016,1.0,0.336,-0.024,-0.565
46,0.002,-0.001,-0.005,-0.016,0.015,1.0,0.315,-0.031,-0.561
47,0.002,-0.002,-0.005,-0.014,0.014,0.999,0.304,-0.025,-0.547
48,0.002,-0.002,-0.005,-0.013,0.018,0.999,0.304,-0.025,-0.547
49,0.001,-0.002,-0.004,-0.014,0.02,0.999,0.319,-0.024,-0.564
50,0.002,-0.002,-0.005,-0.016,0.019,0.999,0.309,-0.034,-0.576
51,0.002,-0.003,-0.005,-0.016,0.017,0.999,0.325,-0.033,-0.57
52,0.002,-0.002,-0.006,-0.016,0.016,0.999,0.316,-0.019,-0.562
53,0.002,-0.001,-0.005,-0.016,0.016,0.998,0.313,-0.018,-0.564
54,0.002,-0.001,-0.006,-0.014,0.016,0.998,0.316,-0.021,-0.568
55,0.002,-0.002,-0.005,-0.014,0.015,0.998,0.316,-0.021,-0.568
56,0.002,-0.004,-0.005,-0.016,0.016,0.998,0.313,-0.019,-0.556
57,0.002,-0.002,-0.005,-0.017,0.015,0.999,0.313,-0.019,-0.556
58,0.002,-0.002,-0.004,-0.017,0.0,0.999,0.31,-0.025,-0.556
59,0.002,-0.004,-0.005,-0.016,0.015,1.0,0.321,-0.03,-0.564
60,0.002,-0.001,-0.005,-0.015,0.016,0.998,0.339,-0.021,-0.565
61,0.002,-0.002,-0.006,-0.013,0.015,0.998,0.339,-0.021,-0.565
62,0.002,0.0,-0.007,-0.015,0.015,0.997,0.331,-0.028,-0.564
63,0.002,0.0,-0.007,-0.016,0.013,0.999,0.327,-0.024,-0.57
64,0.001,-0.001,-0.005,-0.013,0.015,0.999,0.325,-0.025,-0.565
65,0.002,-0.002,-0.005,-0.012,0.017,0.997,0.327,-0.025,-0.558
66,0.002,-0.002,-0.005,-0.011,0.017,0.998,0.316,-0.036,-0.562
67,0.002,-0.002,-0.005,-0.013,0.018,0.999,0.325,-0.018,-0.564
68,0.003,-0.001,-0.005,-0.016,0.016,1.0,0.325,-0.018,-0.564
69,0.002,-0.001,-0.005,-0.015,0.017,1.0,0.322,-0.03,-0.568
70,0.002,0.0,-0.005,-0.016,0.018,0.998,0.315,-0.006,-0.562
71,0.002,-0.001,-0.006,-0.017,0.017,0.996,0.315,-0.006,-0.562
72,0.002,-0.001,-0.005,-0.016,0.018,0.998,0.312,-0.037,-0.567
73,0.002,-0.002,-0.005,-0.015,0.02,1.001,0.333,-0.031,-0.553
74,0.002,-0.002,-0.005,-0.014,0.017,0.999,0.331,-0.021,-0.567
75,0.002,-0.002,-0.004,-0.015,0.015,0.999,0.331,-0.021,-0.567
76,0.002,-0.002,-0.005,-0.016,0.016,1.0,0.328,-0.027,-0.555
77,0.0,0.003,-0.006,-0.017,0.016,1.0,0.328,-0.031,-0.558
78,0.002,0.002,-0.006,-0.017,0.016,1.0,0.312,-0.037,-0.558
79,0.003,0.0,-0.006,-0.015,0.015,1.001,0.327,-0.033,-0.556
80,0.003,0.0,-0.006,-0.015,0.015,1.001,0.336,-0.021,-0.567
81,0.003,-0.002,-0.005,-0.018,0.017,1.0,0.319,-0.03,-0.561
82,0.003,-0.002,-0.005,-0.017,0.018,0.998,0.319,-0.03,-0.561
83,0.002,-0.004,-0.005,-0.013,0.016,0.999,0.327,-0.048,-0.57
84,0.002,-0.002,-0.006,-0.012,0.014,1.0,0.321,-0.019,-0.543
85,0.003,-0.002,-0.006,-0.015,0.015,0.999,0.321,-0.037,-0.567
86,0.003,-0.002,-0.006,-0.014,0.017,0.999,0.331,-0.025,-0.562
87,0.002,-0.003,-0.005,-0.015,0.018,0.999,0.33,0.001,-0.567
88,0.002,-0.001,-0.006,-0.014,0.017,0.998,0.33,0.001,-0.567
89,0.002,0.0,-0.006,-0.014,0.016,0.998,0.327,-0.037,-0.576
90,0.002,-0.001,-0.006,-0.015,0.017,0.998,0.318,-0.036,-0.552
91,0.003,0.007,-0.007,-0.016,0.017,0.997,0.312,-0.03,-0.555
92,0.002,0.0,-0.006,-0.016,0.017,0.995,0.309,-0.04,-0.555
93,0.002,-0.002,-0.005,-0.016,0.018,0.996,0.328,-0.031,-0.552
94,0.003,-0.001,-0.006,-0.015,0.017,0.999,0.328,-0.031,-0.552
95,0.003,0.0,-0.006,-0.013,0.018,1.0,0.327,-0.016,-0.57
96,0.002,-0.002,-0.004,-0.014,0.019,0.998,0.331,-0.033,-0.555
97,0.002,-0.002,-0.004,-0.015,0.019,0.998,0.304,-0.025,-0.564
98,0.0,-0.003,-0.005,-0.015,0.019,0.998,0.318,-0.025,-0.541
99,0.002,-0.001,-0.006,-0.014,0.016,0.999,0.33,-0.034,-0.568
100,0.002,0.0,-0.005,-0.016,0.015,0.999,0.309,-0.031,-0.571
101,0.002,-0.003,-0.004,-0.017,0.016,0.999,0.312,-0.018,-0.567
102,0.002,-0.003,-0.004,-0.014,0.015,0.999,0.312,-0.018,-0.567
103,0.002,-0.002,-0.004,-0.013,0.013,1.0,0.324,-0.022,-0.564
104,0.003,-0.001,-0.004,-0.013,0.015,0.999,0.316,-0.027,-0.564
105,0.003,-0.002,-0.005,-0.014,0.014,1.0,0.321,-0.028,-0.565
106,0.002,-0.001,-0.005,-0.014,0.014,0.999,0.321,-0.028,-0.565
107,0.002,-0.002,-0.005,-0.014,0.014,0.997,0.325,-0.039,-0.553
108,0.002,-0.001,-0.005,-0.017,0.015,0.998,0.325,-0.039,-0.553
109,0.002,-0.001,-0.006,-0.016,0.017,0.998,0.327,-0.04,-0.553
110,0.003,-0.002,-0.006,-0.014,0.018,0.998,0.316,-0.036,-0.556
111,0.003,-0.001,-0.006,-0.015,0.017,0.998,0.31,-0.046,-0.552
112,0.002,0.002,-0.007,-0.015,0.015,0.998,0.322,-0.01,-0.55
113,0.003,0.0,-0.006,-0.015,0.015,0.999,0.319,-0.034,-0.565
114,0.003,-0.001,-0.006,-0.016,0.014,1.0,0.319,-0.034,-0.565
115,0.002,-0.001,-0.006,-0.016,0.016,1.0,0.322,-0.046,-0.568
116,0.002,-0.001,-0.006,-0.015,0.018,0.999,0.322,-0.01,-0.577
117,0.002,-0.002,-0.005,-0.015,0.017,0.997,0.333,-0.03,-0.568
118,0.003,0.0,-0.005,-0.015,0.017,0.997,0.309,-0.021,-0.576
119,0.002,-0.001,-0.005,-0.016,0.016,0.998,0.298,-0.03,-0.553
120,0.002,-0.002,-0.005,-0.013,0.016,0.998,0.312,-0.028,-0.565
121,0.002,-0.002,-0.005,-0.013,0.017,0.997,0.312,-0.028,-0.565
122,0.002,-0.002,-0.005,-0.015,0.017,0.999,0.33,-0.046,-0.574
123,0.003,-0.002,-0.005,-0.014,0.018,1.001,0.301,-0.037,-0.553
124,0.003,-0.001,-0.006,-0.012,0.019,1.001,0.3,-0.022,-0.553
125,0.003,-0.002,-0.006,-0.013,0.016,1.0,0.325,-0.046,-0.553
126,0.002,-0.002,-0.005,-0.015,0.015,0.998,0.33,-0.013,-0.549
127,0.002,-0.002,-0.006,-0.012,0.018,0.999,0.315,-0.021,-0.568
128,0.002,-0.002,-0.006,-0.013,0.017,1.0,0.315,-0.021,-0.568
129,0.002,-0.002,-0.005,-0.016,0.014,0.999,0.325,-0.037,-0.571
130,0.003,-0.002,-0.005,-0.017,0.014,0.997,0.315,-0.025,-0.558
131,0.002,-0.003,-0.004,-0.016,0.017,0.997,0.316,-0.033,-0.564
132,0.002,-0.002,-0.005,-0.015,0.016,0.999,0.328,-0.025,-0.573
133,0.003,-0.01,-0.004,-0.014,0.015,0.998,0.313,-0.033,-0.549
134,0.003,-0.004,-0.004,-0.013,0.015,0.996,0.337,-0.037,-0.574
135,0.003,-0.002,-0.005,-0.015,0.016,0.997,0.337,-0.037,-0.574
136,0.002,-0.002,-0.004,-0.015,0.017,0.999,0.337,-0.03,-0.588
137,0.003,-0.002,-0.005,-0.015,0.017,0.999,0.33,-0.039,-0.568
138,0.002,-0.003,-0.005,-0.015,0.017,0.998,0.31,-0.015,-0.568
139,0.002,-0.003,-0.006,-0.013,0.017,0.998,0.328,-0.019,-0.555
