,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-2.1,-0.7,0.9,-1.011,0.007,0.017,0.067,0.393,-1.272
2,-1.4,-4.6,1.0,-1.014,0.007,0.004,0.061,0.391,-1.275
3,-1.6,-1.7,0.9,-1.011,0.006,0.018,0.072,0.391,-1.266
4,-1.8,-4.9,0.9,-1.013,0.006,0.005,0.079,0.408,-1.266
5,-1.4,-1.9,1.0,-1.012,0.007,0.013,0.07,0.402,-1.269
6,-1.4,-1.1,0.9,-1.011,0.006,0.009,0.079,0.405,-1.266
7,-1.3,-1.4,1.0,-1.012,0.007,0.005,0.063,0.4,-1.264
8,-1.4,-4.1,1.0,-1.012,0.007,0.009,0.069,0.397,-1.261
9,-1.2,-1.6,1.0,-1.013,0.006,-0.006,0.061,0.39,-1.269
10,-1.1,-8.0,1.0,-1.011,0.007,0.015,0.073,0.394,-1.276
11,-1.6,-0.6,1.0,-1.012,0.006,0.007,0.064,0.391,-1.272
12,-1.5,-3.9,0.9,-1.012,0.007,0.007,0.066,0.391,-1.279
13,-1.4,-2.8,0.9,-1.012,0.007,0.011,0.067,0.397,-1.264
14,-1.6,-4.0,1.0,-1.012,0.007,0.015,0.064,0.391,-1.267
15,-1.4,-1.8,1.0,-1.013,0.007,-0.003,0.063,0.409,-1.258
16,-1.3,-9.3,1.0,-1.011,0.006,0.023,0.076,0.4,-1.275
17,-1.5,-0.8,0.9,-1.013,0.006,0.007,0.076,0.399,-1.267
18,-1.4,-5.3,0.9,-1.012,0.007,0.012,0.078,0.394,-1.27
19,-7.0,-0.2,0.7,-1.01,0.0,0.013,0.075,0.397,-1.27
20,-1.6,-4.2,1.0,-1.012,0.007,0.015,0.072,0.397,-1.275
21,-1.3,-3.5,1.0,-1.012,0.007,0.012,0.078,0.397,-1.276
22,-1.6,-4.8,0.9,-1.012,0.006,0.018,0.067,0.4,-1.272
23,-4.2,-2.8,0.7,-1.012,0.013,0.024,0.076,0.396,-1.264
24,-1.4,-3.2,1.0,-1.012,0.007,0.014,0.078,0.4,-1.26
25,-1.8,-2.3,0.9,-1.013,0.007,0.016,0.076,0.399,-1.273
26,-1.6,-3.4,0.9,-1.012,0.005,0.014,0.07,0.393,-1.273
27,-1.4,-3.2,0.9,-1.012,0.006,0.015,0.073,0.4,-1.275
28,-1.4,-1.6,1.0,-1.011,0.007,0.017,0.079,0.394,-1.275
29,-1.5,-2.1,0.9,-1.013,0.006,0.015,0.076,0.391,-1.267
30,-1.4,-2.7,1.0,-1.012,0.007,0.013,0.076,0.393,-1.272
31,-1.2,-3.5,0.9,-1.011,0.006,0.009,0.087,0.397,-1.27
32,-1.4,-3.9,1.0,-1.011,0.006,0.017,0.072,0.388,-1.27
33,-1.6,-2.5,1.0,-1.012,0.006,0.012,0.073,0.393,-1.266
34,-1.4,-3.9,0.9,-1.012,0.007,0.013,0.072,0.402,-1.26
35,-1.4,-1.8,1.0,-1.012,0.006,0.016,0.078,0.4,-1.267
36,-1.4,-2.6,0.9,-1.012,0.007,0.01,0.075,0.391,-1.269
