,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
6571,1.092,-1.335,-0.478,0.979,0.011,1.081,0.226,0.498,-0.504
6572,0.69,-1.088,-0.179,0.834,0.444,0.866,0.213,0.492,-0.498
6573,-0.522,-0.212,-0.309,0.84,-0.056,0.975,0.211,0.472,-0.472
6574,0.135,-0.425,-0.245,1.074,-0.117,0.922,0.202,0.49,-0.49
6575,0.116,-0.192,-0.055,0.848,0.15,0.87,0.19,0.475,-0.486
6576,0.133,-0.141,-0.074,0.646,0.187,0.965,0.178,0.448,-0.475
6577,0.336,-0.229,-0.008,0.531,0.276,0.876,0.193,0.456,-0.478
6578,-0.009,-0.137,-0.011,0.511,0.216,0.882,0.19,0.468,-0.472
6579,-0.128,0.002,-0.046,0.512,0.137,0.916,0.186,0.444,-0.468
6580,-0.013,-0.1,-0.074,0.434,0.21,0.889,0.18,0.444,-0.465
6581,0.175,-0.198,-0.074,0.44,0.274,0.843,0.184,0.457,-0.468
6582,0.003,-0.102,-0.07,0.527,0.203,0.856,0.189,0.469,-0.466
6583,-0.018,-0.116,-0.046,0.515,0.173,0.88,0.183,0.453,-0.48
6584,0.027,-0.121,-0.056,0.513,0.183,0.852,0.196,0.456,-0.463
6585,0.046,-0.117,-0.055,0.51,0.204,0.837,0.177,0.457,-0.45
6586,0.007,-0.091,-0.046,0.532,0.183,0.844,0.181,0.451,-0.468
6587,0.008,-0.079,-0.046,0.534,0.179,0.839,0.184,0.456,-0.471
6588,0.019,-0.044,-0.067,0.505,0.21,0.82,0.157,0.456,-0.453
6589,0.031,-0.106,-0.058,0.505,0.21,0.82,0.192,0.451,-0.447
6590,-0.025,-0.07,-0.056,0.502,0.188,0.832,0.169,0.468,-0.459
6591,-0.014,-0.089,-0.06,0.508,0.166,0.838,0.169,0.468,-0.459
6592,-0.006,-0.149,-0.071,0.508,0.194,0.82,0.174,0.46,-0.457
6593,-0.009,-0.142,-0.092,0.522,0.202,0.83,0.18,0.43,-0.454
6594,-0.034,-0.153,-0.109,0.529,0.19,0.839,0.157,0.439,-0.462
6595,-0.026,-0.216,-0.122,0.522,0.184,0.845,0.175,0.442,-0.448
6596,-0.079,-0.262,-0.123,0.516,0.179,0.851,0.168,0.445,-0.453
6597,-0.112,-0.328,-0.115,0.532,0.16,0.87,0.171,0.442,-0.438
6598,-0.121,-0.421,-0.098,0.547,0.159,0.86,0.168,0.442,-0.435
6599,-0.173,-0.492,-0.107,0.549,0.16,0.847,0.169,0.439,-0.454
6600,-0.195,-0.655,-0.151,0.524,0.195,0.872,0.16,0.436,-0.409
6601,-0.198,-0.974,-0.21,0.481,0.229,0.899,0.166,0.454,-0.408
6602,-0.225,-1.265,-0.308,0.458,0.219,0.943,0.147,0.438,-0.388
6603,-0.101,-1.733,-0.557,0.408,0.293,1.009,0.13,0.444,-0.381
6604,0.044,-2.132,-0.891,0.341,0.416,1.027,0.126,0.406,-0.327
6605,0.201,-2.891,-1.324,0.414,0.434,1.027,0.126,0.406,-0.327
6606,0.387,-4.438,-1.176,1.211,0.563,1.022,0.117,0.393,-0.283
6607,0.457,-3.14,-1.561,1.211,0.563,1.022,0.094,0.363,-0.229
6608,0.543,-2.524,-1.462,1.567,0.526,1.086,0.123,0.352,-0.16
6609,0.161,-1.245,-1.1,1.681,0.368,1.066,0.121,0.327,-0.123
6610,0.326,-0.446,-0.408,1.462,0.61,1.086,0.124,0.31,-0.103
6611,0.436,0.52,-0.433,0.952,0.841,1.255,0.133,0.318,-0.112
6612,0.032,0.048,-0.347,0.09,0.482,1.043,0.108,0.289,-0.088
6613,-0.242,0.371,-0.242,-0.391,0.137,0.851,0.126,0.297,-0.112
6614,-0.21,0.811,0.032,-0.016,0.345,0.843,0.117,0.291,-0.126
6615,-0.357,1.338,0.409,0.244,0.456,0.878,0.103,0.292,-0.147
6616,-0.421,1.579,0.65,0.308,0.359,0.841,0.105,0.315,-0.165
6617,-0.365,1.732,0.775,0.286,0.343,0.724,0.087,0.292,-0.19
6618,-0.379,1.939,0.828,0.416,0.302,0.715,0.087,0.292,-0.19
6619,-0.476,2.057,0.815,0.568,0.161,0.778,0.105,0.303,-0.223
6620,-0.566,2.183,0.804,0.643,0.035,0.825,0.096,0.327,-0.294
6621,-0.562,2.23,0.798,0.766,0.034,0.881,0.117,0.328,-0.34
6622,-0.571,2.083,0.747,0.829,0.078,0.91,0.136,0.334,-0.372
6623,-0.6,1.845,0.74,1.018,0.142,1.027,0.156,0.331,-0.4
6624,-0.515,1.903,0.811,1.183,0.251,1.042,0.142,0.367,-0.43
6625,-0.377,1.763,0.808,1.183,0.251,1.042,0.192,0.352,-0.451
6626,-0.421,1.543,0.746,1.111,0.207,0.983,0.195,0.373,-0.475
6627,-0.504,1.253,0.809,1.121,0.069,1.025,0.222,0.397,-0.514
6628,-0.602,1.925,0.755,1.426,0.057,1.194,0.241,0.414,-0.519
6629,-0.693,1.953,0.625,1.537,-0.031,1.15,0.255,0.415,-0.532
6630,-0.725,1.617,0.465,1.256,-0.182,0.85,0.273,0.426,-0.559
6631,-0.698,1.369,0.22,1.188,-0.248,0.635,0.313,0.451,-0.558
6632,-0.634,1.124,0.075,1.367,-0.228,0.461,0.327,0.433,-0.556
6633,-0.598,0.776,0.034,1.49,-0.213,0.198,0.349,0.447,-0.598
6634,-0.128,0.078,-0.07,1.494,-0.246,-0.177,0.349,0.463,-0.562
6635,0.763,-0.868,-0.11,1.231,-0.004,-0.447,0.327,0.468,-0.571
6636,0.963,-1.143,-0.072,1.266,0.048,-0.413,0.351,0.442,-0.577
6637,0.631,-0.409,-0.22,1.46,-0.229,0.048,0.351,0.442,-0.577
6638,0.845,-2.149,-1.03,0.239,-0.064,1.203,0.33,0.436,-0.573
6639,0.172,-1.146,-0.678,0.094,-0.236,1.656,0.31,0.433,-0.58
6640,0.994,-1.381,-0.386,1.203,0.107,1.11,0.262,0.394,-0.525
6641,0.984,-1.107,-0.095,0.56,0.349,0.698,0.262,0.394,-0.525
6642,-0.314,-0.212,-0.179,0.56,0.349,0.698,0.244,0.372,-0.55
6643,0.057,-0.22,-0.2,0.959,0.023,1.207,0.226,0.357,-0.528
6644,0.118,-0.108,-0.09,0.626,0.128,1.021,0.243,0.366,-0.561
6645,0.07,-0.063,-0.042,0.495,0.158,0.987,0.253,0.379,-0.559
6646,0.048,-0.101,-0.047,0.469,0.258,0.916,0.225,0.37,-0.532
6647,0.39,-0.286,-0.105,0.481,0.16,0.88,0.24,0.373,-0.543
6648,-0.024,-0.061,-0.004,0.567,0.138,0.871,0.25,0.366,-0.558
6649,-0.17,-0.01,0.03,0.59,0.136,0.882,0.216,0.367,-0.544
6650,-0.021,-0.066,-0.007,0.506,0.212,0.818,0.253,0.375,-0.535
6651,0.034,-0.091,-0.025,0.464,0.27,0.771,0.243,0.372,-0.547
6652,0.05,-0.123,-0.067,0.549,0.235,0.706,0.234,0.366,-0.529
6653,-0.037,-0.076,-0.028,0.585,0.16,0.745,0.234,0.366,-0.529
6654,-0.031,-0.076,-0.031,0.516,0.132,0.875,0.238,0.37,-0.532
6655,0.018,-0.067,-0.076,0.48,0.193,0.842,0.217,0.369,-0.513
6656,0.058,-0.117,-0.074,0.46,0.236,0.841,0.229,0.367,-0.529
6657,0.025,-0.095,-0.061,0.469,0.218,0.86,0.241,0.369,-0.531
6658,0.011,-0.116,-0.066,0.496,0.192,0.852,0.228,0.367,-0.532
6659,0.044,-0.191,-0.063,0.489,0.207,0.843,0.228,0.367,-0.532
