,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,-0.004,-0.018,-0.004,0.125,-0.972,0.055,0.601,-0.211,-0.447
1,-0.004,-0.016,-0.007,0.123,-0.974,0.057,0.615,-0.175,-0.462
2,-0.004,-0.016,-0.007,0.121,-0.972,0.06,0.594,-0.181,-0.445
3,-0.003,-0.015,-0.009,0.118,-0.97,0.064,0.594,-0.181,-0.445
4,-0.002,-0.016,-0.008,0.118,-0.97,0.062,0.592,-0.193,-0.463
5,-0.002,-0.017,-0.008,0.122,-0.97,0.061,0.592,-0.193,-0.463
6,-0.002,-0.021,-0.007,0.122,-0.972,0.059,0.598,-0.208,-0.444
7,-0.001,-0.018,-0.008,0.121,-0.974,0.056,0.618,-0.19,-0.445
8,0.0,-0.016,-0.009,0.122,-0.976,0.057,0.61,-0.195,-0.436
9,-0.001,-0.017,-0.007,0.124,-0.976,0.061,0.61,-0.195,-0.436
10,-0.004,-0.021,-0.006,0.127,-0.975,0.063,0.589,-0.186,-0.435
11,-0.007,-0.024,-0.004,0.127,-0.976,0.059,0.603,-0.178,-0.444
12,-0.008,-0.023,-0.004,0.126,-0.975,0.059,0.595,-0.186,-0.442
13,-0.01,-0.021,-0.004,0.123,-0.974,0.06,0.595,-0.195,-0.445
14,-0.009,-0.017,-0.004,0.122,-0.973,0.06,0.615,-0.174,-0.427
15,-0.008,-0.016,-0.004,0.123,-0.974,0.06,0.615,-0.174,-0.427
16,-0.007,-0.014,-0.005,0.123,-0.974,0.06,0.595,-0.171,-0.441
17,-0.009,-0.014,-0.005,0.126,-0.974,0.059,0.598,-0.184,-0.438
18,-0.011,-0.017,-0.004,0.128,-0.972,0.06,0.601,-0.178,-0.445
19,-0.011,-0.013,-0.004,0.128,-0.969,0.061,0.598,-0.186,-0.439
20,-0.011,-0.013,-0.004,0.13,-0.97,0.06,0.595,-0.184,-0.45
21,-0.008,-0.009,-0.004,0.13,-0.971,0.06,0.595,-0.184,-0.45
22,-0.007,-0.009,-0.002,0.129,-0.974,0.056,0.606,-0.178,-0.468
23,-0.003,-0.007,-0.004,0.127,-0.976,0.048,0.604,-0.18,-0.459
24,0.0,-0.006,-0.004,0.123,-0.974,0.05,0.595,-0.166,-0.439
25,-0.001,-0.004,-0.004,0.124,-0.975,0.054,0.595,-0.166,-0.439
