,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.002,-0.002,-0.013,-0.007,0.006,0.999,0.346,0.019,-0.588
1,0.002,-0.002,-0.013,-0.007,0.006,0.999,0.346,0.019,-0.588
2,0.002,-0.002,-0.013,-0.007,0.006,0.999,0.346,0.019,-0.588
3,0.002,-0.002,-0.014,-0.007,0.006,0.999,0.346,0.013,-0.597
4,0.002,-0.002,-0.014,-0.007,0.007,0.998,0.361,0.013,-0.592
5,0.002,-0.003,-0.013,-0.008,0.008,0.999,0.361,0.013,-0.592
6,0.001,-0.002,-0.013,-0.006,0.006,0.999,0.333,0.028,-0.592
7,0.002,-0.002,-0.014,-0.007,0.009,1.0,0.352,0.001,-0.61
8,0.002,-0.002,-0.014,-0.007,0.009,1.0,0.346,0.019,-0.591
9,0.002,0.0,-0.014,-0.007,0.009,1.0,0.346,0.025,-0.598
10,0.002,-0.002,-0.014,-0.004,0.007,0.999,0.334,0.025,-0.594
11,0.002,-0.002,-0.014,-0.006,0.007,0.999,0.352,0.027,-0.601
12,0.001,-0.002,-0.014,-0.007,0.009,1.0,0.34,0.031,-0.597
13,0.001,-0.002,-0.014,-0.006,0.008,0.999,0.337,0.018,-0.609
14,0.002,-0.002,-0.014,-0.005,0.008,1.001,0.331,0.016,-0.58
15,0.003,-0.004,-0.012,-0.006,0.007,1.002,0.346,0.015,-0.589
16,0.002,-0.002,-0.014,-0.006,0.004,1.001,0.352,0.015,-0.619
17,0.002,-0.003,-0.014,-0.005,0.005,1.0,0.324,0.015,-0.583
18,0.001,-0.002,-0.014,-0.006,0.007,1.0,0.343,0.013,-0.604
19,0.002,-0.002,-0.014,-0.008,0.008,1.0,0.354,0.022,-0.601
20,0.002,-0.002,-0.014,-0.008,0.008,1.001,0.345,0.033,-0.591
21,0.002,-0.002,-0.014,-0.008,0.007,0.999,0.324,0.024,-0.586
22,0.002,-0.002,-0.013,-0.007,0.007,0.998,0.324,0.024,-0.586
23,0.002,-0.002,-0.013,-0.006,0.007,1.001,0.343,0.021,-0.586
24,0.002,-0.002,-0.014,-0.007,0.008,1.0,0.343,0.034,-0.601
25,0.002,-0.002,-0.014,-0.007,0.006,1.0,0.343,0.034,-0.601
26,0.001,-0.002,-0.014,-0.007,0.006,1.0,0.342,0.022,-0.612
27,0.002,0.0,-0.014,-0.007,0.007,1.0,0.349,0.021,-0.598
28,0.003,-0.001,-0.014,-0.007,0.008,1.001,0.346,0.012,-0.603
