,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-1.1,-3.2,1.1,0.003,-0.046,1.039,-0.213,-0.033,-1.119
2,-1.1,-3.2,0.9,0.005,-0.045,1.039,-0.213,-0.033,-1.12
3,-1.1,-3.2,1.0,0.006,-0.045,1.04,-0.22,-0.037,-1.12
4,-1.1,-3.2,1.0,0.002,-0.047,1.039,-0.217,-0.031,-1.126
5,-1.1,-3.3,0.9,0.006,-0.045,1.039,-0.21,-0.028,-1.123
6,-1.1,-3.2,1.0,0.006,-0.044,1.04,-0.211,-0.03,-1.122
7,-1.1,-3.2,1.0,0.003,-0.045,1.04,-0.213,-0.03,-1.113
8,-1.1,-3.2,1.0,0.006,-0.047,1.04,-0.214,-0.031,-1.113
9,-1.1,-3.2,0.9,0.004,-0.044,1.04,-0.202,-0.034,-1.125
10,-1.1,-3.2,1.1,0.005,-0.045,1.041,-0.214,-0.031,-1.123
11,-1.1,-3.2,1.0,0.006,-0.047,1.039,-0.216,-0.036,-1.117
12,-1.1,-3.2,1.0,0.004,-0.044,1.041,-0.207,-0.034,-1.114
13,-1.1,-3.2,1.0,0.007,-0.046,1.038,-0.214,-0.031,-1.122
14,-1.1,-3.2,1.0,0.004,-0.046,1.039,-0.22,-0.037,-1.114
15,-1.1,-3.2,1.0,0.004,-0.045,1.04,-0.213,-0.039,-1.117
16,-1.1,-3.2,1.0,0.006,-0.047,1.039,-0.214,-0.036,-1.123
17,-1.1,-3.2,0.9,0.005,-0.045,1.039,-0.216,-0.036,-1.123
18,-1.1,-3.2,1.0,0.007,-0.045,1.04,-0.21,-0.031,-1.114
19,-1.1,-3.2,1.0,0.005,-0.047,1.038,-0.211,-0.03,-1.125
20,-1.1,-3.2,0.9,0.006,-0.046,1.039,-0.213,-0.019,-1.12
21,-1.1,-3.2,1.1,0.005,-0.045,1.042,-0.205,-0.031,-1.126
22,-1.1,-3.2,1.0,0.006,-0.046,1.036,-0.216,-0.027,-1.113
23,-1.0,-3.2,1.0,0.004,-0.048,1.036,-0.214,-0.034,-1.11
