,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.002,-0.002,-0.012,-0.082,1.004,0.074,0.436,0.424,-0.414
1,0.002,-0.002,-0.012,-0.082,1.004,0.074,0.436,0.424,-0.414
2,0.002,-0.002,-0.012,-0.082,1.004,0.074,0.436,0.424,-0.414
3,0.002,-0.002,-0.012,-0.082,1.004,0.074,0.436,0.424,-0.414
4,0.007,0.0,-0.009,-0.084,1.01,0.07,0.436,0.424,-0.414
5,0.009,0.0,-0.009,-0.083,1.009,0.071,0.448,0.439,-0.424
6,0.009,-0.004,-0.011,-0.085,1.006,0.071,0.447,0.408,-0.438
7,0.007,-0.009,-0.011,-0.086,1.005,0.071,0.454,0.409,-0.423
8,0.008,-0.014,-0.011,-0.085,1.006,0.073,0.441,0.411,-0.438
9,0.009,-0.014,-0.011,-0.082,1.004,0.073,0.459,0.396,-0.415
10,0.009,-0.009,-0.011,-0.082,1.002,0.072,0.448,0.421,-0.427
11,0.003,-0.009,-0.009,-0.08,1.005,0.069,0.448,0.418,-0.423
12,0.002,-0.006,-0.011,-0.079,1.007,0.074,0.454,0.414,-0.426
13,0.002,-0.009,-0.012,-0.076,1.006,0.072,0.456,0.426,-0.432
14,0.004,-0.009,-0.011,-0.074,1.005,0.069,0.454,0.423,-0.426
15,0.004,-0.009,-0.011,-0.076,1.006,0.069,0.465,0.415,-0.432
16,0.003,-0.008,-0.011,-0.078,1.005,0.068,0.454,0.403,-0.429
17,0.004,-0.009,-0.012,-0.076,1.005,0.066,0.474,0.432,-0.421
18,0.005,-0.014,-0.014,-0.076,1.005,0.065,0.448,0.43,-0.421
19,0.006,-0.015,-0.014,-0.077,1.005,0.066,0.439,0.424,-0.427
20,0.006,-0.011,-0.015,-0.075,1.005,0.07,0.459,0.439,-0.414
21,0.007,-0.009,-0.014,-0.073,1.007,0.069,0.457,0.405,-0.399
22,0.007,-0.004,-0.014,-0.072,1.006,0.066,0.448,0.415,-0.417
23,0.007,-0.004,-0.015,-0.072,1.005,0.069,0.456,0.424,-0.417
24,0.007,-0.009,-0.014,-0.073,1.007,0.068,0.456,0.424,-0.417
25,0.007,-0.004,-0.014,-0.072,1.007,0.068,0.459,0.409,-0.417
26,0.007,-0.005,-0.016,-0.072,1.008,0.07,0.457,0.417,-0.412
27,0.006,-0.004,-0.016,-0.072,1.007,0.067,0.469,0.426,-0.42
28,0.005,0.0,-0.016,-0.072,1.002,0.066,0.451,0.412,-0.435
29,0.005,0.002,-0.016,-0.072,1.002,0.066,0.442,0.42,-0.411
30,0.005,0.003,-0.016,-0.073,1.0,0.071,0.445,0.414,-0.42
31,0.006,0.002,-0.013,-0.075,1.003,0.072,0.445,0.414,-0.42
32,0.006,0.006,-0.012,-0.077,1.006,0.068,0.448,0.421,-0.409
33,0.007,0.006,-0.013,-0.076,1.007,0.068,0.448,0.426,-0.436
34,0.007,0.006,-0.013,-0.076,1.007,0.072,0.453,0.405,-0.432
35,0.009,0.002,-0.013,-0.08,1.009,0.072,0.453,0.418,-0.426
36,0.009,0.0,-0.014,-0.079,1.007,0.071,0.442,0.423,-0.433
37,0.009,-0.002,-0.014,-0.078,1.006,0.073,0.472,0.403,-0.421
38,0.009,0.0,-0.015,-0.08,1.008,0.075,0.472,0.403,-0.421
39,0.009,-0.002,-0.014,-0.08,1.007,0.073,0.448,0.414,-0.414
40,0.008,-0.002,-0.014,-0.079,1.005,0.069,0.438,0.423,-0.427
41,0.007,-0.005,-0.014,-0.079,1.003,0.07,0.442,0.433,-0.424
42,0.007,-0.008,-0.013,-0.077,1.002,0.073,0.451,0.417,-0.418
43,0.007,-0.009,-0.013,-0.076,1.002,0.073,0.456,0.412,-0.42
44,0.005,-0.009,-0.011,-0.076,1.003,0.073,0.447,0.411,-0.426
45,0.004,-0.017,-0.012,-0.076,1.004,0.075,0.447,0.411,-0.426
46,0.004,-0.016,-0.012,-0.076,1.006,0.073,0.433,0.426,-0.426
47,0.003,-0.011,-0.011,-0.074,1.005,0.071,0.439,0.399,-0.417
48,0.002,-0.009,-0.012,-0.074,1.004,0.071,0.442,0.427,-0.418
49,0.002,-0.009,-0.014,-0.074,1.004,0.071,0.444,0.411,-0.423
50,0.004,-0.011,-0.014,-0.074,1.007,0.072,0.435,0.423,-0.42
51,0.007,-0.006,-0.014,-0.072,1.008,0.072,0.448,0.406,-0.448
52,0.007,-0.007,-0.014,-0.07,1.006,0.073,0.448,0.406,-0.448
53,0.007,-0.007,-0.014,-0.071,1.004,0.074,0.457,0.424,-0.418
54,0.007,-0.006,-0.014,-0.07,1.003,0.074,0.456,0.423,-0.438
55,0.006,-0.006,-0.014,-0.069,1.004,0.072,0.439,0.412,-0.421
56,0.005,-0.007,-0.013,-0.07,1.005,0.072,0.456,0.42,-0.439
57,0.006,-0.007,-0.014,-0.07,1.005,0.075,0.448,0.421,-0.421
58,0.005,-0.006,-0.012,-0.07,1.007,0.078,0.462,0.429,-0.42
59,0.008,-0.004,-0.013,-0.072,1.008,0.075,0.462,0.429,-0.42
60,0.006,-0.003,-0.013,-0.071,1.009,0.072,0.433,0.406,-0.417
61,0.004,-0.003,-0.012,-0.071,1.008,0.072,0.459,0.418,-0.391
62,0.004,-0.002,-0.012,-0.072,1.006,0.072,0.468,0.414,-0.426
63,0.004,-0.003,-0.011,-0.072,1.004,0.073,0.451,0.433,-0.423
64,0.005,-0.003,-0.012,-0.072,1.004,0.073,0.457,0.421,-0.417
65,0.006,-0.003,-0.014,-0.074,1.004,0.075,0.435,0.417,-0.421
66,0.005,-0.006,-0.013,-0.075,1.006,0.075,0.435,0.417,-0.421
67,0.007,-0.004,-0.014,-0.073,1.007,0.074,0.456,0.414,-0.417
68,0.006,-0.003,-0.014,-0.073,1.007,0.074,0.451,0.399,-0.424
69,0.004,-0.004,-0.014,-0.071,1.004,0.075,0.421,0.411,-0.412
70,0.002,-0.006,-0.012,-0.072,1.003,0.073,0.453,0.418,-0.438
71,0.002,-0.002,-0.012,-0.073,1.005,0.073,0.453,0.409,-0.43
72,0.002,-0.002,-0.012,-0.074,1.004,0.072,0.436,0.433,-0.438
73,0.002,0.002,-0.011,-0.072,1.004,0.072,0.436,0.433,-0.438
74,0.003,0.001,-0.011,-0.071,1.005,0.075,0.441,0.414,-0.42
75,0.003,0.002,-0.013,-0.071,1.006,0.076,0.442,0.42,-0.424
76,0.002,0.003,-0.012,-0.07,1.006,0.074,0.439,0.415,-0.429
77,0.002,0.004,-0.011,-0.069,1.007,0.072,0.457,0.408,-0.433
78,0.002,0.002,-0.012,-0.068,1.007,0.076,0.448,0.408,-0.429
79,0.002,0.001,-0.014,-0.069,1.006,0.076,0.468,0.438,-0.432
80,0.006,0.006,-0.014,-0.07,1.005,0.072,0.468,0.438,-0.432
81,0.004,0.007,-0.014,-0.071,1.005,0.074,0.447,0.417,-0.406
82,0.004,0.004,-0.014,-0.07,1.004,0.074,0.457,0.424,-0.424
83,0.002,0.004,-0.014,-0.07,1.003,0.074,0.442,0.424,-0.436
84,0.0,0.002,-0.012,-0.071,1.002,0.074,0.444,0.403,-0.399
85,-0.002,0.0,-0.012,-0.072,1.003,0.074,0.453,0.411,-0.43
86,-0.002,0.0,-0.011,-0.072,1.006,0.077,0.448,0.403,-0.43
87,0.0,0.002,-0.011,-0.073,1.009,0.079,0.448,0.403,-0.43
88,0.001,0.003,-0.011,-0.073,1.009,0.079,0.444,0.426,-0.417
89,0.002,0.004,-0.012,-0.075,1.008,0.076,0.456,0.426,-0.433
90,0.002,0.002,-0.014,-0.074,1.008,0.074,0.462,0.421,-0.442
91,0.002,0.0,-0.014,-0.071,1.008,0.077,0.433,0.429,-0.418
92,0.0,0.001,-0.014,-0.071,1.007,0.076,0.453,0.411,-0.423
93,0.0,0.001,-0.014,-0.071,1.006,0.073,0.451,0.412,-0.424
94,0.0,0.005,-0.014,-0.068,1.005,0.073,0.451,0.412,-0.424
95,-0.002,0.004,-0.014,-0.067,1.006,0.076,0.444,0.43,-0.414
96,0.0,0.004,-0.014,-0.068,1.007,0.076,0.445,0.408,-0.427
97,0.0,0.007,-0.013,-0.069,1.005,0.076,0.447,0.423,-0.432
98,0.0,0.007,-0.01,-0.071,1.001,0.076,0.448,0.421,-0.414
99,0.0,0.009,-0.01,-0.073,1.001,0.073,0.454,0.42,-0.423
100,0.0,0.009,-0.011,-0.071,1.002,0.07,0.444,0.426,-0.418
101,0.006,0.005,-0.011,-0.07,1.003,0.072,0.444,0.426,-0.418
102,0.003,0.003,-0.011,-0.07,1.005,0.074,0.433,0.433,-0.439
103,0.002,0.007,-0.011,-0.073,1.004,0.074,0.429,0.406,-0.421
104,0.003,0.007,-0.011,-0.072,1.005,0.073,0.451,0.405,-0.435
105,0.004,0.004,-0.012,-0.071,1.009,0.074,0.475,0.412,-0.445
106,0.004,0.002,-0.012,-0.073,1.011,0.077,0.441,0.426,-0.417
107,0.004,0.005,-0.011,-0.073,1.011,0.077,0.451,0.42,-0.426
108,0.002,0.006,-0.011,-0.074,1.011,0.077,0.451,0.42,-0.426
109,0.001,0.005,-0.009,-0.072,1.01,0.075,0.448,0.43,-0.424
110,0.0,0.006,-0.011,-0.072,1.009,0.076,0.444,0.424,-0.415
111,0.0,0.007,-0.011,-0.074,1.008,0.076,0.444,0.418,-0.432
112,0.0,0.007,-0.011,-0.074,1.006,0.075,0.463,0.409,-0.435
113,0.0,0.002,-0.011,-0.075,1.003,0.076,0.453,0.421,-0.433
114,0.0,0.003,-0.011,-0.073,1.003,0.074,0.442,0.424,-0.417
115,0.0,0.002,-0.011,-0.072,1.003,0.073,0.442,0.424,-0.417
116,0.0,0.0,-0.011,-0.072,1.004,0.072,0.439,0.4,-0.43
117,0.001,0.0,-0.01,-0.071,1.007,0.073,0.465,0.411,-0.399
118,0.002,-0.001,-0.009,-0.071,1.006,0.073,0.448,0.414,-0.427
119,0.002,0.001,-0.009,-0.07,1.005,0.069,0.46,0.424,-0.435
120,0.002,0.0,-0.009,-0.07,1.007,0.07,0.465,0.414,-0.433
121,0.004,-0.003,-0.011,-0.069,1.007,0.077,0.465,0.411,-0.411
122,0.004,0.004,-0.011,-0.07,1.005,0.079,0.465,0.411,-0.411
123,0.003,0.0,-0.011,-0.073,1.004,0.074,0.429,0.426,-0.409
124,0.002,0.0,-0.009,-0.074,1.005,0.07,0.447,0.429,-0.423
125,0.001,0.0,-0.008,-0.074,1.005,0.071,0.459,0.394,-0.415
126,0.0,0.002,-0.007,-0.075,1.005,0.071,0.448,0.409,-0.436
127,-0.002,0.002,-0.004,-0.075,1.005,0.071,0.445,0.415,-0.424
128,-0.002,0.0,-0.005,-0.075,1.006,0.068,0.459,0.429,-0.43
129,-0.002,-0.005,-0.009,-0.07,1.008,0.071,0.444,0.424,-0.412
130,-0.001,-0.006,-0.01,-0.071,1.008,0.072,0.442,0.415,-0.43
131,-0.001,-0.006,-0.01,-0.071,1.006,0.072,0.451,0.415,-0.423
132,-0.001,-0.007,-0.011,-0.069,1.008,0.07,0.457,0.421,-0.43
133,0.0,-0.005,-0.012,-0.068,1.009,0.071,0.441,0.433,-0.441
134,-0.001,-0.004,-0.011,-0.067,1.007,0.07,0.445,0.426,-0.444
135,-0.002,-0.003,-0.011,-0.066,1.005,0.068,0.445,0.426,-0.444
136,-0.002,-0.009,-0.011,-0.063,1.003,0.071,0.447,0.429,-0.406
137,-0.002,-0.007,-0.013,-0.061,1.005,0.072,0.435,0.411,-0.412
138,0.002,-0.007,-0.014,-0.062,1.007,0.071,0.441,0.405,-0.435
139,0.004,-0.002,-0.014,-0.06,1.01,0.074,0.45,0.405,-0.424
140,0.004,0.002,-0.012,-0.06,1.013,0.075,0.454,0.426,-0.421
141,0.004,0.009,-0.011,-0.06,1.011,0.074,0.441,0.412,-0.427
142,0.004,0.014,-0.01,-0.059,1.008,0.071,0.441,0.412,-0.427
143,0.001,0.023,-0.011,-0.061,1.006,0.068,0.46,0.435,-0.424
144,0.0,0.017,-0.011,-0.065,1.006,0.068,0.46,0.435,-0.424
145,0.0,0.013,-0.009,-0.071,1.005,0.07,0.457,0.417,-0.426
146,-0.001,0.009,-0.009,-0.071,1.005,0.07,0.441,0.424,-0.43
147,0.0,0.004,-0.009,-0.071,1.002,0.071,0.459,0.412,-0.426
148,0.0,0.005,-0.009,-0.069,1.001,0.075,0.447,0.403,-0.438
149,0.0,0.009,-0.009,-0.072,1.001,0.076,0.447,0.403,-0.438
150,0.0,0.009,-0.009,-0.073,0.999,0.072,0.444,0.424,-0.418
151,0.0,0.009,-0.009,-0.07,1.001,0.074,0.45,0.397,-0.433
152,-0.002,0.007,-0.009,-0.069,1.002,0.076,0.451,0.415,-0.43
153,-0.002,0.006,-0.01,-0.071,1.003,0.076,0.471,0.42,-0.424
154,-0.002,0.004,-0.009,-0.072,1.006,0.076,0.445,0.414,-0.433
155,-0.001,0.004,-0.009,-0.074,1.009,0.076,0.445,0.414,-0.433
156,-0.001,0.002,-0.009,-0.076,1.008,0.077,0.444,0.411,-0.436
157,-0.001,0.003,-0.007,-0.074,1.008,0.077,0.448,0.411,-0.42
158,-0.001,0.002,-0.007,-0.073,1.01,0.077,0.448,0.411,-0.42
159,0.0,0.002,-0.006,-0.071,1.01,0.074,0.441,0.403,-0.417
160,0.002,0.002,-0.007,-0.07,1.006,0.071,0.439,0.411,-0.418
161,0.002,0.004,-0.007,-0.069,1.003,0.072,0.436,0.414,-0.417
162,0.002,0.005,-0.005,-0.071,1.002,0.074,0.436,0.414,-0.417
163,0.003,0.004,-0.006,-0.073,1.004,0.073,0.454,0.415,-0.424
164,0.002,0.007,-0.007,-0.072,1.005,0.071,0.447,0.415,-0.429
165,0.001,0.006,-0.007,-0.071,1.003,0.069,0.43,0.414,-0.43
166,0.002,0.003,-0.008,-0.071,1.003,0.069,0.451,0.411,-0.43
167,0.001,0.002,-0.007,-0.07,1.002,0.071,0.45,0.414,-0.414
168,0.002,0.007,-0.007,-0.068,1.003,0.073,0.466,0.421,-0.418
169,0.002,0.007,-0.007,-0.07,1.007,0.071,0.466,0.421,-0.418
170,0.004,0.008,-0.006,-0.073,1.01,0.072,0.448,0.421,-0.418
171,0.004,0.009,-0.005,-0.071,1.011,0.072,0.418,0.417,-0.409
172,0.002,0.009,-0.004,-0.071,1.009,0.07,0.418,0.417,-0.409
173,0.002,0.007,-0.004,-0.073,1.007,0.071,0.448,0.412,-0.444
174,0.003,0.002,-0.004,-0.074,1.007,0.074,0.453,0.409,-0.427
175,0.002,0.0,-0.004,-0.078,1.006,0.077,0.46,0.423,-0.441
176,0.002,0.001,-0.004,-0.081,1.005,0.076,0.46,0.423,-0.441
177,0.004,0.001,-0.006,-0.08,1.005,0.073,0.451,0.415,-0.426
178,0.005,0.005,-0.006,-0.08,1.008,0.074,0.457,0.414,-0.418
