,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-1.1,-3.2,0.9,-0.026,-0.028,1.038,0.159,-0.019,-0.744
2,-1.1,-3.2,0.9,-0.025,-0.028,1.039,0.172,-0.016,-0.742
3,-1.2,-3.2,1.1,-0.024,-0.026,1.037,0.159,-0.024,-0.753
4,-1.1,-3.2,1.0,-0.025,-0.029,1.039,0.169,-0.01,-0.748
5,-1.2,-3.2,1.0,-0.023,-0.027,1.039,0.166,-0.012,-0.748
6,-1.1,-3.2,1.0,-0.025,-0.027,1.038,0.169,-0.015,-0.751
7,-1.1,-3.2,1.0,-0.027,-0.029,1.038,0.159,-0.021,-0.751
8,-1.2,-3.2,0.9,-0.026,-0.026,1.038,0.171,-0.015,-0.751
9,-1.1,-3.2,1.0,-0.024,-0.031,1.037,0.168,-0.007,-0.754
10,-1.1,-3.2,0.9,-0.025,-0.026,1.037,0.153,-0.015,-0.75
11,-1.1,-3.2,1.0,-0.026,-0.027,1.038,0.168,-0.021,-0.744
12,-1.1,-3.2,1.0,-0.026,-0.029,1.037,0.162,-0.015,-0.748
13,-1.2,-3.2,0.9,-0.024,-0.027,1.037,0.157,-0.024,-0.759
14,-1.1,-3.2,1.0,-0.026,-0.03,1.038,0.163,-0.01,-0.751
15,-1.2,-3.2,1.0,-0.024,-0.025,1.037,0.169,-0.009,-0.756
16,-1.1,-3.2,1.0,-0.027,-0.03,1.039,0.165,-0.012,-0.753
17,-1.1,-3.2,1.0,-0.024,-0.029,1.038,0.16,-0.015,-0.751
18,-1.1,-3.2,1.0,-0.025,-0.025,1.037,0.165,-0.012,-0.762
19,-1.1,-3.2,1.1,-0.027,-0.031,1.039,0.163,-0.012,-0.756
20,-1.1,-3.2,0.9,-0.024,-0.026,1.037,0.166,-0.01,-0.751
21,-1.1,-3.2,1.0,-0.024,-0.027,1.037,0.168,-0.016,-0.753
22,-1.2,-3.2,0.9,-0.025,-0.029,1.039,0.165,-0.019,-0.756
23,-1.2,-3.2,1.0,-0.025,-0.025,1.038,0.163,-0.015,-0.747
24,-1.2,-3.2,0.9,-0.026,-0.03,1.037,0.162,-0.018,-0.744
25,-1.1,-3.2,0.9,-0.023,-0.026,1.038,0.163,-0.013,-0.744
26,-1.1,-3.2,1.0,-0.025,-0.029,1.037,0.174,-0.018,-0.756
27,-1.1,-3.2,0.9,-0.027,-0.029,1.038,0.172,-0.018,-0.738
28,-1.1,-3.3,1.1,-0.024,-0.025,1.038,0.172,-0.021,-0.751
29,-1.2,-3.2,1.0,-0.024,-0.029,1.037,0.163,-0.019,-0.748
30,-1.1,-3.2,0.9,-0.026,-0.026,1.038,0.165,-0.021,-0.742
31,-1.1,-3.2,1.1,-0.026,-0.029,1.038,0.169,-0.009,-0.744
32,-1.1,-3.2,1.0,-0.023,-0.028,1.039,0.168,-0.013,-0.75
33,-1.1,-3.2,1.0,-0.025,-0.027,1.038,0.16,-0.021,-0.747
34,-1.2,-3.2,1.0,-0.027,-0.03,1.039,0.165,-0.016,-0.754
35,-1.1,-3.2,1.0,-0.023,-0.025,1.039,0.166,-0.013,-0.757
36,-1.2,-3.2,1.0,-0.024,-0.03,1.04,0.171,-0.01,-0.744
37,-1.3,-3.2,0.9,-0.026,-0.028,1.04,0.159,-0.012,-0.753
38,-1.1,-3.2,1.0,-0.024,-0.027,1.04,0.166,-0.016,-0.747
39,-1.3,-3.2,1.0,-0.025,-0.029,1.04,0.169,-0.016,-0.744
40,-1.1,-3.2,0.9,-0.026,-0.027,1.039,0.168,-0.016,-0.747
41,-1.2,-3.2,1.1,-0.025,-0.028,1.038,0.162,-0.016,-0.748
42,-1.1,-3.2,1.0,-0.023,-0.029,1.04,0.157,-0.009,-0.747
43,-0.9,-3.2,1.0,-0.025,-0.027,1.04,0.172,-0.016,-0.748
44,-1.2,-3.2,0.9,-0.025,-0.03,1.039,0.165,-0.01,-0.751
45,-1.1,-3.2,0.9,-0.025,-0.027,1.04,0.163,-0.012,-0.753
46,-1.1,-3.2,1.0,-0.025,-0.029,1.041,0.154,-0.016,-0.756
47,-1.1,-3.3,0.9,-0.024,-0.027,1.04,0.162,-0.01,-0.753
48,-1.3,-3.2,0.9,-0.025,-0.028,1.04,0.163,-0.012,-0.747
49,-1.1,-3.2,0.9,-0.026,-0.026,1.039,0.171,-0.018,-0.748
50,-1.1,-3.2,0.9,-0.024,-0.028,1.04,0.162,-0.018,-0.751
51,-1.2,-3.2,1.0,-0.026,-0.028,1.041,0.162,-0.022,-0.745
52,-1.1,-3.3,0.9,-0.024,-0.026,1.04,0.163,-0.012,-0.753
53,-1.4,-3.2,1.1,-0.025,-0.029,1.041,0.163,-0.012,-0.739
54,-1.3,-3.2,0.9,-0.025,-0.028,1.041,0.169,-0.012,-0.753
55,-1.1,-3.2,1.2,-0.023,-0.027,1.042,0.166,-0.01,-0.751
56,-1.4,-3.2,0.9,-0.025,-0.027,1.042,0.166,-0.006,-0.757
57,-1.3,-3.1,0.9,-0.028,-0.029,1.042,0.159,-0.018,-0.751
58,-1.3,-3.2,1.0,-0.026,-0.027,1.041,0.166,-0.012,-0.745
59,-1.3,-3.1,1.1,-0.022,-0.028,1.042,0.165,-0.007,-0.756
60,-1.2,-3.1,0.9,-0.026,-0.029,1.041,0.166,-0.016,-0.748
61,-1.4,-3.0,0.9,-0.026,-0.028,1.042,0.159,-0.015,-0.756
62,-1.1,-3.2,1.1,-0.024,-0.027,1.042,0.153,-0.012,-0.742
63,-1.4,-3.1,1.1,-0.026,-0.03,1.042,0.166,-0.009,-0.75
64,-1.1,-3.4,0.9,-0.023,-0.028,1.036,0.171,-0.019,-0.751
65,-1.1,-3.2,0.9,-0.025,-0.029,1.04,0.169,-0.013,-0.748
66,-1.2,-3.1,0.6,-0.026,-0.029,1.041,0.166,-0.012,-0.747
67,-1.3,-3.2,1.1,-0.025,-0.026,1.04,0.169,-0.012,-0.748
68,-1.2,-3.2,1.2,-0.024,-0.029,1.041,0.174,-0.006,-0.75
69,-1.2,-3.2,1.1,-0.023,-0.028,1.041,0.166,-0.012,-0.753
70,-1.2,-3.2,1.2,-0.026,-0.026,1.04,0.168,-0.006,-0.753
71,-1.2,-3.2,1.0,-0.024,-0.029,1.041,0.159,-0.01,-0.756
72,-1.3,-3.2,1.4,-0.022,-0.024,1.04,0.175,-0.007,-0.742
73,-0.9,-3.2,0.9,-0.03,-0.008,1.044,0.16,-0.007,-0.745
74,-1.1,-3.1,0.0,-0.027,-0.085,1.052,0.162,-0.01,-0.75
75,-0.2,-3.7,1.5,-0.024,0.169,1.044,0.163,-0.016,-0.759
76,1.5,-5.8,2.1,-0.027,0.103,1.067,0.163,-0.016,-0.765
77,-1.4,-2.6,0.3,-0.039,0.159,1.014,0.145,-0.024,-0.768
78,-1.6,-2.2,0.7,-0.031,0.153,0.844,0.117,-0.036,-0.742
79,4.5,-12.7,1.8,-0.05,0.158,0.9,0.096,-0.043,-0.658
80,-16.8,20.5,2.2,0.002,0.141,0.681,0.061,-0.093,-0.381
81,26.0,-38.5,-4.3,0.01,0.104,0.869,0.052,-0.253,0.261
82,-10.7,10.6,-1.2,-0.006,0.147,0.704,0.003,-0.22,0.154
83,-17.0,15.4,1.4,-0.027,0.062,0.785,-0.181,-0.046,-0.612
84,8.0,-13.3,4.5,0.004,-0.031,0.534,-0.138,-0.024,-0.915
85,-8.9,9.2,-0.4,-0.046,-0.053,0.794,-0.115,-0.019,-1.005
86,14.3,-24.2,0.6,0.057,-0.156,0.613,-0.127,-0.024,-1.042
87,9.0,-18.0,1.9,0.013,-0.205,0.775,-0.142,-0.018,-1.048
88,-8.4,4.9,0.2,-0.016,-0.266,0.881,-0.151,-0.027,-1.065
89,-5.0,-0.1,1.9,-0.018,-0.223,0.97,-0.175,-0.021,-1.071
90,-1.8,-2.6,2.8,-0.023,-0.155,1.027,-0.169,-0.022,-1.084
91,-1.0,-3.2,0.8,-0.02,-0.095,1.026,-0.18,-0.021,-1.081
92,-1.2,-3.2,1.5,-0.031,-0.033,1.034,-0.177,-0.028,-1.075
93,-1.0,-3.2,0.9,-0.027,-0.038,1.033,-0.181,-0.025,-1.077
94,-1.3,-3.2,0.9,-0.024,-0.017,1.037,-0.181,-0.024,-1.077
95,-1.1,-3.0,1.3,-0.021,-0.094,1.042,-0.181,-0.019,-1.077
96,-1.8,-3.7,1.6,-0.033,0.027,1.027,-0.189,-0.025,-1.074
97,-0.9,-3.4,1.5,-0.023,0.034,1.06,-0.181,-0.025,-1.086
98,-0.2,-3.1,7.4,-0.018,-0.048,1.044,-0.187,-0.028,-1.071
99,-0.9,-3.0,4.2,-0.028,-0.059,1.044,-0.18,-0.022,-1.092
100,-1.1,-2.9,0.8,-0.027,-0.068,1.038,-0.184,-0.022,-1.083
101,-0.9,-3.7,4.6,-0.022,-0.044,1.04,-0.175,-0.025,-1.081
102,-1.2,-3.5,3.3,-0.028,-0.002,1.04,-0.177,-0.028,-1.09
103,-1.4,-3.5,2.7,-0.027,-0.046,1.027,-0.187,-0.028,-1.086
104,-1.0,-3.2,1.2,-0.026,-0.048,1.04,-0.19,-0.027,-1.092
105,-1.1,-3.2,0.2,-0.021,-0.032,1.038,-0.175,-0.024,-1.092
106,-1.1,-3.2,0.8,-0.027,-0.026,1.039,-0.186,-0.025,-1.101
107,-0.9,-3.2,1.0,-0.026,-0.025,1.04,-0.19,-0.021,-1.089
108,-1.1,-3.2,-0.9,-0.024,-0.016,1.039,-0.183,-0.024,-1.096
109,-1.1,-3.4,0.9,-0.026,-0.019,1.039,-0.19,-0.025,-1.09
110,-1.1,-3.2,0.9,-0.028,-0.031,1.041,-0.181,-0.027,-1.093
111,-1.1,-3.3,0.9,-0.025,-0.023,1.04,-0.183,-0.028,-1.09
112,-1.1,-3.2,0.9,-0.024,-0.026,1.039,-0.187,-0.019,-1.086
113,-1.1,-3.3,1.1,-0.026,-0.025,1.041,-0.181,-0.024,-1.09
114,-1.1,-3.3,1.1,-0.029,-0.023,1.041,-0.184,-0.027,-1.089
115,-1.1,-3.3,0.9,-0.022,-0.028,1.04,-0.175,-0.021,-1.095
116,-1.1,-3.3,1.0,-0.024,-0.022,1.041,-0.184,-0.031,-1.093
117,-1.1,-2.7,-9.3,-0.034,-0.078,1.039,-0.181,-0.021,-1.087
118,-0.9,-3.3,0.6,-0.026,-0.024,1.04,-0.189,-0.025,-1.099
119,-1.1,-3.3,1.2,-0.024,-0.024,1.041,-0.183,-0.028,-1.095
120,-1.1,-3.2,0.9,-0.026,-0.029,1.042,-0.193,-0.024,-1.096
