,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,-0.01,-0.036,0.0,0.101,-0.979,0.009,0.612,-0.193,-0.403
1,-0.01,-0.036,0.0,0.101,-0.979,0.009,0.612,-0.193,-0.403
2,-0.01,-0.036,0.0,0.101,-0.979,0.009,0.612,-0.193,-0.403
3,-0.01,-0.036,0.0,0.101,-0.979,0.009,0.612,-0.193,-0.403
4,-0.01,-0.037,0.0,0.101,-0.979,0.009,0.612,-0.193,-0.403
5,-0.01,-0.039,0.001,0.102,-0.979,0.006,0.624,-0.196,-0.421
6,-0.009,-0.038,0.002,0.104,-0.978,0.001,0.613,-0.159,-0.427
7,-0.007,-0.035,0.002,0.109,-0.977,0.001,0.615,-0.168,-0.4
8,-0.004,-0.032,0.0,0.11,-0.975,0.002,0.619,-0.183,-0.417
9,-0.005,-0.028,-0.002,0.111,-0.973,0.003,0.607,-0.183,-0.408
10,-0.007,-0.025,-0.004,0.115,-0.972,0.005,0.607,-0.183,-0.408
11,-0.008,-0.025,-0.003,0.115,-0.974,0.002,0.607,-0.162,-0.424
12,-0.006,-0.023,-0.004,0.114,-0.978,-0.001,0.606,-0.178,-0.421
13,-0.006,-0.018,-0.004,0.115,-0.981,0.001,0.601,-0.181,-0.424
14,-0.004,-0.015,-0.003,0.113,-0.983,0.004,0.609,-0.18,-0.403
15,-0.004,-0.015,-0.002,0.113,-0.983,0.004,0.609,-0.18,-0.403
16,-0.003,-0.015,-0.001,0.11,-0.984,0.005,0.604,-0.175,-0.411
17,-0.002,-0.018,0.0,0.107,-0.981,0.01,0.604,-0.175,-0.411
18,-0.002,-0.024,0.001,0.106,-0.977,0.01,0.592,-0.168,-0.391
19,-0.005,-0.022,0.002,0.108,-0.974,0.008,0.606,-0.174,-0.415
20,-0.005,-0.022,0.002,0.111,-0.976,0.006,0.613,-0.177,-0.427
21,-0.005,-0.021,0.002,0.114,-0.979,0.003,0.61,-0.171,-0.411
22,-0.006,-0.011,0.001,0.116,-0.979,0.002,0.627,-0.178,-0.411
23,-0.005,-0.001,0.0,0.115,-0.979,0.001,0.624,-0.187,-0.402
24,-0.004,0.004,-0.001,0.116,-0.976,0.003,0.624,-0.187,-0.402
25,-0.003,0.005,-0.001,0.112,-0.977,0.005,0.612,-0.172,-0.39
26,-0.005,0.004,0.0,0.108,-0.979,0.007,0.622,-0.166,-0.421
27,-0.007,0.0,0.0,0.109,-0.98,0.01,0.624,-0.181,-0.42
28,-0.006,-0.005,0.002,0.109,-0.982,0.012,0.606,-0.187,-0.421
29,-0.004,-0.007,0.005,0.107,-0.982,0.014,0.591,-0.165,-0.412
30,-0.005,-0.006,0.006,0.108,-0.981,0.015,0.616,-0.181,-0.411
31,-0.004,-0.01,0.008,0.108,-0.98,0.011,0.616,-0.181,-0.411
32,-0.002,-0.012,0.009,0.107,-0.979,0.005,0.586,-0.178,-0.409
33,-0.001,-0.013,0.009,0.107,-0.98,0.003,0.588,-0.157,-0.414
34,-0.002,-0.012,0.009,0.108,-0.981,0.001,0.601,-0.171,-0.417
35,-0.006,-0.014,0.007,0.108,-0.981,0.001,0.628,-0.156,-0.411
36,-0.009,-0.007,0.004,0.107,-0.982,0.001,0.618,-0.174,-0.414
37,-0.01,-0.004,0.003,0.106,-0.981,0.004,0.597,-0.172,-0.406
38,-0.01,-0.004,0.003,0.108,-0.978,0.004,0.597,-0.172,-0.406
39,-0.009,-0.003,0.001,0.109,-0.977,0.007,0.604,-0.163,-0.421
40,-0.009,-0.003,0.001,0.111,-0.977,0.008,0.609,-0.172,-0.429
41,-0.01,0.0,0.0,0.114,-0.974,0.007,0.606,-0.184,-0.4
42,-0.01,-0.002,0.001,0.118,-0.972,0.006,0.601,-0.175,-0.411
43,-0.01,-0.002,0.002,0.119,-0.973,0.002,0.6,-0.166,-0.406
44,-0.01,0.0,0.003,0.12,-0.977,0.006,0.595,-0.183,-0.42
45,-0.011,0.002,0.004,0.12,-0.978,0.007,0.595,-0.183,-0.42
46,-0.01,0.004,0.005,0.119,-0.978,0.006,0.607,-0.177,-0.423
47,-0.009,0.004,0.006,0.118,-0.98,0.01,0.616,-0.169,-0.412
48,-0.01,0.0,0.006,0.115,-0.981,0.014,0.621,-0.163,-0.4
49,-0.012,-0.004,0.006,0.113,-0.98,0.016,0.606,-0.172,-0.397
50,-0.015,-0.005,0.007,0.114,-0.98,0.018,0.621,-0.177,-0.402
51,-0.016,-0.008,0.007,0.116,-0.98,0.016,0.61,-0.177,-0.396
52,-0.015,-0.011,0.008,0.117,-0.978,0.014,0.61,-0.177,-0.396
53,-0.015,-0.008,0.007,0.118,-0.98,0.014,0.607,-0.177,-0.42
54,-0.013,-0.005,0.007,0.124,-0.98,0.014,0.613,-0.18,-0.411
55,-0.011,-0.004,0.006,0.124,-0.98,0.014,0.609,-0.181,-0.406
56,-0.009,-0.01,0.007,0.129,-0.979,0.011,0.589,-0.19,-0.417
57,-0.009,-0.003,0.006,0.128,-0.979,0.011,0.615,-0.166,-0.405
58,-0.009,-0.003,0.006,0.127,-0.981,0.011,0.615,-0.166,-0.405
59,-0.008,-0.001,0.004,0.128,-0.98,0.01,0.622,-0.166,-0.426
60,-0.009,0.0,0.004,0.128,-0.976,0.014,0.601,-0.183,-0.421
61,-0.013,0.0,0.002,0.125,-0.975,0.017,0.6,-0.177,-0.418
62,-0.016,0.0,0.002,0.121,-0.976,0.014,0.613,-0.18,-0.414
63,-0.018,0.002,0.002,0.122,-0.979,0.016,0.601,-0.171,-0.405
64,-0.015,0.002,0.0,0.124,-0.983,0.017,0.601,-0.171,-0.405
