,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-1.1,-3.2,1.0,0.01,0.006,1.042,-0.24,-0.046,-1.119
2,-1.1,-3.2,1.0,-0.001,0.001,1.043,-0.255,-0.039,-1.122
3,-1.1,-3.3,1.0,0.007,0.003,1.043,-0.241,-0.045,-1.125
4,-1.1,-3.2,1.0,0.006,0.005,1.042,-0.247,-0.043,-1.131
5,-1.1,-3.2,1.1,0.0,0.002,1.042,-0.243,-0.039,-1.132
6,-1.1,-3.2,0.9,0.007,0.002,1.042,-0.255,-0.037,-1.117
7,-1.1,-3.2,1.0,0.002,0.004,1.043,-0.244,-0.036,-1.125
8,-1.1,-3.2,1.0,0.004,0.004,1.041,-0.258,-0.043,-1.117
9,-1.1,-3.2,1.0,0.005,0.001,1.042,-0.255,-0.04,-1.126
10,-1.1,-3.2,1.0,0.0,0.004,1.042,-0.253,-0.04,-1.125
11,-1.1,-3.2,1.1,0.007,0.003,1.044,-0.247,-0.048,-1.129
12,-1.1,-3.2,1.0,0.003,0.001,1.043,-0.241,-0.043,-1.125
13,-1.1,-3.2,1.0,0.002,0.004,1.042,-0.247,-0.037,-1.11
14,-1.1,-3.2,1.1,0.007,0.004,1.042,-0.247,-0.039,-1.131
15,-1.1,-3.2,1.0,0.001,0.001,1.043,-0.253,-0.046,-1.126
16,-1.1,-3.2,1.0,0.004,0.003,1.041,-0.241,-0.048,-1.116
17,-1.1,-3.2,1.1,0.006,0.003,1.04,-0.247,-0.037,-1.116
18,-1.0,-3.1,1.0,0.0,0.001,1.042,-0.246,-0.037,-1.119
19,-1.1,-3.2,1.1,0.006,0.003,1.04,-0.247,-0.046,-1.122
20,-1.1,-3.2,1.0,0.004,0.004,1.042,-0.25,-0.046,-1.135
21,-1.1,-3.2,1.0,0.002,0.002,1.042,-0.253,-0.046,-1.131
22,-1.1,-3.2,1.0,0.006,0.003,1.042,-0.244,-0.042,-1.117
23,-1.1,-3.2,1.0,0.002,0.004,1.039,-0.246,-0.046,-1.119
24,-1.1,-3.2,1.0,0.003,0.002,1.043,-0.247,-0.037,-1.125
25,-1.1,-3.2,0.9,0.005,0.002,1.04,-0.249,-0.037,-1.117
26,-1.1,-3.2,1.0,0.002,0.004,1.041,-0.244,-0.04,-1.117
27,-1.1,-3.2,1.0,0.005,0.002,1.041,-0.247,-0.048,-1.125
28,-1.1,-3.2,0.9,0.003,0.002,1.041,-0.252,-0.037,-1.117
29,-1.1,-3.2,0.9,0.004,0.005,1.041,-0.253,-0.037,-1.128
30,-1.1,-3.2,1.0,0.005,0.002,1.043,-0.249,-0.037,-1.117
31,-1.1,-3.2,1.0,0.001,0.002,1.039,-0.246,-0.049,-1.12
32,-1.1,-3.2,1.0,0.005,0.004,1.04,-0.24,-0.042,-1.116
33,-1.1,-3.2,1.0,0.004,0.002,1.04,-0.241,-0.042,-1.128
34,-1.1,-3.2,0.9,0.003,0.003,1.04,-0.25,-0.037,-1.122
35,-1.3,-3.2,0.9,0.006,0.004,1.041,-0.25,-0.036,-1.129
36,-1.0,-3.2,0.9,0.004,0.002,1.042,-0.25,-0.039,-1.135
37,-1.1,-3.2,0.9,0.003,0.002,1.041,-0.249,-0.037,-1.126
38,-0.9,-2.1,0.9,0.005,0.004,1.042,-0.258,-0.04,-1.128
39,-0.7,-2.7,-7.3,0.025,-0.031,1.043,-0.252,-0.042,-1.123
40,-0.8,-2.9,0.2,-0.001,-0.006,1.041,-0.255,-0.039,-1.129
41,0.3,0.0,0.4,0.0,0.006,1.042,-0.25,-0.045,-1.119
42,0.1,0.0,1.4,-0.001,0.005,1.043,-0.25,-0.037,-1.122
43,0.0,-0.8,1.1,-0.001,0.003,1.041,-0.25,-0.042,-1.128
44,0.4,0.2,2.1,-0.006,0.01,1.039,-0.255,-0.039,-1.122
45,-0.8,-0.7,1.3,-0.005,0.01,1.04,-0.244,-0.036,-1.131
46,-1.2,-1.7,1.3,-0.011,0.012,1.04,-0.24,-0.033,-1.12
47,-0.4,-2.6,5.3,-0.013,0.031,1.038,-0.249,-0.04,-1.12
48,-0.4,-1.8,0.6,-0.009,0.009,1.043,-0.243,-0.04,-1.128
49,-0.4,-2.6,0.5,-0.015,0.008,1.041,-0.246,-0.033,-1.122
50,-0.6,-3.0,1.0,-0.016,0.01,1.04,-0.247,-0.036,-1.122
51,-0.9,-2.5,1.2,-0.012,0.008,1.042,-0.252,-0.034,-1.123
52,-1.6,-3.3,1.6,-0.005,-0.003,1.039,-0.246,-0.033,-1.126
53,-1.1,-3.1,1.4,-0.016,0.009,1.04,-0.24,-0.037,-1.129
54,-1.1,-3.2,1.2,-0.013,0.007,1.042,-0.252,-0.03,-1.12
55,-1.5,-3.5,1.1,-0.016,0.01,1.038,-0.249,-0.037,-1.125
56,-1.3,-3.5,0.9,-0.014,0.007,1.041,-0.246,-0.036,-1.123
57,-0.9,-3.3,1.0,-0.015,0.009,1.042,-0.246,-0.033,-1.119
58,-1.6,-4.0,1.2,-0.013,0.009,1.04,-0.252,-0.03,-1.12
59,-1.1,-3.9,1.1,-0.013,0.005,1.041,-0.249,-0.028,-1.117
60,-1.1,-3.7,1.0,-0.015,0.009,1.04,-0.246,-0.042,-1.117
61,-1.2,-5.1,0.9,-0.013,0.008,1.041,-0.25,-0.036,-1.125
62,-1.0,-4.4,0.9,-0.01,0.007,1.043,-0.247,-0.036,-1.122
63,-1.2,-3.9,1.1,-0.011,0.007,1.041,-0.253,-0.039,-1.125
64,-0.9,-3.2,1.1,-0.008,0.006,1.043,-0.249,-0.034,-1.123
65,-0.7,-3.2,1.2,-0.008,0.0,1.025,-0.246,-0.04,-1.12
66,-0.7,-3.0,1.3,-0.018,0.008,1.046,-0.241,-0.028,-1.131
67,-1.1,-3.5,6.3,-0.002,0.097,1.043,-0.249,-0.036,-1.131
68,-0.5,-3.1,2.5,-0.006,-0.001,1.043,-0.259,-0.034,-1.125
69,-0.9,-3.2,4.7,0.001,0.029,1.042,-0.253,-0.037,-1.119
70,-0.9,-3.4,3.2,0.007,0.023,1.042,-0.249,-0.039,-1.126
71,0.4,-6.1,5.0,-0.027,0.14,1.053,-0.238,-0.034,-1.126
72,-0.7,-5.0,-5.6,0.041,0.212,0.909,-0.25,-0.028,-1.111
73,0.0,-3.3,-0.7,-0.111,0.143,0.815,-0.249,-0.036,-1.123
74,0.2,-8.0,0.1,0.021,0.196,0.717,-0.243,-0.036,-1.119
75,2.9,-15.8,1.2,0.127,0.235,-0.009,-0.249,-0.033,-1.12
76,12.5,-21.1,1.5,-0.031,-0.046,0.569,-0.252,-0.039,-1.116
77,12.9,-22.4,6.2,0.042,0.534,0.465,-0.244,-0.031,-1.113
78,0.7,-16.9,0.0,0.025,0.03,0.459,-0.243,-0.031,-1.116
79,-3.7,-9.2,-4.9,0.146,0.158,0.142,-0.246,-0.019,-1.12
80,3.7,-10.0,-5.6,0.072,-0.181,0.39,-0.237,-0.013,-1.117
81,-3.2,0.0,-0.2,0.02,0.211,0.696,-0.247,-0.016,-1.114
82,2.6,-20.0,-0.8,0.004,0.195,0.373,-0.243,-0.019,-1.116
83,-2.8,0.4,1.5,0.16,0.215,-0.031,-0.24,-0.016,-1.113
84,-15.0,19.3,-0.9,0.053,0.115,0.487,-0.246,-0.016,-1.123
85,-2.8,-1.8,0.8,0.198,0.046,0.036,-0.244,-0.012,-1.117
86,3.0,-14.6,3.2,-0.007,0.09,0.114,-0.234,-0.007,-1.111
87,16.1,5.1,6.0,-0.081,-0.297,0.72,-0.235,-0.022,-1.126
88,6.0,-28.8,0.4,-0.046,0.108,0.503,-0.232,-0.022,-1.117
89,-8.2,2.0,7.3,0.106,0.21,0.494,-0.238,-0.031,-1.113
90,-16.5,-1.6,0.7,-0.121,0.155,0.118,-0.237,-0.018,-1.111
91,4.5,-4.2,5.9,0.037,0.067,0.777,-0.225,-0.025,-1.116
92,2.5,-7.5,4.2,0.05,-0.102,0.721,-0.235,-0.034,-1.12
