,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.001,-0.001,-0.013,-0.008,0.007,0.997,0.349,0.025,-0.583
1,0.001,-0.001,-0.013,-0.008,0.007,0.997,0.349,0.025,-0.583
2,0.001,-0.001,-0.013,-0.008,0.007,0.997,0.349,0.025,-0.583
3,0.002,0.0,-0.013,-0.008,0.007,0.997,0.358,0.025,-0.588
4,0.002,-0.001,-0.013,-0.006,0.004,0.998,0.358,0.025,-0.588
5,0.001,-0.002,-0.014,-0.006,0.007,1.0,0.342,0.016,-0.595
6,0.002,-0.002,-0.014,-0.008,0.008,1.001,0.349,0.024,-0.603
7,0.002,-0.001,-0.014,-0.007,0.005,0.999,0.36,0.034,-0.6
8,0.002,-0.003,-0.014,-0.007,0.005,0.999,0.351,0.033,-0.609
9,0.002,-0.002,-0.013,-0.005,0.004,1.0,0.352,0.015,-0.592
10,0.002,0.0,-0.014,-0.006,0.006,0.999,0.346,0.015,-0.592
11,0.001,0.0,-0.014,-0.006,0.005,0.997,0.348,0.039,-0.574
12,0.001,-0.002,-0.014,-0.006,0.005,0.997,0.333,0.021,-0.601
13,0.001,-0.002,-0.014,-0.008,0.007,1.0,0.345,0.025,-0.595
14,0.002,0.0,-0.014,-0.008,0.006,1.0,0.349,0.006,-0.601
15,0.001,-0.002,-0.014,-0.007,0.005,1.0,0.346,0.024,-0.58
16,0.002,0.0,-0.014,-0.008,0.006,1.0,0.339,0.03,-0.594
17,0.002,0.0,-0.014,-0.006,0.006,1.001,0.36,0.009,-0.589
18,0.002,-0.001,-0.014,-0.006,0.005,1.0,0.36,0.009,-0.589
19,0.002,-0.002,-0.014,-0.006,0.006,0.999,0.324,0.034,-0.567
20,0.002,-0.001,-0.014,-0.006,0.007,0.999,0.324,0.034,-0.567
21,0.002,-0.001,-0.014,-0.006,0.006,0.999,0.342,0.037,-0.592
22,0.002,0.0,-0.014,-0.006,0.006,1.0,0.322,0.022,-0.573
23,0.001,-0.001,-0.013,-0.005,0.007,1.001,0.333,0.016,-0.586
24,0.002,-0.001,-0.014,-0.007,0.004,1.001,0.343,0.018,-0.609
25,0.002,-0.002,-0.014,-0.007,0.004,1.001,0.34,0.033,-0.57
26,0.002,-0.002,-0.014,-0.008,0.003,1.001,0.349,0.021,-0.6
27,0.002,-0.001,-0.014,-0.005,0.005,0.999,0.352,0.022,-0.604
28,0.002,-0.001,-0.014,-0.004,0.006,0.999,0.337,0.01,-0.597
29,0.001,-0.002,-0.014,-0.005,0.003,0.999,0.348,0.046,-0.574
30,0.002,-0.002,-0.013,-0.004,0.004,0.999,0.342,0.03,-0.585
31,0.002,-0.001,-0.014,-0.005,0.005,1.0,0.346,0.025,-0.603
32,0.002,0.0,-0.014,-0.006,0.005,0.999,0.334,0.034,-0.576
33,0.001,0.0,-0.013,-0.007,0.006,1.0,0.334,0.034,-0.576
34,0.002,-0.001,-0.014,-0.007,0.007,1.0,0.328,0.033,-0.604
35,0.002,-0.002,-0.014,-0.007,0.007,1.0,0.328,0.025,-0.625
36,0.003,-0.002,-0.013,-0.01,0.006,1.0,0.346,0.019,-0.577
37,0.002,-0.001,-0.013,-0.007,0.005,1.0,0.352,0.021,-0.591
38,0.002,-0.002,-0.014,-0.003,0.003,1.001,0.343,0.022,-0.591
39,0.002,-0.002,-0.012,-0.002,0.005,1.001,0.339,0.018,-0.588
40,0.002,-0.002,-0.014,-0.005,0.006,1.003,0.354,0.031,-0.606
41,0.002,-0.002,-0.014,-0.005,0.006,1.002,0.348,0.019,-0.598
42,0.002,0.0,-0.014,-0.005,0.007,1.0,0.36,0.031,-0.606
43,0.002,-0.001,-0.014,-0.005,0.007,1.0,0.345,0.012,-0.595
44,0.002,-0.004,-0.014,-0.006,0.007,1.0,0.349,0.034,-0.603
45,0.003,-0.002,-0.014,-0.006,0.006,1.002,0.339,0.03,-0.577
46,0.002,0.0,-0.014,-0.007,0.005,1.002,0.319,0.028,-0.595
47,0.002,0.0,-0.013,-0.007,0.006,1.002,0.319,0.028,-0.595
48,0.002,-0.001,-0.014,-0.006,0.006,0.999,0.342,0.018,-0.597
49,0.002,-0.001,-0.014,-0.007,0.005,0.998,0.345,0.03,-0.609
50,0.001,-0.002,-0.014,-0.007,0.005,0.998,0.339,0.031,-0.612
51,0.001,0.0,-0.014,-0.006,0.006,0.999,0.352,0.013,-0.606
52,0.002,0.0,-0.014,-0.006,0.006,1.001,0.334,0.019,-0.585
53,0.002,-0.001,-0.014,-0.007,0.004,1.002,0.339,0.025,-0.591
54,0.001,-0.001,-0.014,-0.008,0.004,1.001,0.313,0.013,-0.585
55,0.002,-0.002,-0.014,-0.007,0.005,0.999,0.343,0.024,-0.598
56,0.001,-0.002,-0.014,-0.004,0.004,0.999,0.333,0.036,-0.618
57,0.002,0.0,-0.014,-0.006,0.004,0.999,0.358,0.039,-0.598
58,0.002,0.0,-0.015,-0.005,0.007,1.0,0.336,0.016,-0.588
59,0.002,-0.001,-0.014,-0.006,0.004,1.002,0.327,0.024,-0.6
60,0.002,0.0,-0.014,-0.004,0.006,1.001,0.346,0.034,-0.598
61,0.002,-0.002,-0.014,-0.004,0.006,1.001,0.351,0.024,-0.595
62,0.002,-0.001,-0.014,-0.006,0.01,1.001,0.336,0.016,-0.6
63,0.001,-0.001,-0.013,-0.008,0.008,1.001,0.336,0.016,-0.6
64,0.0,-0.001,-0.012,-0.008,0.006,1.002,0.36,0.034,-0.597
65,0.001,-0.002,-0.013,-0.006,0.007,1.001,0.337,0.031,-0.6
66,0.002,-0.002,-0.013,-0.006,0.007,1.0,0.355,0.013,-0.585
67,0.002,-0.004,-0.013,-0.006,0.005,1.001,0.345,0.034,-0.607
68,0.001,-0.002,-0.013,-0.006,0.005,1.001,0.352,0.022,-0.616
69,0.002,-0.002,-0.013,-0.005,0.006,1.0,0.346,0.033,-0.618
70,0.002,-0.002,-0.012,-0.006,0.006,1.0,0.334,0.001,-0.595
71,0.002,-0.002,-0.014,-0.006,0.005,1.001,0.339,0.024,-0.612
72,0.001,-0.002,-0.014,-0.006,0.006,1.001,0.334,0.013,-0.588
73,0.001,-0.002,-0.014,-0.006,0.006,1.003,0.34,0.015,-0.588
74,0.002,-0.002,-0.014,-0.006,0.007,1.003,0.34,0.028,-0.583
75,0.002,-0.001,-0.014,-0.005,0.005,1.001,0.363,0.024,-0.586
76,0.002,-0.003,-0.014,-0.004,0.004,1.002,0.349,0.027,-0.604
77,0.002,-0.001,-0.014,-0.007,0.006,1.002,0.339,0.036,-0.6
78,0.002,-0.002,-0.014,-0.008,0.004,0.999,0.339,0.036,-0.6
79,0.002,-0.002,-0.013,-0.006,0.004,1.0,0.357,0.025,-0.588
80,0.001,-0.002,-0.013,-0.005,0.006,1.0,0.34,0.03,-0.604
81,0.002,-0.001,-0.013,-0.005,0.005,1.0,0.352,0.021,-0.597
82,0.001,-0.002,-0.014,-0.006,0.004,1.0,0.339,0.025,-0.595
83,0.001,-0.002,-0.014,-0.007,0.005,1.0,0.346,0.016,-0.597
84,0.001,-0.002,-0.014,-0.007,0.005,0.999,0.34,0.028,-0.6
85,0.002,-0.001,-0.014,-0.005,0.005,1.0,0.342,0.028,-0.607
86,0.002,-0.001,-0.014,-0.004,0.006,1.001,0.351,0.025,-0.592
87,0.002,-0.002,-0.014,-0.008,0.007,1.001,0.345,0.049,-0.603
88,0.002,-0.001,-0.014,-0.007,0.006,1.001,0.337,0.034,-0.585
89,0.002,-0.002,-0.014,-0.007,0.005,1.001,0.346,0.04,-0.597
90,0.002,-0.002,-0.014,-0.006,0.006,1.0,0.352,0.036,-0.591
91,0.002,-0.002,-0.014,-0.007,0.007,1.0,0.348,0.019,-0.609
92,0.001,-0.002,-0.013,-0.008,0.006,1.0,0.346,0.03,-0.597
93,0.002,-0.003,-0.013,-0.008,0.007,1.0,0.352,0.025,-0.6
94,0.001,-0.001,-0.014,-0.006,0.006,1.001,0.343,0.016,-0.567
95,0.002,-0.002,-0.014,-0.007,0.008,1.003,0.343,0.016,-0.567
96,0.002,-0.002,-0.014,-0.007,0.008,1.003,0.336,0.01,-0.601
97,0.001,0.0,-0.014,-0.006,0.007,1.003,0.336,0.01,-0.601
98,0.002,0.0,-0.014,-0.006,0.008,1.002,0.325,0.024,-0.582
99,0.001,0.0,-0.014,-0.007,0.007,1.002,0.342,0.024,-0.613
100,0.002,-0.001,-0.014,-0.006,0.006,1.002,0.354,0.024,-0.592
101,0.002,-0.002,-0.014,-0.004,0.007,1.001,0.337,0.03,-0.585
102,0.002,-0.002,-0.013,-0.003,0.005,1.0,0.345,0.022,-0.595
103,0.001,-0.002,-0.014,-0.005,0.005,0.999,0.339,0.025,-0.588
104,0.001,0.0,-0.014,-0.007,0.006,1.0,0.343,0.031,-0.586
105,0.002,-0.002,-0.014,-0.008,0.004,1.001,0.34,0.024,-0.621
106,0.002,0.0,-0.014,-0.004,0.006,1.001,0.334,0.03,-0.603
107,0.002,-0.002,-0.014,-0.004,0.006,1.003,0.354,0.033,-0.564
108,0.002,-0.001,-0.013,-0.008,0.006,1.003,0.355,0.03,-0.588
109,0.002,-0.002,-0.014,-0.009,0.007,1.002,0.354,0.012,-0.591
110,0.002,-0.002,-0.014,-0.008,0.005,1.0,0.345,0.025,-0.595
111,0.003,-0.002,-0.014,-0.007,0.004,0.999,0.34,0.022,-0.607
112,0.002,-0.002,-0.014,-0.008,0.005,1.0,0.334,0.031,-0.606
113,0.002,0.0,-0.014,-0.008,0.005,1.0,0.333,0.006,-0.609
114,0.002,0.0,-0.014,-0.008,0.006,1.001,0.333,0.006,-0.609
115,0.001,0.0,-0.013,-0.007,0.006,1.001,0.349,0.039,-0.6
116,0.002,0.0,-0.014,-0.007,0.006,0.999,0.352,0.024,-0.612
117,0.002,-0.002,-0.014,-0.006,0.008,1.0,0.333,0.016,-0.604
118,0.002,0.0,-0.014,-0.006,0.008,1.001,0.34,0.021,-0.598
119,0.002,-0.002,-0.013,-0.007,0.006,0.999,0.348,0.016,-0.598
120,0.002,-0.001,-0.013,-0.007,0.007,1.001,0.343,0.025,-0.63
121,0.002,-0.002,-0.012,-0.007,0.008,1.002,0.342,0.028,-0.595
122,0.002,-0.003,-0.013,-0.006,0.007,1.0,0.343,0.024,-0.604
123,0.002,-0.002,-0.014,-0.006,0.006,1.001,0.336,0.034,-0.597
