,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-1.1,-3.3,0.4,-0.075,-0.016,1.04,-0.7,-0.036,-0.873
2,-1.1,-3.3,0.2,-0.075,-0.015,1.039,-0.703,-0.039,-0.861
3,-1.1,-3.4,0.3,-0.077,-0.016,1.038,-0.694,-0.043,-0.862
4,-1.0,-3.3,-1.6,-0.07,-0.009,1.04,-0.691,-0.036,-0.861
5,-1.1,-3.2,0.9,-0.075,-0.015,1.039,-0.697,-0.039,-0.858
6,-1.0,-3.2,0.8,-0.074,-0.016,1.039,-0.7,-0.033,-0.859
7,-1.1,-3.3,0.9,-0.074,-0.014,1.039,-0.703,-0.034,-0.864
8,-1.1,-3.2,1.0,-0.074,-0.014,1.039,-0.699,-0.039,-0.852
9,-1.1,-3.3,1.1,-0.074,-0.015,1.039,-0.706,-0.03,-0.862
10,-1.1,-3.3,1.0,-0.075,-0.014,1.039,-0.694,-0.039,-0.862
11,-1.1,-3.3,1.3,-0.074,-0.017,1.04,-0.705,-0.04,-0.87
12,-1.1,-3.3,1.0,-0.075,-0.013,1.039,-0.708,-0.042,-0.864
13,-1.1,-3.2,0.9,-0.074,-0.015,1.04,-0.705,-0.039,-0.867
14,-1.1,-3.3,1.0,-0.075,-0.014,1.039,-0.718,-0.037,-0.865
15,-1.1,-3.3,1.1,-0.075,-0.014,1.039,-0.694,-0.039,-0.873
16,-1.1,-3.2,1.0,-0.074,-0.015,1.039,-0.702,-0.04,-0.867
17,-1.1,-3.2,1.0,-0.075,-0.014,1.04,-0.703,-0.043,-0.861
18,-1.1,-3.2,0.9,-0.075,-0.015,1.039,-0.697,-0.042,-0.867
19,-1.1,-3.2,1.0,-0.075,-0.016,1.041,-0.705,-0.039,-0.873
20,-1.1,-3.2,1.0,-0.075,-0.013,1.04,-0.702,-0.04,-0.862
21,-1.1,-3.2,1.0,-0.075,-0.015,1.039,-0.694,-0.031,-0.867
22,-1.1,-3.2,1.0,-0.075,-0.014,1.039,-0.706,-0.037,-0.858
23,-1.1,-3.3,1.1,-0.074,-0.014,1.04,-0.697,-0.036,-0.873
24,-1.1,-3.3,1.1,-0.075,-0.014,1.041,-0.697,-0.033,-0.859
25,-1.1,-3.3,1.0,-0.074,-0.014,1.04,-0.703,-0.036,-0.867
26,-1.1,-3.3,0.9,-0.075,-0.014,1.042,-0.712,-0.04,-0.867
