,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.001,-0.049,-0.003,0.049,-0.972,-0.036,0.328,-0.253,-0.435
1,0.001,-0.049,-0.003,0.049,-0.972,-0.036,0.328,-0.253,-0.435
2,0.001,-0.049,-0.003,0.049,-0.972,-0.036,0.328,-0.253,-0.435
3,0.001,-0.049,-0.003,0.049,-0.972,-0.036,0.328,-0.253,-0.435
4,0.001,-0.049,-0.003,0.049,-0.972,-0.036,0.328,-0.253,-0.435
5,0.001,-0.046,-0.003,0.052,-0.981,-0.029,0.319,-0.243,-0.424
6,0.0,-0.042,-0.003,0.056,-0.988,-0.032,0.322,-0.256,-0.424
7,-0.003,-0.042,-0.002,0.059,-0.994,-0.039,0.321,-0.244,-0.427
8,-0.003,-0.041,-0.004,0.059,-0.999,-0.042,0.334,-0.235,-0.453
9,-0.003,-0.046,-0.005,0.055,-0.996,-0.043,0.322,-0.244,-0.438
10,-0.003,-0.052,-0.007,0.054,-0.994,-0.044,0.322,-0.244,-0.438
11,-0.006,-0.053,-0.009,0.057,-0.991,-0.042,0.31,-0.25,-0.426
12,-0.009,-0.055,-0.009,0.059,-0.982,-0.041,0.307,-0.246,-0.444
13,-0.015,-0.056,-0.011,0.059,-0.974,-0.043,0.318,-0.234,-0.433
14,-0.023,-0.056,-0.015,0.059,-0.974,-0.043,0.3,-0.262,-0.421
15,-0.034,-0.051,-0.019,0.056,-0.971,-0.043,0.322,-0.229,-0.429
16,-0.044,-0.044,-0.023,0.053,-0.974,-0.04,0.328,-0.244,-0.423
17,-0.053,-0.037,-0.024,0.052,-0.982,-0.037,0.328,-0.244,-0.423
18,-0.06,-0.02,-0.027,0.054,-0.989,-0.042,0.315,-0.249,-0.439
19,-0.064,-0.002,-0.029,0.056,-0.994,-0.047,0.327,-0.241,-0.426
20,-0.064,-0.002,-0.029,0.06,-0.996,-0.043,0.334,-0.261,-0.433
21,-0.066,0.014,-0.029,0.071,-0.991,-0.033,0.325,-0.25,-0.444
22,-0.063,0.016,-0.027,0.08,-0.985,-0.03,0.334,-0.259,-0.436
23,-0.056,0.012,-0.023,0.084,-0.977,-0.032,0.31,-0.255,-0.424
24,-0.055,0.007,-0.023,0.083,-0.964,-0.034,0.31,-0.255,-0.424
25,-0.051,0.002,-0.023,0.077,-0.955,-0.034,0.328,-0.256,-0.435
26,-0.047,0.003,-0.027,0.071,-0.951,-0.038,0.319,-0.258,-0.456
27,-0.038,0.018,-0.03,0.068,-0.952,-0.041,0.324,-0.25,-0.435
28,-0.027,0.051,-0.033,0.066,-0.953,-0.034,0.321,-0.253,-0.424
29,-0.016,0.06,-0.031,0.068,-0.954,-0.018,0.337,-0.253,-0.435
30,-0.001,0.049,-0.023,0.072,-0.953,-0.01,0.324,-0.25,-0.444
31,0.013,0.022,-0.013,0.073,-0.954,-0.015,0.324,-0.25,-0.444
32,0.023,-0.002,-0.006,0.064,-0.961,-0.023,0.339,-0.244,-0.445
33,0.028,-0.013,-0.004,0.05,-0.972,-0.032,0.309,-0.259,-0.432
34,0.032,-0.013,-0.004,0.043,-0.98,-0.035,0.313,-0.244,-0.442
35,0.035,-0.011,-0.004,0.043,-0.98,-0.035,0.327,-0.237,-0.448
36,0.033,-0.016,-0.003,0.042,-0.982,-0.029,0.315,-0.24,-0.442
37,0.029,-0.021,-0.002,0.041,-0.979,-0.027,0.33,-0.258,-0.435
38,0.028,-0.026,-0.003,0.04,-0.975,-0.024,0.33,-0.258,-0.435
39,0.031,-0.035,-0.004,0.041,-0.975,-0.024,0.312,-0.232,-0.442
40,0.031,-0.035,-0.004,0.044,-0.981,-0.031,0.322,-0.258,-0.426
41,0.037,-0.042,-0.003,0.045,-0.985,-0.037,0.328,-0.258,-0.438
42,0.041,-0.051,-0.002,0.044,-0.985,-0.04,0.3,-0.244,-0.411
43,0.046,-0.065,0.002,0.046,-0.985,-0.042,0.321,-0.234,-0.438
44,0.053,-0.088,0.007,0.048,-0.984,-0.046,0.33,-0.262,-0.436
