,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.0,0.0,-0.016,0.079,-0.974,0.064,0.381,-0.211,-0.493
1,0.0,0.0,-0.016,0.079,-0.974,0.064,0.381,-0.211,-0.493
2,0.0,0.0,-0.016,0.079,-0.974,0.064,0.381,-0.211,-0.493
3,-0.003,-0.002,-0.016,0.079,-0.974,0.064,0.379,-0.204,-0.474
4,-0.002,0.004,-0.014,0.082,-0.974,0.062,0.379,-0.204,-0.474
5,-0.002,0.002,-0.013,0.084,-0.978,0.065,0.384,-0.19,-0.465
6,-0.001,0.001,-0.013,0.078,-0.976,0.066,0.382,-0.213,-0.475
7,-0.004,0.001,-0.012,0.075,-0.977,0.066,0.391,-0.198,-0.481
8,-0.007,0.002,-0.011,0.075,-0.977,0.066,0.372,-0.22,-0.493
9,-0.004,0.002,-0.011,0.079,-0.976,0.068,0.381,-0.196,-0.48
10,-0.002,0.003,-0.011,0.081,-0.975,0.067,0.373,-0.199,-0.456
11,0.0,0.004,-0.011,0.08,-0.975,0.068,0.373,-0.211,-0.469
12,0.0,-0.002,-0.009,0.078,-0.974,0.069,0.367,-0.207,-0.471
13,0.0,-0.002,-0.009,0.081,-0.977,0.069,0.376,-0.214,-0.48
14,-0.001,-0.003,-0.009,0.08,-0.981,0.07,0.361,-0.187,-0.463
15,-0.002,-0.004,-0.011,0.082,-0.979,0.069,0.391,-0.208,-0.477
16,-0.001,-0.004,-0.011,0.085,-0.976,0.066,0.379,-0.205,-0.489
17,-0.001,-0.008,-0.009,0.082,-0.975,0.066,0.367,-0.208,-0.486
18,-0.001,-0.007,-0.01,0.082,-0.976,0.066,0.367,-0.208,-0.486
19,0.0,-0.004,-0.011,0.083,-0.977,0.066,0.385,-0.193,-0.48
20,0.0,-0.007,-0.011,0.087,-0.977,0.067,0.363,-0.204,-0.477
