,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.003,-0.001,-0.007,-0.01,0.013,0.999,0.763,0.238,-0.513
1,0.003,-0.001,-0.007,-0.01,0.013,0.999,0.763,0.238,-0.513
2,0.003,-0.001,-0.007,-0.01,0.013,0.999,0.763,0.238,-0.513
3,0.003,-0.001,-0.007,-0.01,0.013,0.999,0.763,0.238,-0.513
4,0.003,-0.001,-0.004,-0.009,0.013,0.999,0.763,0.238,-0.513
5,0.003,-0.001,-0.004,-0.009,0.013,0.999,0.759,0.247,-0.508
6,0.003,-0.001,-0.005,-0.01,0.011,0.998,0.759,0.247,-0.508
7,0.003,-0.001,-0.006,-0.011,0.01,0.997,0.775,0.241,-0.516
8,0.003,-0.002,-0.006,-0.01,0.012,0.998,0.783,0.237,-0.507
9,0.002,-0.002,-0.007,-0.011,0.014,0.998,0.78,0.228,-0.525
10,0.001,-0.002,-0.005,-0.012,0.014,0.999,0.784,0.243,-0.507
11,0.002,-0.004,-0.006,-0.01,0.013,1.0,0.777,0.226,-0.499
12,0.002,0.0,-0.005,-0.008,0.012,1.0,0.778,0.249,-0.507
13,0.002,-0.002,-0.006,-0.009,0.014,0.999,0.775,0.255,-0.531
14,0.003,-0.002,-0.006,-0.011,0.016,0.999,0.772,0.232,-0.514
15,0.002,0.0,-0.006,-0.011,0.014,0.999,0.789,0.249,-0.516
16,0.002,-0.002,-0.006,-0.009,0.015,1.0,0.784,0.244,-0.516
17,0.002,-0.002,-0.006,-0.01,0.014,1.0,0.78,0.249,-0.51
18,0.002,-0.002,-0.006,-0.009,0.014,0.999,0.76,0.226,-0.52
19,0.002,-0.001,-0.006,-0.01,0.013,1.001,0.781,0.249,-0.507
20,0.002,0.0,-0.006,-0.012,0.011,1.001,0.781,0.249,-0.507
21,0.003,-0.001,-0.005,-0.011,0.013,1.001,0.78,0.225,-0.514
22,0.002,-0.002,-0.006,-0.013,0.013,1.0,0.771,0.247,-0.526
23,0.002,-0.002,-0.005,-0.013,0.012,1.0,0.784,0.243,-0.504
24,0.003,-0.002,-0.005,-0.01,0.011,1.001,0.762,0.223,-0.498
25,0.002,-0.001,-0.006,-0.01,0.011,0.999,0.772,0.234,-0.523
26,-0.001,-0.011,-0.004,-0.011,0.011,1.001,0.771,0.252,-0.508
27,0.002,-0.004,-0.005,-0.011,0.012,1.002,0.771,0.252,-0.508
28,0.003,-0.002,-0.006,-0.008,0.013,1.001,0.783,0.226,-0.525
29,0.002,-0.002,-0.005,-0.009,0.011,1.002,0.765,0.244,-0.52
30,0.002,-0.001,-0.005,-0.012,0.01,1.0,0.768,0.244,-0.523
31,0.003,-0.001,-0.005,-0.01,0.013,0.997,0.783,0.249,-0.526
32,0.002,-0.002,-0.005,-0.01,0.013,0.997,0.778,0.255,-0.535
33,0.0,-0.004,-0.005,-0.008,0.014,0.998,0.792,0.244,-0.499
34,0.002,-0.002,-0.005,-0.012,0.015,0.999,0.792,0.244,-0.499
35,0.001,-0.002,-0.005,-0.012,0.015,1.0,0.775,0.252,-0.525
36,0.002,0.0,-0.006,-0.012,0.012,0.999,0.78,0.222,-0.522
37,0.002,0.0,-0.006,-0.014,0.01,0.997,0.766,0.238,-0.526
38,0.003,0.0,-0.006,-0.013,0.012,0.999,0.784,0.231,-0.523
39,0.002,-0.002,-0.006,-0.011,0.014,0.999,0.774,0.249,-0.516
40,0.004,0.0,-0.007,-0.01,0.013,0.998,0.78,0.252,-0.495
41,0.004,-0.001,-0.007,-0.009,0.011,0.998,0.78,0.252,-0.495
42,0.002,-0.002,-0.007,-0.01,0.011,1.0,0.783,0.24,-0.501
43,0.002,-0.001,-0.005,-0.011,0.01,0.999,0.772,0.25,-0.514
44,0.003,-0.001,-0.005,-0.01,0.014,0.999,0.784,0.229,-0.525
45,0.003,-0.002,-0.005,-0.011,0.014,1.0,0.801,0.229,-0.519
46,0.003,-0.002,-0.005,-0.011,0.012,1.0,0.774,0.238,-0.514
47,0.001,0.0,-0.006,-0.012,0.012,0.998,0.778,0.235,-0.523
48,0.002,-0.001,-0.006,-0.011,0.012,0.998,0.778,0.241,-0.49
49,0.002,0.0,-0.006,-0.01,0.012,0.999,0.778,0.241,-0.49
50,0.002,0.0,-0.006,-0.011,0.013,1.0,0.78,0.241,-0.51
51,0.002,-0.002,-0.005,-0.013,0.013,1.001,0.796,0.258,-0.52
52,0.002,-0.002,-0.007,-0.013,0.013,1.001,0.774,0.235,-0.52
53,0.002,-0.001,-0.005,-0.011,0.015,1.0,0.772,0.223,-0.526
54,0.006,-0.002,-0.007,-0.009,0.015,1.0,0.766,0.243,-0.508
55,0.006,-0.002,-0.007,-0.01,0.014,1.0,0.775,0.235,-0.517
56,0.004,0.0,-0.007,-0.009,0.013,0.999,0.775,0.235,-0.517
57,0.003,0.001,-0.006,-0.009,0.012,1.0,0.772,0.243,-0.516
58,0.002,0.0,-0.007,-0.01,0.013,1.002,0.774,0.234,-0.52
59,0.002,-0.003,-0.006,-0.012,0.014,1.001,0.783,0.25,-0.526
60,0.003,0.0,-0.005,-0.012,0.014,1.0,0.781,0.229,-0.522
61,0.003,0.002,-0.006,-0.009,0.013,0.999,0.786,0.226,-0.528
62,0.002,-0.001,-0.005,-0.01,0.012,1.0,0.786,0.226,-0.528
63,0.002,-0.004,-0.005,-0.01,0.012,0.999,0.76,0.229,-0.519
64,0.002,-0.002,-0.005,-0.011,0.014,0.997,0.792,0.235,-0.514
65,0.002,-0.002,-0.005,-0.012,0.013,0.998,0.771,0.237,-0.523
66,0.003,-0.001,-0.005,-0.009,0.013,1.001,0.778,0.241,-0.514
