Logged started on,15/07/2021 13:23:24
Feature,Accelerometer
Nodes,BM2V220 @313548

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg)
15/07/2021 13:25:35.868,131294,BM2V220 @313548,23677,050002001304,5,2,1043
15/07/2021 13:25:35.928,131347,BM2V220 @313548,23684,0A0006001204,10,6,1042
15/07/2021 13:25:35.958,131379,BM2V220 @313548,23690,FFFF01001304,-1,1,1043
15/07/2021 13:25:36.018,131438,BM2V220 @313548,23696,070003001304,7,3,1043
15/07/2021 13:25:36.078,131497,BM2V220 @313548,23702,060005001204,6,5,1042
15/07/2021 13:25:36.108,131527,BM2V220 @313548,23709,000002001204,0,2,1042
15/07/2021 13:25:36.168,131587,BM2V220 @313548,23715,070002001204,7,2,1042
15/07/2021 13:25:36.228,131648,BM2V220 @313548,23721,020004001304,2,4,1043
15/07/2021 13:25:36.258,131678,BM2V220 @313548,23727,040004001104,4,4,1041
15/07/2021 13:25:36.318,131738,BM2V220 @313548,23734,050001001204,5,1,1042
15/07/2021 13:25:36.378,131798,BM2V220 @313548,23740,000004001204,0,4,1042
15/07/2021 13:25:36.408,131827,BM2V220 @313548,23746,070003001404,7,3,1044
15/07/2021 13:25:36.468,131889,BM2V220 @313548,23752,030001001304,3,1,1043
15/07/2021 13:25:36.528,131948,BM2V220 @313548,23759,020004001204,2,4,1042
15/07/2021 13:25:36.558,131979,BM2V220 @313548,23765,070004001204,7,4,1042
15/07/2021 13:25:36.618,132039,BM2V220 @313548,23771,010001001304,1,1,1043
15/07/2021 13:25:36.678,132099,BM2V220 @313548,23777,040003001104,4,3,1041
15/07/2021 13:25:36.708,132129,BM2V220 @313548,23784,060003001004,6,3,1040
15/07/2021 13:25:36.768,132189,BM2V220 @313548,23790,000001001204,0,1,1042
15/07/2021 13:25:36.828,132250,BM2V220 @313548,23796,060003001004,6,3,1040
15/07/2021 13:25:36.859,132278,BM2V220 @313548,23802,040004001204,4,4,1042
15/07/2021 13:25:36.918,132338,BM2V220 @313548,23809,020002001204,2,2,1042
15/07/2021 13:25:36.978,132398,BM2V220 @313548,23815,060003001204,6,3,1042
15/07/2021 13:25:37.009,132430,BM2V220 @313548,23821,020004000F04,2,4,1039
15/07/2021 13:25:37.068,132489,BM2V220 @313548,23827,030002001304,3,2,1043
15/07/2021 13:25:37.128,132549,BM2V220 @313548,23834,050002001004,5,2,1040
15/07/2021 13:25:37.158,132579,BM2V220 @313548,23840,020004001104,2,4,1041
15/07/2021 13:25:37.218,132640,BM2V220 @313548,23846,050002001104,5,2,1041
15/07/2021 13:25:37.278,132698,BM2V220 @313548,23852,030002001104,3,2,1041
15/07/2021 13:25:37.308,132728,BM2V220 @313548,23859,040005001104,4,5,1041
15/07/2021 13:25:37.368,132788,BM2V220 @313548,23865,050002001304,5,2,1043
15/07/2021 13:25:37.428,132848,BM2V220 @313548,23871,010002000F04,1,2,1039
15/07/2021 13:25:37.458,132879,BM2V220 @313548,23877,050004001004,5,4,1040
15/07/2021 13:25:37.518,132939,BM2V220 @313548,23884,040002001004,4,2,1040
15/07/2021 13:25:37.578,132999,BM2V220 @313548,23890,030003001004,3,3,1040
