Logged started on,15/07/2021 15:02:06
Feature,Accelerometer
Nodes,BM2V220 @313548

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg)
15/07/2021 15:03:53.422,106450,BM2V220 @313548,20617,1500E5FF1204,21,-27,1042
15/07/2021 15:03:53.479,106496,BM2V220 @313548,20623,1600E5FF1104,22,-27,1041
15/07/2021 15:03:53.508,106526,BM2V220 @313548,20629,1600E5FF1304,22,-27,1043
15/07/2021 15:03:53.568,106586,BM2V220 @313548,20635,1600E5FF1204,22,-27,1042
15/07/2021 15:03:53.629,106646,BM2V220 @313548,20642,1700E5FF1304,23,-27,1043
15/07/2021 15:03:53.659,106676,BM2V220 @313548,20648,1600E5FF1304,22,-27,1043
15/07/2021 15:03:53.718,106736,BM2V220 @313548,20654,1700E6FF1204,23,-26,1042
15/07/2021 15:03:53.778,106797,BM2V220 @313548,20660,1500E5FF1204,21,-27,1042
15/07/2021 15:03:53.808,106827,BM2V220 @313548,20667,1600E6FF1204,22,-26,1042
15/07/2021 15:03:53.868,106887,BM2V220 @313548,20673,1600E5FF1004,22,-27,1040
15/07/2021 15:03:53.928,106947,BM2V220 @313548,20679,1500E5FF1104,21,-27,1041
15/07/2021 15:03:53.958,106977,BM2V220 @313548,20685,1600E6FF1104,22,-26,1041
15/07/2021 15:03:54.019,107036,BM2V220 @313548,20692,1700E6FF1104,23,-26,1041
15/07/2021 15:03:54.079,107096,BM2V220 @313548,20698,1500E5FF1104,21,-27,1041
15/07/2021 15:03:54.108,107127,BM2V220 @313548,20704,1700E5FF0F04,23,-27,1039
15/07/2021 15:03:54.168,107187,BM2V220 @313548,20710,1600E6FF0E04,22,-26,1038
15/07/2021 15:03:54.228,107247,BM2V220 @313548,20717,1500E5FF0F04,21,-27,1039
15/07/2021 15:03:54.258,107276,BM2V220 @313548,20723,1600E5FF1004,22,-27,1040
15/07/2021 15:03:54.318,107336,BM2V220 @313548,20729,1600E5FF1104,22,-27,1041
15/07/2021 15:03:54.379,107398,BM2V220 @313548,20735,1600E4FF0F04,22,-28,1039
15/07/2021 15:03:54.408,107427,BM2V220 @313548,20742,1700E5FF0F04,23,-27,1039
15/07/2021 15:03:54.469,107487,BM2V220 @313548,20748,1500E4FF1104,21,-28,1041
15/07/2021 15:03:54.529,107548,BM2V220 @313548,20754,1800E4FF1104,24,-28,1041
15/07/2021 15:03:54.559,107576,BM2V220 @313548,20760,1600E5FF1004,22,-27,1040
15/07/2021 15:03:54.619,107638,BM2V220 @313548,20767,1400E4FF1104,20,-28,1041
15/07/2021 15:03:54.679,107696,BM2V220 @313548,20773,1700E5FF1104,23,-27,1041
15/07/2021 15:03:54.708,107727,BM2V220 @313548,20779,1700E5FF1104,23,-27,1041
15/07/2021 15:03:54.768,107786,BM2V220 @313548,20785,1500E5FF1204,21,-27,1042
15/07/2021 15:03:54.829,107847,BM2V220 @313548,20792,1800E4FF1004,24,-28,1040
15/07/2021 15:03:54.858,107876,BM2V220 @313548,20798,1500E6FF1104,21,-26,1041
15/07/2021 15:03:54.919,107936,BM2V220 @313548,20804,BBFFD6FF3704,-69,-42,1079
15/07/2021 15:03:54.979,107998,BM2V220 @313548,20810,1600DFFF1304,22,-33,1043
15/07/2021 15:03:55.008,108027,BM2V220 @313548,20817,1600E6FF1204,22,-26,1042
15/07/2021 15:03:55.069,108087,BM2V220 @313548,20823,F8FFCAFF1104,-8,-54,1041
15/07/2021 15:03:55.129,108149,BM2V220 @313548,20829,1F00F2FF0F04,31,-14,1039
15/07/2021 15:03:55.158,108177,BM2V220 @313548,20835,1A00FAFF0E04,26,-6,1038
15/07/2021 15:03:55.219,108237,BM2V220 @313548,20842,1C00FEFF1404,28,-2,1044
15/07/2021 15:03:55.279,108299,BM2V220 @313548,20848,1C0000001004,28,0,1040
15/07/2021 15:03:55.308,108326,BM2V220 @313548,20854,210008000704,33,8,1031
15/07/2021 15:03:55.369,108387,BM2V220 @313548,20860,09000A001304,9,10,1043
15/07/2021 15:03:55.429,108449,BM2V220 @313548,20867,060007001204,6,7,1042
15/07/2021 15:03:55.459,108477,BM2V220 @313548,20873,05000C001404,5,12,1044
15/07/2021 15:03:55.519,108538,BM2V220 @313548,20879,05000A001304,5,10,1043
15/07/2021 15:03:55.579,108598,BM2V220 @313548,20885,040009001404,4,9,1044
15/07/2021 15:03:55.639,108659,BM2V220 @313548,20892,06000B001304,6,11,1043
15/07/2021 15:03:55.669,108688,BM2V220 @313548,20898,09000B001204,9,11,1042
15/07/2021 15:03:55.728,108748,BM2V220 @313548,20904,050023001304,5,35,1043
15/07/2021 15:03:55.758,108777,BM2V220 @313548,20910,30005A01C103,48,346,961
15/07/2021 15:03:55.819,108844,BM2V220 @313548,20917,9000B901B602,144,441,694
15/07/2021 15:03:55.878,108898,BM2V220 @313548,20923,3C004E012402,60,334,548
15/07/2021 15:03:55.908,108926,BM2V220 @313548,20929,2F006300FC02,47,99,764
15/07/2021 15:03:55.968,108987,BM2V220 @313548,20935,7600DDFF9301,118,-35,403
15/07/2021 15:03:56.029,109049,BM2V220 @313548,20942,C40047FF2A00,196,-185,42
15/07/2021 15:03:56.058,109077,BM2V220 @313548,20948,2D0072011E00,45,370,30
15/07/2021 15:03:56.118,109137,BM2V220 @313548,20954,930030001501,147,48,277
15/07/2021 15:03:56.178,109197,BM2V220 @313548,20960,360073FFFD01,54,-141,509
15/07/2021 15:03:56.208,109227,BM2V220 @313548,20967,280087FFB500,40,-121,181
15/07/2021 15:03:56.268,109287,BM2V220 @313548,20973,27007800C301,39,120,451
15/07/2021 15:03:56.328,109347,BM2V220 @313548,20979,390074FF9601,57,-140,406
15/07/2021 15:03:56.358,109377,BM2V220 @313548,20985,46000F005501,70,15,341
15/07/2021 15:03:56.418,109437,BM2V220 @313548,20992,310010004302,49,16,579
15/07/2021 15:03:56.479,109497,BM2V220 @313548,20998,3A009AFF0B03,58,-102,779
15/07/2021 15:03:56.508,109527,BM2V220 @313548,21004,1F00DDFF0004,31,-35,1024
15/07/2021 15:03:56.598,109619,BM2V220 @313548,21010,200073FF2B04,32,-141,1067
15/07/2021 15:03:56.628,109647,BM2V220 @313548,21017,1C0000001104,28,0,1041
15/07/2021 15:03:56.658,109676,BM2V220 @313548,21023,190008000E04,25,8,1038
15/07/2021 15:03:56.718,109737,BM2V220 @313548,21029,170008001204,23,8,1042
15/07/2021 15:03:56.778,109797,BM2V220 @313548,21035,1A0006001104,26,6,1041
15/07/2021 15:03:56.808,109826,BM2V220 @313548,21042,17000E001004,23,14,1040
15/07/2021 15:03:56.868,109888,BM2V220 @313548,21048,17000A001004,23,10,1040
15/07/2021 15:03:56.928,109947,BM2V220 @313548,21054,1C000A001204,28,10,1042
15/07/2021 15:03:56.958,109977,BM2V220 @313548,21060,130009001104,19,9,1041
15/07/2021 15:03:57.018,110037,BM2V220 @313548,21067,1A0001001304,26,1,1043
15/07/2021 15:03:57.078,110098,BM2V220 @313548,21073,18000D001104,24,13,1041
15/07/2021 15:03:57.108,110126,BM2V220 @313548,21079,1D0003001204,29,3,1042
15/07/2021 15:03:57.168,110187,BM2V220 @313548,21085,200009001004,32,9,1040
15/07/2021 15:03:57.228,110247,BM2V220 @313548,21092,16000F000F04,22,15,1039
15/07/2021 15:03:57.258,110276,BM2V220 @313548,21098,2000FFFF1304,32,-1,1043
15/07/2021 15:03:57.318,110336,BM2V220 @313548,21104,160000000D04,22,0,1037
15/07/2021 15:03:57.378,110397,BM2V220 @313548,21110,1B0007000F04,27,7,1039
15/07/2021 15:03:57.407,110426,BM2V220 @313548,21117,1C0000001004,28,0,1040
15/07/2021 15:03:57.468,110486,BM2V220 @313548,21123,18000C001004,24,12,1040
15/07/2021 15:03:57.528,110549,BM2V220 @313548,21129,1A00FFFF0F04,26,-1,1039
15/07/2021 15:03:57.558,110577,BM2V220 @313548,21135,190008001004,25,8,1040
15/07/2021 15:03:57.618,110637,BM2V220 @313548,21142,1A0007001104,26,7,1041
15/07/2021 15:03:57.678,110697,BM2V220 @313548,21148,1B0004001004,27,4,1040
15/07/2021 15:03:57.708,110726,BM2V220 @313548,21154,1C0010000A04,28,16,1034
15/07/2021 15:03:57.768,110787,BM2V220 @313548,21160,1B0002001004,27,2,1040
