Logged started on,01/07/2021 10:58:53
Feature,Magnetometer
Nodes,BM2V220 @313548

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa)
01/07/2021 11:00:25.837,92429,BM2V220 @313548,45274,8DFF1E0102FE,-115,286,-510
01/07/2021 11:00:25.867,92442,BM2V220 @313548,45280,82FF270107FE,-126,295,-505
01/07/2021 11:00:25.927,92502,BM2V220 @313548,45286,87FFF000CEFD,-121,240,-562
01/07/2021 11:00:25.987,92562,BM2V220 @313548,45293,72FF8B0068FD,-142,139,-664
01/07/2021 11:00:26.017,92592,BM2V220 @313548,45299,5EFFB20071FD,-162,178,-655
01/07/2021 11:00:26.077,92652,BM2V220 @313548,45305,5BFFB7008FFD,-165,183,-625
01/07/2021 11:00:26.167,92743,BM2V220 @313548,45311,81FFC10089FD,-127,193,-631
01/07/2021 11:00:26.193,92768,BM2V220 @313548,45318,66FF2A0104FE,-154,298,-508
01/07/2021 11:00:26.227,92802,BM2V220 @313548,45324,85FF170104FE,-123,279,-508
01/07/2021 11:00:26.287,92862,BM2V220 @313548,45330,84FF2101FEFD,-124,289,-514
01/07/2021 11:00:26.317,92892,BM2V220 @313548,45336,82FF200105FE,-126,288,-507
01/07/2021 11:00:26.377,92952,BM2V220 @313548,45343,8AFF260104FE,-118,294,-508
01/07/2021 11:00:26.437,93013,BM2V220 @313548,45349,7FFF2A01F8FD,-129,298,-520
01/07/2021 11:00:26.467,93043,BM2V220 @313548,45355,87FF2401F9FD,-121,292,-519
01/07/2021 11:00:26.527,93103,BM2V220 @313548,45361,81FF290101FE,-127,297,-511
01/07/2021 11:00:26.587,93163,BM2V220 @313548,45368,85FF2301F3FD,-123,291,-525
01/07/2021 11:00:26.617,93192,BM2V220 @313548,45374,8AFF2C01FFFD,-118,300,-513
01/07/2021 11:00:26.678,93254,BM2V220 @313548,45380,88FF3301EDFD,-120,307,-531
01/07/2021 11:00:26.737,93313,BM2V220 @313548,45386,8AFF2601AAFD,-118,294,-598
01/07/2021 11:00:26.767,93342,BM2V220 @313548,45393,70FF2901E9FD,-144,297,-535
01/07/2021 11:00:26.827,93403,BM2V220 @313548,45399,85FF3B01E6FD,-123,315,-538
01/07/2021 11:00:26.887,93463,BM2V220 @313548,45405,79FF4501E7FD,-135,325,-537
01/07/2021 11:00:26.917,93493,BM2V220 @313548,45411,7CFF4101CEFD,-132,321,-562
01/07/2021 11:00:26.977,93553,BM2V220 @313548,45418,7EFF3201C0FD,-130,306,-576
01/07/2021 11:00:27.037,93612,BM2V220 @313548,45424,75FF2C01B7FD,-139,300,-585
01/07/2021 11:00:27.067,93643,BM2V220 @313548,45430,73FF5101C2FD,-141,337,-574
01/07/2021 11:00:27.127,93703,BM2V220 @313548,45436,7BFF4701BAFD,-133,327,-582
01/07/2021 11:00:27.187,93764,BM2V220 @313548,45443,7CFF5001D8FD,-132,336,-552
01/07/2021 11:00:27.217,93793,BM2V220 @313548,45449,87FF4701C6FD,-121,327,-570
01/07/2021 11:00:27.277,93852,BM2V220 @313548,45455,75FF4B01C0FD,-139,331,-576
01/07/2021 11:00:27.337,93913,BM2V220 @313548,45461,6CFF4501ABFD,-148,325,-597
01/07/2021 11:00:27.367,93942,BM2V220 @313548,45468,6DFF5101B0FD,-147,337,-592
01/07/2021 11:00:27.457,94033,BM2V220 @313548,45474,72FF4B01A4FD,-142,331,-604
01/07/2021 11:00:27.487,94063,BM2V220 @313548,45480,6DFF3F0193FD,-147,319,-621
01/07/2021 11:00:27.517,94092,BM2V220 @313548,45486,6DFF330184FD,-147,307,-636
01/07/2021 11:00:27.577,94153,BM2V220 @313548,45493,6FFF33017BFD,-145,307,-645
01/07/2021 11:00:27.637,94213,BM2V220 @313548,45499,66FF2F016EFD,-154,303,-658
01/07/2021 11:00:27.667,94243,BM2V220 @313548,45505,6DFF2A015DFD,-147,298,-675
01/07/2021 11:00:27.727,94302,BM2V220 @313548,45511,60FF1D0151FD,-160,285,-687
01/07/2021 11:00:27.787,94363,BM2V220 @313548,45518,60FF0F013CFD,-160,271,-708
01/07/2021 11:00:27.878,94454,BM2V220 @313548,45524,5DFFF9003EFD,-163,249,-706
01/07/2021 11:00:27.908,94483,BM2V220 @313548,45530,58FFD20015FD,-168,210,-747
01/07/2021 11:00:28.028,94604,BM2V220 @313548,45536,66FFBE0014FD,-154,190,-748
01/07/2021 11:00:28.058,94634,BM2V220 @313548,45543,64FFA600FDFC,-156,166,-771
01/07/2021 11:00:28.147,94723,BM2V220 @313548,45549,69FF9300FDFC,-151,147,-771
01/07/2021 11:00:28.177,94752,BM2V220 @313548,45555,6CFF9000E5FC,-148,144,-795
01/07/2021 11:00:28.237,94812,BM2V220 @313548,45561,72FF7E00E8FC,-142,126,-792
01/07/2021 11:00:28.267,94843,BM2V220 @313548,45568,7BFF7800EAFC,-133,120,-790
01/07/2021 11:00:28.327,94903,BM2V220 @313548,45574,6DFF7900E4FC,-147,121,-796
01/07/2021 11:00:28.388,94963,BM2V220 @313548,45580,70FF7500F6FC,-144,117,-778
01/07/2021 11:00:28.418,94996,BM2V220 @313548,45586,6FFF6D0003FD,-145,109,-765
01/07/2021 11:00:28.477,95052,BM2V220 @313548,45593,5BFF76000FFD,-165,118,-753
01/07/2021 11:00:28.537,95112,BM2V220 @313548,45599,4BFF69001DFD,-181,105,-739
01/07/2021 11:00:28.567,95143,BM2V220 @313548,45605,51FF6A0006FD,-175,106,-762
01/07/2021 11:00:28.628,95203,BM2V220 @313548,45611,4EFF570017FD,-178,87,-745
01/07/2021 11:00:28.718,95294,BM2V220 @313548,45618,57FF570017FD,-169,87,-745
01/07/2021 11:00:28.747,95322,BM2V220 @313548,45624,57FF570012FD,-169,87,-750
01/07/2021 11:00:28.777,95352,BM2V220 @313548,45630,63FF58000CFD,-157,88,-756
01/07/2021 11:00:28.837,95413,BM2V220 @313548,45636,60FF550002FD,-160,85,-766
01/07/2021 11:00:28.867,95442,BM2V220 @313548,45643,67FF54000EFD,-153,84,-754
