,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,-23.0,-81.0,-11.0,0.11,9.56,-10.07,-0.126,0.295,-0.505
2,-28.0,-79.0,-17.0,-0.03,9.78,-10.01,-0.121,0.24,-0.562
3,-37.0,-80.0,-2.0,-0.07,9.74,-9.85,-0.142,0.139,-0.664
4,-11.0,-79.0,2.0,-0.02,9.5,-9.91,-0.162,0.178,-0.655
5,-8.0,-60.0,-4.0,-0.02,9.71,-10.0,-0.165,0.183,-0.625
6,-17.0,-51.0,-7.0,-0.21,9.8,-9.98,-0.127,0.193,-0.631
7,-15.0,-47.0,5.0,-0.17,9.44,-10.01,-0.154,0.298,-0.508
8,-32.0,-46.0,-15.0,-0.18,9.34,-10.07,-0.123,0.279,-0.508
9,-49.0,-34.0,-30.0,-0.23,9.76,-10.24,-0.124,0.289,-0.514
10,-47.0,-32.0,-15.0,-0.25,9.69,-10.03,-0.126,0.288,-0.507
11,-15.0,-42.0,-18.0,-0.06,9.69,-10.06,-0.118,0.294,-0.508
12,-4.0,-88.0,-18.0,-0.11,9.01,-9.46,-0.129,0.298,-0.52
13,21.0,-121.0,-43.0,0.35,9.87,-9.83,-0.121,0.292,-0.519
14,-23.0,-93.0,-53.0,0.08,10.42,-10.31,-0.127,0.297,-0.511
15,-7.0,-88.0,-7.0,0.35,9.84,-10.26,-0.123,0.291,-0.525
16,-9.0,-64.0,-22.0,0.63,9.92,-10.36,-0.118,0.3,-0.513
17,-47.0,-100.0,-36.0,0.41,9.76,-10.16,-0.12,0.307,-0.531
18,-44.0,-114.0,-21.0,0.36,9.28,-10.3,-0.118,0.294,-0.598
19,-79.0,-101.0,-42.0,0.53,9.21,-10.3,-0.144,0.297,-0.535
20,-135.0,-84.0,-56.0,0.51,9.29,-10.16,-0.123,0.315,-0.538
21,-172.0,-91.0,-58.0,0.6,9.25,-10.29,-0.135,0.325,-0.537
22,-163.0,-85.0,-77.0,0.7,9.45,-10.17,-0.132,0.321,-0.562
23,-74.0,-57.0,-95.0,0.54,9.73,-10.01,-0.13,0.306,-0.576
24,-38.0,-113.0,-123.0,0.4,9.84,-10.26,-0.139,0.3,-0.585
25,70.0,-155.0,-123.0,0.5,9.67,-9.81,-0.141,0.337,-0.574
26,360.0,-173.0,-58.0,0.05,11.32,-9.99,-0.133,0.327,-0.582
27,341.0,-99.0,-4.0,0.39,12.9,-10.23,-0.132,0.336,-0.552
28,-94.0,-365.0,-90.0,-2.4,9.18,-7.53,-0.121,0.327,-0.57
29,95.0,-421.0,37.0,-0.58,8.29,-9.17,-0.139,0.331,-0.576
30,60.0,-281.0,-102.0,-1.13,9.36,-8.83,-0.148,0.325,-0.597
31,-112.0,-507.0,-72.0,-1.72,10.24,-8.54,-0.147,0.337,-0.592
32,-19.0,-568.0,70.0,-0.37,9.28,-9.61,-0.142,0.331,-0.604
33,20.0,-630.0,67.0,-0.74,8.37,-9.06,-0.147,0.319,-0.621
34,-43.0,-735.0,13.0,-0.8,8.59,-9.98,-0.147,0.307,-0.636
35,-65.0,-714.0,-25.0,-1.12,9.32,-10.21,-0.145,0.307,-0.645
36,-47.0,-716.0,14.0,-1.03,9.35,-10.11,-0.154,0.303,-0.658
37,-24.0,-735.0,23.0,-0.81,9.58,-10.33,-0.147,0.298,-0.675
38,4.0,-773.0,62.0,-1.4,9.61,-9.67,-0.16,0.285,-0.687
39,83.0,-891.0,113.0,-1.08,9.46,-9.37,-0.16,0.271,-0.708
40,140.0,-786.0,85.0,-0.32,12.87,-9.39,-0.163,0.249,-0.706
41,-276.0,-1147.0,72.0,1.68,9.5,-6.88,-0.168,0.21,-0.747
42,-200.0,-763.0,-13.0,-0.77,9.85,-8.03,-0.154,0.19,-0.748
43,-67.0,-972.0,-62.0,0.93,7.74,-7.88,-0.156,0.166,-0.771
44,-112.0,-686.0,-135.0,0.11,9.46,-8.39,-0.151,0.147,-0.771
45,-172.0,-574.0,-33.0,-0.14,9.8,-8.48,-0.148,0.144,-0.795
46,-114.0,-489.0,5.0,0.43,9.72,-7.65,-0.142,0.126,-0.792
47,16.0,-485.0,-26.0,0.52,9.48,-8.1,-0.133,0.12,-0.79
48,121.0,-380.0,-100.0,1.0,10.28,-8.82,-0.147,0.121,-0.796
49,286.0,-238.0,-132.0,0.39,12.84,-8.7,-0.144,0.117,-0.778
50,219.0,-158.0,-182.0,0.6,13.66,-8.09,-0.145,0.109,-0.765
51,86.0,-176.0,-296.0,-0.98,14.07,-7.03,-0.165,0.118,-0.753
52,-150.0,-172.0,-159.0,-3.92,10.62,-6.87,-0.181,0.105,-0.739
53,-80.0,-240.0,69.0,-2.14,7.68,-5.6,-0.175,0.106,-0.762
54,-144.0,-169.0,-159.0,-1.68,9.73,-8.89,-0.178,0.087,-0.745
55,-279.0,-109.0,-60.0,-2.5,9.5,-8.7,-0.169,0.087,-0.745
56,-280.0,-130.0,7.0,-1.53,6.77,-8.04,-0.169,0.087,-0.75
57,-218.0,-196.0,-25.0,-0.93,5.26,-8.37,-0.157,0.088,-0.756
58,-123.0,-168.0,-88.0,-0.9,6.01,-7.57,-0.16,0.085,-0.766
59,-57.0,-173.0,-65.0,-0.82,8.0,-7.6,-0.153,0.084,-0.754
60,-123.0,-163.0,-124.0,-1.23,10.54,-8.08,-0.154,0.054,-0.787
61,-95.0,-192.0,-1.0,-2.96,12.47,-7.74,-0.169,0.078,-0.76
62,-82.0,-261.0,170.0,-2.15,12.05,-7.69,-0.163,0.06,-0.76
63,-95.0,-374.0,126.0,-1.81,12.49,-6.51,-0.153,0.063,-0.769
64,-324.0,-501.0,90.0,-1.44,12.85,-4.35,-0.144,0.04,-0.771
65,-254.0,-528.0,111.0,-0.41,8.76,-4.39,-0.15,0.04,-0.78
66,1.0,-420.0,106.0,0.18,7.9,-4.27,-0.141,0.027,-0.775
67,2.0,-443.0,-20.0,-0.13,8.06,-6.17,-0.123,0.024,-0.769
68,57.0,-313.0,10.0,-0.58,8.33,-7.41,-0.13,0.012,-0.762
69,-135.0,-427.0,11.0,-0.13,7.17,-6.29,-0.126,0.009,-0.759
70,-108.0,-441.0,-39.0,0.0,6.99,-6.4,-0.118,-0.004,-0.771
71,-86.0,-262.0,-105.0,-0.58,8.95,-7.17,-0.105,-0.006,-0.766
72,-93.0,-151.0,-93.0,-1.42,9.9,-6.31,-0.115,0.001,-0.774
73,45.0,-108.0,-79.0,-0.56,9.98,-5.43,-0.108,0.006,-0.766
74,258.0,36.0,-193.0,0.1,10.17,-6.78,-0.097,0.0,-0.772
75,279.0,259.0,-240.0,-0.85,12.25,-5.33,-0.108,0.006,-0.759
76,97.0,210.0,-172.0,-3.07,10.47,-3.34,-0.103,0.025,-0.756
77,41.0,331.0,-116.0,-2.33,10.52,-7.62,-0.117,0.033,-0.754
78,-114.0,368.0,-64.0,-2.1,9.26,-6.11,-0.105,0.046,-0.757
79,-45.0,231.0,-58.0,-1.45,6.85,-7.74,-0.099,0.061,-0.766
80,-39.0,187.0,14.0,-1.92,6.0,-8.31,-0.091,0.058,-0.784
81,-56.0,219.0,49.0,-1.32,5.77,-8.0,-0.087,0.034,-0.828
82,-6.0,252.0,18.0,-1.56,6.84,-8.23,-0.096,0.063,-0.777
83,-45.0,238.0,18.0,-2.14,8.71,-7.9,-0.078,0.076,-0.769
84,-35.0,128.0,51.0,-1.93,11.34,-7.48,-0.07,0.081,-0.778
85,-80.0,-29.0,217.0,-3.85,14.86,-5.6,-0.078,0.078,-0.769
