magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
705,177,-538,2,-1,-9,-7,7,998,13:26:22
702,180,-529,2,-2,-9,-6,7,999,13:26:22
702,180,-529,1,0,-9,-6,7,999,13:26:22
714,195,-537,2,-1,-8,-6,7,999,13:26:22
709,186,-520,2,0,-9,-7,5,997,13:26:22
705,187,-526,2,-1,-9,-7,3,998,13:26:22
715,181,-543,1,-2,-8,-8,6,997,13:26:22
688,180,-540,2,-2,-9,-8,10,998,13:26:22
703,184,-552,3,-1,-8,-6,9,999,13:26:22
715,207,-537,2,0,-8,-7,6,997,13:26:22
715,190,-532,2,0,-9,-10,7,999,13:26:22
715,190,-532,2,0,-9,-9,9,999,13:26:22
694,205,-532,2,-2,-8,-6,7,998,13:26:22
700,180,-550,2,-2,-9,-6,5,999,13:26:22
694,168,-522,2,-1,-9,-8,6,999,13:26:22
721,187,-525,2,0,-8,-8,6,997,13:26:22
697,198,-547,2,-1,-7,-7,5,997,13:26:22
700,183,-559,1,-1,-8,-7,6,998,13:26:22
709,187,-541,2,-2,-8,-9,6,997,13:26:22
702,195,-517,2,0,-8,-9,6,997,13:26:22
693,177,-531,2,0,-9,-9,7,998,13:26:22
717,202,-540,2,0,-9,-9,7,999,13:26:22
706,193,-541,2,-1,-9,-9,8,1000,13:26:22
705,181,-538,2,0,-8,-8,7,999,13:26:22
720,184,-535,2,0,-8,-6,8,999,13:26:22
706,189,-523,2,-1,-9,-4,8,998,13:26:22
706,189,-523,1,-2,-8,-6,7,998,13:26:22
694,198,-538,2,-1,-8,-8,7,997,13:26:22
709,198,-555,1,-1,-9,-5,7,997,13:26:22
711,181,-532,1,-2,-8,-5,8,999,13:26:22
705,192,-517,2,-2,-8,-6,7,998,13:26:23
712,192,-546,2,-2,-8,-5,8,998,13:26:23
720,210,-532,2,-2,-7,-5,9,998,13:26:23
696,195,-523,2,0,-8,-6,10,1000,13:26:23
721,187,-525,1,-1,-8,-9,9,999,13:26:23
712,192,-540,2,-1,-7,-9,9,997,13:26:23
706,216,-550,3,-2,-7,-6,7,999,13:26:23
708,184,-543,2,0,-9,-6,7,999,13:26:23
708,184,-543,1,-2,-8,-8,8,997,13:26:23
708,180,-531,2,-2,-7,-7,7,996,13:26:23
694,187,-534,2,0,-9,-7,5,999,13:26:23
702,201,-532,2,0,-9,-8,6,1000,13:26:23
714,187,-546,1,0,-8,-8,6,998,13:26:23
715,172,-549,2,-1,-8,-7,7,997,13:26:23
696,202,-556,1,-2,-8,-5,6,996,13:26:23
715,187,-555,1,-1,-9,-5,7,996,13:26:23
717,192,-531,2,0,-9,-7,8,997,13:26:23
709,187,-553,2,0,-9,-8,7,998,13:26:23
709,187,-553,2,-2,-8,-7,6,1000,13:26:23
712,210,-553,2,-1,-8,-7,6,999,13:26:23
717,202,-550,2,0,-9,-7,7,998,13:26:23
715,186,-529,2,0,-9,-8,7,996,13:26:23
732,196,-552,2,0,-9,-9,7,995,13:26:23
714,180,-541,2,-2,-8,-7,7,998,13:26:23
703,186,-544,2,-1,-8,-7,5,998,13:26:23
697,193,-532,2,-2,-9,-7,5,998,13:26:23
708,195,-540,2,-2,-8,-7,5,1000,13:26:23
721,187,-520,3,0,-8,-7,7,999,13:26:23
709,198,-553,2,-2,-7,-7,8,998,13:26:23
714,195,-525,2,-2,-9,-8,7,999,13:26:23
714,168,-520,2,-1,-9,-9,8,997,13:26:23
714,168,-520,2,0,-9,-8,9,997,13:26:23
715,198,-534,2,-2,-8,-8,9,998,13:26:23
706,180,-553,2,-2,-7,-8,8,998,13:26:23
703,196,-537,2,-1,-8,-8,6,999,13:26:23
717,192,-546,2,0,-8,-8,5,998,13:26:23
702,187,-540,2,-2,-7,-8,7,997,13:26:23
711,186,-523,1,-1,-9,-9,7,998,13:26:23
703,184,-531,0,-2,-9,-9,7,998,13:26:23
715,195,-541,2,0,-9,-7,7,998,13:26:23
715,192,-538,2,-1,-9,-7,6,998,13:26:23
712,190,-535,2,-2,-8,-5,6,997,13:26:23
688,178,-541,1,-2,-8,-5,6,997,13:26:23
708,201,-550,2,-2,-9,-6,6,998,13:26:23
705,199,-532,3,-2,-8,-7,6,1000,13:26:23
705,199,-532,2,-1,-8,-8,7,999,13:26:23
708,196,-546,2,0,-9,-8,8,999,13:26:23
706,177,-534,2,-1,-9,-7,7,998,13:26:23
696,186,-519,2,-1,-9,-8,6,998,13:26:23
703,183,-540,2,0,-8,-9,7,998,13:26:23
709,211,-535,2,-1,-8,-8,6,997,13:26:24
714,192,-528,2,0,-8,-7,4,998,13:26:24
706,195,-550,1,-1,-9,-7,7,1000,13:26:24
714,181,-540,2,-1,-9,-7,7,999,13:26:24
693,201,-541,2,-2,-8,-7,6,999,13:26:24
700,205,-519,1,-2,-7,-7,6,998,13:26:24
717,187,-547,2,-1,-8,-9,7,998,13:26:24
706,211,-544,1,-2,-8,-10,8,1000,13:26:24
706,211,-544,2,-2,-9,-6,8,999,13:26:24
696,180,-543,2,-2,-8,-8,9,998,13:26:24
696,180,-543,2,-2,-8,-8,9,998,13:26:24
705,187,-555,2,0,-8,-8,6,998,13:26:24
723,190,-538,2,-1,-8,-7,6,999,13:26:24
708,193,-532,2,-2,-8,-5,8,997,13:26:24
715,165,-531,2,-1,-8,-8,6,998,13:26:24
708,178,-523,2,-1,-8,-8,6,999,13:26:24
708,178,-523,2,-1,-8,-5,9,999,13:26:24
712,174,-556,2,-2,-8,-5,7,1001,13:26:24
723,175,-544,2,-1,-7,-7,7,999,13:26:24
703,186,-556,2,-1,-8,-7,7,997,13:26:24
720,165,-546,2,-1,-8,-8,6,998,13:26:24
688,186,-537,2,-2,-7,-8,8,1000,13:26:24
706,174,-552,2,-3,-8,-8,9,999,13:26:24
706,174,-552,2,-2,-9,-9,9,996,13:26:24
705,214,-544,2,-1,-9,-9,9,998,13:26:24
699,181,-537,2,-2,-8,-6,7,1001,13:26:24
708,189,-540,2,-1,-8,-7,7,998,13:26:24
702,178,-552,1,-1,-7,-7,6,998,13:26:24
715,195,-543,1,0,-8,-7,6,998,13:26:24
726,198,-534,1,0,-7,-6,7,999,13:26:24
706,183,-543,1,-1,-7,-8,7,999,13:26:24
702,207,-547,2,-1,-8,-7,7,997,13:26:24
687,177,-544,2,-1,-9,-6,8,997,13:26:24
711,199,-544,1,0,-9,-6,9,997,13:26:24
720,190,-564,2,0,-9,-7,10,998,13:26:24
715,186,-538,2,0,-9,-7,8,998,13:26:24
711,187,-544,2,0,-8,-7,7,997,13:26:24
711,187,-544,2,0,-8,-6,8,997,13:26:24
714,192,-553,2,-1,-9,-7,10,998,13:26:24
715,189,-549,2,-2,-9,-9,10,998,13:26:24
705,190,-550,2,-2,-9,-8,10,999,13:26:24
718,207,-534,2,-2,-8,-6,10,998,13:26:24
721,196,-556,2,-1,-9,-6,8,998,13:26:24
717,195,-522,2,0,-9,-7,7,999,13:26:24
709,187,-523,1,0,-8,-6,7,998,13:26:24
706,199,-547,3,-1,-8,-6,7,998,13:26:24
711,189,-541,2,0,-9,-7,6,999,13:26:24
718,204,-553,2,-1,-8,-8,6,1000,13:26:24
691,207,-526,2,-1,-8,-7,8,1000,13:26:24
703,198,-541,2,-2,-8,-7,7,998,13:26:24
711,219,-514,2,0,-8,-7,6,997,13:26:24
691,190,-549,2,0,-8,-9,5,997,13:26:25
705,186,-550,2,0,-7,-7,6,997,13:26:25
705,186,-550,2,-1,-9,-6,8,997,13:26:25
687,198,-538,1,-1,-9,-7,8,998,13:26:25
718,172,-525,2,-1,-8,-7,8,999,13:26:25
724,199,-540,2,-2,-9,-7,7,1000,13:26:25
697,190,-552,2,-1,-9,-7,8,999,13:26:25
700,198,-538,2,-2,-8,-7,8,998,13:26:25
712,190,-546,2,-1,-8,-6,6,999,13:26:25
708,193,-538,2,-1,-8,-6,7,999,13:26:25
699,183,-552,2,0,-8,-10,9,1000,13:26:25
700,193,-529,2,-2,-8,-7,9,998,13:26:25
