magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
381,-211,-493,0,0,-16,79,-974,64,0:01:52
381,-211,-493,0,0,-16,79,-974,64,0:01:52
381,-211,-493,0,0,-16,79,-974,64,0:01:52
379,-204,-474,-3,-2,-16,79,-974,64,0:01:52
379,-204,-474,-2,4,-14,82,-974,62,0:01:52
384,-190,-465,-2,2,-13,84,-978,65,0:01:52
382,-213,-475,-1,1,-13,78,-976,66,0:01:52
391,-198,-481,-4,1,-12,75,-977,66,0:01:52
372,-220,-493,-7,2,-11,75,-977,66,0:01:52
381,-196,-480,-4,2,-11,79,-976,68,0:01:52
373,-199,-456,-2,3,-11,81,-975,67,0:01:52
373,-211,-469,0,4,-11,80,-975,68,0:01:52
367,-207,-471,0,-2,-9,78,-974,69,0:01:52
376,-214,-480,0,-2,-9,81,-977,69,0:01:52
361,-187,-463,-1,-3,-9,80,-981,70,0:01:52
391,-208,-477,-2,-4,-11,82,-979,69,0:01:52
379,-205,-489,-1,-4,-11,85,-976,66,0:01:52
367,-208,-486,-1,-8,-9,82,-975,66,0:01:52
367,-208,-486,-1,-7,-10,82,-976,66,0:01:52
385,-193,-480,0,-4,-11,83,-977,66,0:01:52
363,-204,-477,0,-7,-11,87,-977,67,0:01:52
375,-205,-477,0,-4,-11,89,-979,66,0:01:53
379,-189,-471,-2,0,-11,90,-980,64,0:01:53
370,-193,-477,-2,7,-11,89,-977,62,0:01:53
390,-196,-502,-3,5,-8,86,-976,66,0:01:53
384,-204,-483,-2,2,-9,86,-976,66,0:01:53
369,-205,-477,-1,0,-11,86,-976,64,0:01:53
387,-195,-484,-1,-2,-13,83,-979,65,0:01:53
379,-190,-493,1,-2,-12,77,-978,62,0:01:53
369,-195,-462,2,0,-13,78,-976,60,0:01:53
363,-196,-486,0,-6,-12,83,-979,63,0:01:53
363,-196,-486,-2,-11,-15,83,-978,62,0:01:53
393,-204,-487,-2,-7,-16,81,-974,58,0:01:53
369,-199,-483,0,-11,-13,84,-977,59,0:01:53
367,-187,-489,1,-14,-11,86,-978,64,0:01:53
367,-201,-489,1,-9,-12,87,-977,63,0:01:53
388,-208,-478,0,-7,-13,88,-975,63,0:01:53
382,-216,-481,0,-5,-15,86,-976,67,0:01:53
372,-208,-481,0,-5,-14,84,-976,65,0:01:53
385,-214,-463,1,-9,-14,86,-976,63,0:01:53
382,-210,-475,0,-7,-15,84,-976,63,0:01:53
372,-187,-480,0,-7,-16,83,-975,66,0:01:53
375,-204,-480,-1,-4,-16,83,-977,66,0:01:53
384,-193,-489,1,-6,-16,83,-977,66,0:01:53
385,-193,-495,1,-9,-15,83,-980,67,0:01:53
363,-201,-490,-1,-3,-16,82,-979,64,0:01:53
363,-201,-490,-2,-3,-16,82,-976,67,0:01:53
382,-192,-484,-1,-9,-14,82,-975,68,0:01:53
378,-210,-492,-1,-10,-14,79,-976,65,0:01:53
370,-199,-484,-2,-13,-14,82,-977,69,0:01:53
376,-201,-474,-3,-8,-14,86,-978,68,0:01:53
381,-189,-483,-3,-7,-14,89,-979,67,0:01:53
385,-186,-483,-3,-5,-15,89,-979,69,0:01:53
370,-204,-477,-4,-11,-15,87,-978,71,0:01:53
376,-196,-487,-2,-9,-14,86,-978,72,0:01:53
372,-195,-474,-2,-8,-15,81,-979,72,0:01:53
370,-207,-487,-2,-7,-15,83,-979,76,0:01:53
391,-204,-484,-1,-5,-15,83,-974,73,0:01:53
384,-180,-472,0,-4,-15,80,-974,69,0:01:53
384,-180,-472,0,-4,-14,80,-977,74,0:01:53
376,-196,-483,-2,-4,-13,80,-978,72,0:01:53
382,-202,-477,0,-2,-14,80,-978,72,0:01:53
370,-211,-484,1,-4,-14,83,-976,68,0:01:53
390,-183,-480,2,-4,-14,84,-974,71,0:01:53
379,-202,-472,4,-3,-15,81,-973,72,0:01:53
364,-193,-483,2,-4,-14,81,-976,70,0:01:53
376,-205,-490,0,-7,-14,83,-980,73,0:01:53
387,-189,-490,-1,-4,-14,81,-980,73,0:01:53
387,-198,-477,0,-2,-16,80,-980,70,0:01:53
358,-205,-469,3,-4,-14,80,-978,70,0:01:53
378,-190,-481,4,-9,-14,82,-977,70,0:01:53
388,-192,-480,2,-6,-14,84,-976,70,0:01:53
378,-207,-490,2,-2,-14,84,-975,69,0:01:54
378,-199,-480,2,0,-14,83,-976,68,0:01:54
375,-187,-496,0,1,-14,84,-977,72,0:01:54
375,-187,-496,0,0,-16,84,-980,73,0:01:54
373,-207,-486,3,-3,-17,82,-981,71,0:01:54
388,-213,-477,5,-2,-18,78,-976,67,0:01:54
385,-196,-489,5,-7,-18,83,-974,69,0:01:54
375,-198,-471,4,-7,-18,83,-974,69,0:01:54
378,-195,-483,3,-5,-21,84,-975,68,0:01:54
363,-205,-490,2,-9,-21,80,-976,71,0:01:54
378,-202,-471,1,-9,-21,79,-978,73,0:01:54
379,-199,-499,2,-10,-21,80,-978,68,0:01:54
373,-204,-480,2,-6,-20,82,-979,64,0:01:54
373,-199,-495,4,-3,-18,85,-979,64,0:01:54
396,-186,-487,7,-6,-19,82,-977,66,0:01:54
409,-196,-481,5,-7,-18,78,-978,66,0:01:54
358,-195,-469,1,-8,-18,79,-976,67,0:01:54
376,-190,-484,0,-2,-19,81,-973,66,0:01:54
391,-201,-489,2,2,-19,79,-977,64,0:01:54
384,-201,-495,2,4,-19,79,-979,68,0:01:54
385,-207,-483,4,0,-18,77,-978,72,0:01:54
382,-205,-480,4,2,-18,77,-977,68,0:01:54
382,-205,-480,5,5,-18,77,-977,67,0:01:54
375,-205,-481,3,7,-18,74,-975,66,0:01:54
375,-217,-468,2,6,-18,74,-975,66,0:01:54
375,-217,-468,2,2,-18,73,-979,69,0:01:54
390,-204,-475,4,-1,-18,73,-980,71,0:01:54
358,-202,-471,6,-7,-18,74,-979,71,0:01:54
375,-211,-481,4,-6,-17,76,-978,68,0:01:54
381,-211,-478,4,-2,-17,78,-976,69,0:01:54
381,-193,-490,4,-1,-18,77,-978,73,0:01:54
385,-178,-465,4,-6,-18,77,-978,74,0:01:54
384,-192,-489,5,-4,-16,78,-975,74,0:01:54
393,-184,-483,7,-2,-15,77,-976,74,0:01:54
384,-195,-469,8,-1,-15,78,-978,74,0:01:54
379,-205,-499,9,0,-15,80,-981,73,0:01:54
379,-205,-499,10,0,-13,81,-980,70,0:01:54
375,-199,-487,9,1,-14,80,-978,69,0:01:54
357,-186,-463,7,4,-14,77,-977,70,0:01:54
372,-190,-478,7,2,-12,75,-977,71,0:01:54
366,-202,-465,8,1,-11,73,-978,66,0:01:54
391,-198,-481,7,-1,-11,73,-978,66,0:01:54
394,-199,-481,7,-3,-11,71,-980,64,0:01:54
391,-202,-486,6,-4,-10,73,-981,62,0:01:54
382,-195,-472,6,-6,-10,73,-981,65,0:01:54
376,-192,-477,4,-9,-11,73,-983,66,0:01:54
373,-207,-477,4,-9,-12,74,-981,65,0:01:54
379,-199,-462,5,-5,-12,75,-979,66,0:01:54
381,-195,-471,9,-7,-11,77,-976,68,0:01:54
381,-195,-471,7,-1,-12,77,-976,66,0:01:54
378,-189,-471,5,9,-15,79,-984,67,0:01:55
390,-189,-483,8,7,-15,84,-988,73,0:01:55
382,-195,-483,9,9,-14,83,-981,68,0:01:55
373,-204,-487,12,8,-11,81,-972,66,0:01:55
375,-181,-459,18,9,-11,84,-968,68,0:01:55
384,-201,-478,20,14,-12,84,-972,63,0:01:55
366,-210,-463,18,11,-11,81,-975,60,0:01:55
378,-216,-472,14,6,-11,78,-973,60,0:01:55
393,-210,-465,16,7,-12,80,-982,58,0:01:55
391,-205,-487,14,7,-14,80,-982,58,0:01:55
369,-190,-471,11,4,-14,80,-984,61,0:01:55
367,-222,-483,8,7,-15,78,-979,57,0:01:55
367,-222,-483,8,4,-14,76,-976,56,0:01:55
390,-220,-486,9,0,-11,80,-978,55,0:01:55
385,-198,-477,4,-6,-14,80,-979,51,0:01:55
375,-192,-456,4,-6,-16,74,-980,49,0:01:55
384,-202,-472,5,-11,-14,70,-979,52,0:01:55
375,-199,-463,8,-13,-14,73,-978,56,0:01:55
369,-198,-480,9,-7,-15,76,-980,55,0:01:55
375,-204,-475,9,-3,-17,80,-980,55,0:01:55
381,-193,-475,10,3,-19,84,-979,55,0:01:55
385,-199,-483,8,9,-19,83,-977,61,0:01:55
394,-205,-502,9,15,-16,81,-976,63,0:01:55
394,-205,-502,7,17,-14,81,-974,62,0:01:55
385,-178,-480,4,20,-14,80,-977,65,0:01:55
370,-183,-468,7,27,-14,78,-979,62,0:01:55
388,-193,-489,9,31,-14,78,-978,62,0:01:55
379,-195,-466,12,34,-13,78,-978,62,0:01:55
373,-199,-475,16,31,-11,78,-978,64,0:01:55
367,-186,-462,14,25,-11,77,-978,63,0:01:55
369,-208,-463,12,21,-11,73,-976,56,0:01:55
379,-184,-478,7,15,-11,69,-980,54,0:01:55
376,-208,-486,1,9,-9,71,-981,58,0:01:55
379,-205,-495,2,4,-9,75,-982,59,0:01:55
391,-187,-459,6,14,-14,77,-981,53,0:01:55
394,-208,-469,5,13,-14,79,-980,49,0:01:55
378,-213,-478,2,4,-11,76,-980,56,0:01:55
378,-199,-469,0,-2,-10,74,-981,56,0:01:55
375,-207,-490,0,-1,-13,69,-982,52,0:01:55
375,-207,-490,-2,-5,-14,64,-983,50,0:01:55
394,-222,-475,-2,-8,-13,64,-981,48,0:01:55
397,-207,-483,0,-18,-12,63,-978,47,0:01:55
385,-193,-489,0,-21,-14,65,-979,48,0:01:55
399,-199,-462,0,-23,-14,71,-983,54,0:01:55
387,-204,-484,-1,-24,-12,72,-980,55,0:01:55
387,-198,-475,-3,-20,-11,72,-980,55,0:01:55
378,-190,-478,-2,-9,-11,76,-976,52,0:01:55
387,-204,-454,-3,-7,-11,78,-975,55,0:01:55
382,-169,-469,0,-1,-12,81,-978,60,0:01:55
388,-183,-475,-1,2,-14,82,-979,57,0:01:55
376,-207,-498,0,0,-12,80,-979,58,0:01:55
379,-210,-469,0,0,-10,77,-979,57,0:01:56
379,-205,-471,1,2,-9,75,-977,54,0:01:56
388,-187,-471,2,-2,-8,76,-977,58,0:01:56
375,-213,-466,0,0,-8,78,-978,61,0:01:56
393,-220,-457,-5,2,-11,78,-979,61,0:01:56
384,-202,-478,-6,3,-10,77,-978,59,0:01:56
384,-201,-468,-7,0,-9,76,-979,59,0:01:56
382,-190,-463,-4,-5,-7,76,-980,60,0:01:56
382,-190,-463,-2,-4,-8,77,-981,61,0:01:56
361,-210,-481,0,-4,-9,78,-978,61,0:01:56
385,-198,-471,3,0,-10,78,-976,58,0:01:56
385,-198,-471,3,0,-9,78,-976,58,0:01:56
376,-192,-495,4,0,-10,79,-977,60,0:01:56
384,-190,-480,3,4,-10,78,-978,62,0:01:56
376,-190,-480,3,10,-11,73,-978,60,0:01:56
387,-205,-483,1,7,-9,74,-977,61,0:01:56
385,-220,-454,1,2,-8,77,-976,62,0:01:56
379,-204,-468,0,6,-8,75,-979,59,0:01:56
394,-211,-489,-2,9,-8,75,-982,60,0:01:56
375,-210,-472,-4,7,-7,78,-982,62,0:01:56
390,-211,-493,0,4,-7,76,-979,61,0:01:56
372,-181,-478,0,4,-7,73,-977,57,0:01:56
388,-198,-483,-4,2,-7,71,-976,57,0:01:56
379,-211,-454,-3,2,-7,73,-978,60,0:01:56
379,-211,-454,0,0,-7,76,-976,59,0:01:56
376,-210,-465,2,0,-7,75,-976,56,0:01:56
393,-198,-474,1,-5,-4,77,-981,59,0:01:56
393,-207,-463,0,-7,-5,76,-979,62,0:01:56
391,-222,-487,-1,-2,-9,78,-982,60,0:01:56
376,-199,-489,-1,2,-8,78,-982,60,0:01:56
363,-195,-450,0,-1,-7,80,-981,59,0:01:56
376,-184,-465,3,-9,-6,79,-976,60,0:01:56
376,-193,-474,3,-9,-7,79,-977,61,0:01:56
384,-207,-478,2,-9,-8,79,-980,63,0:01:56
373,-202,-483,4,-9,-9,81,-980,62,0:01:56
382,-214,-490,4,-7,-9,85,-978,60,0:01:56
379,-213,-478,3,-7,-7,84,-976,61,0:01:56
378,-198,-480,2,-4,-7,81,-976,61,0:01:56
370,-219,-471,-2,-2,-7,80,-977,63,0:01:56
370,-205,-478,-6,-2,-7,80,-980,65,0:01:56
390,-201,-480,-7,-5,-7,83,-982,64,0:01:56
376,-207,-474,-6,-2,-7,85,-980,61,0:01:56
366,-217,-481,-4,2,-8,82,-977,60,0:01:56
379,-196,-481,0,2,-8,80,-977,63,0:01:56
376,-193,-480,0,-1,-7,82,-978,65,0:01:56
376,-193,-480,2,-7,-9,83,-978,64,0:01:56
384,-202,-484,4,-5,-12,83,-978,64,0:01:56
384,-205,-487,5,-7,-12,80,-979,64,0:01:56
388,-190,-489,3,-7,-10,82,-979,67,0:01:56
378,-204,-483,3,-14,-7,88,-976,68,0:01:56
378,-201,-468,3,-11,-8,91,-975,63,0:01:56
381,-198,-475,1,-4,-11,89,-976,60,0:01:57
385,-192,-454,0,0,-14,85,-977,61,0:01:57
372,-192,-465,0,-6,-13,86,-974,64,0:01:57
390,-196,-466,0,-12,-14,89,-973,66,0:01:57
378,-210,-486,2,-7,-16,89,-978,65,0:01:57
375,-187,-468,4,-2,-21,85,-978,65,0:01:57
366,-202,-495,8,-3,-21,85,-975,67,0:01:57
366,-202,-495,11,0,-17,87,-973,65,0:01:57
387,-201,-474,15,6,-16,89,-971,60,0:01:57
376,-204,-475,11,11,-17,86,-972,58,0:01:57
378,-205,-478,8,7,-17,79,-979,64,0:01:57
379,-204,-477,6,5,-16,79,-983,58,0:01:57
387,-193,-489,7,3,-14,78,-980,56,0:01:57
394,-195,-477,9,6,-11,78,-980,56,0:01:57
402,-213,-477,10,7,-11,78,-978,55,0:01:57
412,-190,-480,9,7,-12,78,-978,56,0:01:57
381,-213,-483,7,-3,-11,74,-978,59,0:01:57
375,-210,-483,8,-10,-10,70,-978,61,0:01:57
385,-201,-475,7,-6,-9,71,-977,55,0:01:57
402,-193,-472,2,-7,-7,71,-973,55,0:01:57
391,-205,-493,-2,-15,-2,73,-975,62,0:01:57
382,-193,-481,-5,-15,-4,79,-981,64,0:01:57
382,-193,-481,-4,-9,-6,85,-982,64,0:01:57
361,-204,-475,-1,-3,-7,89,-981,62,0:01:57
370,-199,-483,4,6,-4,90,-976,62,0:01:57
388,-210,-474,7,10,-1,90,-971,65,0:01:57
381,-205,-480,14,11,2,92,-975,72,0:01:57
390,-207,-475,18,14,2,94,-982,74,0:01:57
370,-211,-490,21,12,4,91,-982,72,0:01:57
375,-198,-490,18,14,3,72,-968,63,0:01:57
390,-211,-486,18,17,2,72,-968,63,0:01:57
376,-214,-463,22,11,7,70,-971,66,0:01:57
379,-202,-492,25,5,9,71,-974,69,0:01:57
373,-207,-471,27,0,10,73,-974,69,0:01:57
375,-196,-468,28,6,9,76,-975,65,0:01:57
363,-220,-480,33,7,8,77,-974,64,0:01:57
375,-205,-465,36,3,11,78,-972,67,0:01:57
375,-205,-465,38,-4,15,80,-968,72,0:01:57
358,-198,-448,39,2,17,83,-957,69,0:01:57
373,-190,-481,32,10,21,79,-944,63,0:01:57
366,-190,-456,27,6,28,75,-945,76,0:01:57
385,-213,-484,31,-10,35,79,-965,93,0:01:57
373,-210,-487,37,-21,42,89,-980,95,0:01:57
369,-202,-463,38,-31,44,95,-977,92,0:01:57
379,-195,-471,46,-25,46,91,-964,84,0:01:57
381,-192,-475,60,-34,61,88,-953,76,0:01:57
358,-204,-475,67,-48,74,91,-950,74,0:01:57
373,-216,-487,80,-65,82,89,-974,79,0:01:57
372,-202,-477,77,-101,74,89,-974,79,0:01:57
360,-204,-447,67,-123,51,95,-970,76,0:01:57
360,-204,-447,44,-130,29,103,-949,55,0:01:58
376,-217,-460,30,-136,28,132,-953,33,0:01:58
360,-204,-466,28,-182,51,157,-971,36,0:01:58
358,-210,-451,30,-209,72,164,-993,58,0:01:58
366,-208,-468,27,-240,72,185,-1015,76,0:01:58
372,-205,-460,21,-239,59,200,-998,78,0:01:58
375,-199,-471,21,-240,43,191,-971,68,0:01:58
351,-217,-474,40,-203,37,193,-972,51,0:01:58
354,-220,-454,53,-149,33,208,-982,48,0:01:58
340,-205,-465,67,-147,51,214,-978,53,0:01:58
349,-177,-436,112,-154,82,214,-968,43,0:01:58
336,-210,-454,124,-159,102,231,-958,26,0:01:58
340,-180,-424,90,-158,98,233,-946,29,0:01:58
334,-195,-432,58,-154,82,205,-952,50,0:01:58
349,-199,-430,51,-156,64,177,-952,77,0:01:58
340,-198,-435,64,-161,45,177,-952,77,0:01:58
358,-205,-435,95,-151,29,178,-915,57,0:01:58
358,-205,-435,134,-138,10,190,-886,60,0:01:58
351,-205,-429,162,-126,-9,197,-872,64,0:01:58
313,-192,-436,177,-123,-29,213,-902,71,0:01:58
331,-210,-429,202,-98,-63,221,-938,74,0:01:58
334,-213,-415,201,-85,-79,197,-904,70,0:01:58
339,-202,-412,220,-98,-86,210,-891,75,0:01:58
345,-201,-427,242,-101,-95,242,-912,65,0:01:58
330,-223,-403,244,-102,-107,245,-919,40,0:01:58
339,-189,-402,240,-95,-112,254,-942,34,0:01:58
336,-214,-405,256,-106,-119,265,-966,45,0:01:58
337,-193,-390,238,-128,-151,245,-957,77,0:01:58
345,-223,-382,221,-127,-193,258,-963,85,0:01:58
330,-220,-394,201,-93,-237,275,-984,67,0:01:58
342,-234,-394,224,-86,-273,259,-992,66,0:01:58
357,-247,-367,196,-133,-244,265,-1042,104,0:01:58
345,-216,-396,291,-151,-288,263,-1043,135,0:01:58
345,-216,-396,158,-158,-268,306,-1065,218,0:01:58
358,-213,-372,30,-109,-275,306,-1065,218,0:01:58
358,-213,-372,-77,0,-313,354,-1117,221,0:01:58
361,-228,-367,-326,213,-205,424,-1215,171,0:01:58
385,-250,-384,-539,470,-86,458,-1235,7,0:01:58
385,-232,-387,-765,602,-69,343,-1129,-149,0:01:58
378,-249,-390,-991,643,-12,115,-1089,-117,0:01:58
387,-229,-415,-1131,669,80,-71,-1093,-27,0:01:58
390,-228,-447,-1207,590,118,-141,-1042,-25,0:01:58
390,-225,-459,-1246,128,194,-119,-1102,71,0:01:58
394,-217,-472,-1284,-66,207,-88,-1189,123,0:01:58
399,-210,-481,-1227,49,153,-16,-1220,24,0:01:58
396,-190,-508,-1055,403,33,26,-1129,-84,0:01:58
393,-174,-529,-921,705,77,86,-988,-92,0:01:58
397,-172,-555,-884,898,166,183,-1027,35,0:01:58
397,-172,-555,-814,1004,206,205,-1058,151,0:01:58
417,-160,-577,-809,1132,136,5,-933,202,0:01:58
429,-160,-586,-725,1171,151,-90,-861,199,0:01:58
429,-160,-597,-568,1169,168,-90,-861,199,0:01:59
447,-156,-628,-459,1188,75,-93,-791,141,0:01:59
465,-130,-622,-364,1080,5,-105,-764,134,0:01:59
466,-132,-654,-135,812,-17,-158,-699,208,0:01:59
481,-117,-652,118,501,-60,-192,-659,272,0:01:59
498,-115,-643,179,166,61,-139,-746,387,0:01:59
481,-126,-642,241,112,92,-62,-759,366,0:01:59
486,-126,-637,310,119,58,-55,-642,286,0:01:59
508,-132,-631,349,44,81,-19,-627,332,0:01:59
493,-157,-640,464,9,79,-1,-620,355,0:01:59
502,-139,-634,513,-5,95,-9,-634,380,0:01:59
502,-139,-634,485,-54,165,4,-694,427,0:01:59
501,-171,-631,496,4,193,22,-728,461,0:01:59
499,-165,-616,448,34,259,23,-792,556,0:01:59
502,-168,-600,269,145,219,28,-898,657,0:01:59
492,-181,-610,-43,-28,198,97,-1062,753,0:01:59
489,-183,-621,66,-165,235,118,-1179,546,0:01:59
490,-171,-618,135,313,132,-23,-850,617,0:01:59
480,-183,-610,21,633,-12,-23,-850,617,0:01:59
504,-171,-619,-93,254,10,-176,-549,610,0:01:59
498,-180,-616,91,-513,-53,-303,-889,233,0:01:59
495,-172,-598,-68,-285,-234,-377,-1642,-142,0:01:59
511,-183,-621,-105,-313,-92,-98,-1905,33,0:01:59
505,-184,-636,-94,-692,-135,95,-1184,101,0:01:59
487,-190,-615,-204,-472,-130,-30,-546,-80,0:01:59
502,-187,-622,329,-959,46,72,-599,-63,0:01:59
477,-181,-619,709,-1286,188,232,-800,-135,0:01:59
462,-184,-616,662,-800,336,349,-1174,-178,0:01:59
472,-201,-609,233,-723,229,259,-1258,-2,0:01:59
454,-213,-603,-13,-938,7,-103,-933,364,0:01:59
454,-213,-603,221,-1213,-28,-257,-711,363,0:01:59
445,-195,-586,406,-1255,61,-74,-746,48,0:01:59
433,-231,-594,513,-1162,134,204,-863,-154,0:01:59
412,-213,-582,576,-1047,149,304,-814,30,0:01:59
411,-231,-559,556,-665,102,272,-835,6,0:01:59
396,-232,-532,519,-457,48,272,-835,6,0:01:59
396,-232,-532,438,-386,-24,292,-901,0,0:01:59
399,-234,-531,340,-373,-88,268,-895,66,0:01:59
393,-250,-523,296,-373,-106,233,-897,131,0:01:59
370,-255,-516,303,-347,-139,214,-902,115,0:01:59
403,-258,-481,361,-280,-179,195,-871,67,0:01:59
376,-265,-489,454,-243,-211,186,-865,55,0:01:59
390,-283,-492,535,-254,-259,177,-865,68,0:01:59
399,-276,-460,563,-287,-298,157,-849,90,0:01:59
399,-280,-430,551,-345,-324,147,-863,108,0:01:59
382,-282,-429,512,-378,-324,190,-906,96,0:01:59
391,-286,-439,456,-380,-287,256,-933,67,0:01:59
391,-286,-439,372,-357,-228,265,-958,57,0:01:59
397,-304,-405,275,-300,-167,235,-1036,100,0:01:59
415,-304,-411,240,-197,-139,243,-1088,98,0:01:59
402,-319,-421,229,-144,-156,263,-1049,98,0:01:59
399,-288,-396,112,-148,-154,335,-1104,282,0:02:00
420,-292,-382,-72,-132,-134,466,-1150,135,0:02:00
400,-297,-369,-222,56,-63,466,-1150,135,0:02:00
426,-298,-381,-463,396,77,590,-1251,-45,0:02:00
420,-295,-390,-840,703,133,544,-1325,-151,0:02:00
429,-289,-397,-1127,879,142,275,-1358,-220,0:02:00
429,-285,-408,-1188,1036,188,-26,-1290,-206,0:02:00
430,-285,-435,-1315,899,218,-110,-1194,-116,0:02:00
435,-267,-448,-1261,492,258,-53,-1249,45,0:02:00
424,-238,-484,-1206,273,200,-18,-1270,52,0:02:00
402,-225,-499,-1232,68,141,-44,-1168,22,0:02:00
418,-217,-510,-1110,89,86,-69,-1071,76,0:02:00
414,-204,-528,-991,595,191,106,-1104,-1,0:02:00
432,-195,-535,-1074,903,305,305,-1174,-41,0:02:00
444,-190,-558,-1045,1341,171,226,-1101,52,0:02:00
456,-171,-570,-917,1507,24,72,-884,20,0:02:00
456,-171,-570,-701,1355,11,-18,-708,74,0:02:00
466,-162,-567,-544,1232,3,-98,-784,188,0:02:00
487,-160,-600,-356,1180,11,-145,-673,154,0:02:00
493,-144,-594,-153,1067,-67,-153,-522,148,0:02:00
510,-154,-601,167,714,-126,-153,-522,148,0:02:00
522,-133,-589,387,298,-51,-133,-477,206,0:02:00
520,-130,-597,450,164,-4,-69,-536,263,0:02:00
532,-148,-588,441,202,30,-27,-603,311,0:02:00
535,-147,-573,584,246,37,-17,-616,355,0:02:00
516,-156,-580,722,213,72,14,-604,411,0:02:00
538,-150,-567,702,183,160,70,-666,485,0:02:00
525,-178,-568,563,205,262,110,-836,620,0:02:00
544,-174,-558,264,210,304,111,-968,742,0:02:00
535,-169,-549,-65,98,306,123,-1096,821,0:02:00
529,-187,-567,51,-140,303,84,-1230,780,0:02:00
520,-180,-552,105,291,142,-7,-1214,577,0:02:00
505,-171,-544,73,838,-70,-73,-872,496,0:02:00
513,-162,-522,-10,730,-80,-152,-460,517,0:02:00
513,-162,-522,-3,4,51,-269,-633,441,0:02:00
502,-183,-532,93,-448,-106,-142,-1994,103,0:02:00
495,-165,-532,-86,-345,121,16,-1260,10,0:02:00
516,-163,-543,-4,-633,-69,16,-1260,10,0:02:00
504,-172,-528,-483,-312,-183,-123,-454,-47,0:02:00
513,-165,-558,110,-889,102,-11,-515,35,0:02:00
507,-171,-552,725,-1403,172,231,-691,-89,0:02:00
475,-172,-546,717,-709,301,337,-1056,-259,0:02:00
454,-172,-528,348,-618,273,414,-1361,-86,0:02:00
448,-189,-514,90,-901,50,48,-1059,347,0:02:00
453,-175,-504,275,-1085,10,-285,-710,376,0:02:00
421,-178,-508,490,-1252,99,-68,-718,76,0:02:00
411,-177,-478,658,-1318,219,241,-872,-94,0:02:00
406,-193,-462,714,-1223,233,366,-904,-79,0:02:00
406,-193,-462,657,-837,149,345,-772,5,0:02:00
381,-186,-436,549,-459,0,283,-709,-16,0:02:00
381,-186,-436,409,-386,-82,297,-816,-22,0:02:01
385,-205,-438,342,-372,-98,314,-915,60,0:02:01
355,-192,-420,368,-362,-99,279,-878,77,0:02:01
376,-204,-400,458,-314,-114,263,-832,37,0:02:01
352,-211,-414,546,-225,-160,206,-845,60,0:02:01
363,-201,-382,603,-189,-224,206,-845,60,0:02:01
397,-213,-388,627,-228,-288,145,-864,92,0:02:01
369,-222,-372,592,-289,-336,116,-896,108,0:02:01
363,-231,-361,507,-339,-352,150,-937,112,0:02:01
375,-238,-358,438,-350,-320,239,-970,82,0:02:01
397,-237,-369,369,-345,-251,322,-1009,64,0:02:01
369,-226,-342,264,-282,-177,317,-1064,90,0:02:01
385,-244,-351,203,-219,-134,283,-1097,95,0:02:01
376,-237,-333,135,-249,-158,224,-1080,129,0:02:01
382,-225,-319,-6,-342,-163,206,-1103,262,0:02:01
