magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
612,-193,-403,-10,-36,0,101,-979,9,1:06:55
612,-193,-403,-10,-36,0,101,-979,9,1:06:55
612,-193,-403,-10,-36,0,101,-979,9,1:06:55
612,-193,-403,-10,-36,0,101,-979,9,1:06:55
612,-193,-403,-10,-37,0,101,-979,9,1:06:55
624,-196,-421,-10,-39,1,102,-979,6,1:06:55
613,-159,-427,-9,-38,2,104,-978,1,1:06:56
615,-168,-400,-7,-35,2,109,-977,1,1:06:56
619,-183,-417,-4,-32,0,110,-975,2,1:06:56
607,-183,-408,-5,-28,-2,111,-973,3,1:06:56
607,-183,-408,-7,-25,-4,115,-972,5,1:06:56
607,-162,-424,-8,-25,-3,115,-974,2,1:06:56
606,-178,-421,-6,-23,-4,114,-978,-1,1:06:56
601,-181,-424,-6,-18,-4,115,-981,1,1:06:56
609,-180,-403,-4,-15,-3,113,-983,4,1:06:56
609,-180,-403,-4,-15,-2,113,-983,4,1:06:56
604,-175,-411,-3,-15,-1,110,-984,5,1:06:56
604,-175,-411,-2,-18,0,107,-981,10,1:06:56
592,-168,-391,-2,-24,1,106,-977,10,1:06:56
606,-174,-415,-5,-22,2,108,-974,8,1:06:56
613,-177,-427,-5,-22,2,111,-976,6,1:06:56
610,-171,-411,-5,-21,2,114,-979,3,1:06:56
627,-178,-411,-6,-11,1,116,-979,2,1:06:56
624,-187,-402,-5,-1,0,115,-979,1,1:06:56
624,-187,-402,-4,4,-1,116,-976,3,1:06:56
612,-172,-390,-3,5,-1,112,-977,5,1:06:56
622,-166,-421,-5,4,0,108,-979,7,1:06:56
624,-181,-420,-7,0,0,109,-980,10,1:06:56
606,-187,-421,-6,-5,2,109,-982,12,1:06:56
591,-165,-412,-4,-7,5,107,-982,14,1:06:56
616,-181,-411,-5,-6,6,108,-981,15,1:06:56
616,-181,-411,-4,-10,8,108,-980,11,1:06:56
586,-178,-409,-2,-12,9,107,-979,5,1:06:56
588,-157,-414,-1,-13,9,107,-980,3,1:06:56
601,-171,-417,-2,-12,9,108,-981,1,1:06:56
628,-156,-411,-6,-14,7,108,-981,1,1:06:56
618,-174,-414,-9,-7,4,107,-982,1,1:06:56
597,-172,-406,-10,-4,3,106,-981,4,1:06:56
597,-172,-406,-10,-4,3,108,-978,4,1:06:56
604,-163,-421,-9,-3,1,109,-977,7,1:06:56
609,-172,-429,-9,-3,1,111,-977,8,1:06:56
606,-184,-400,-10,0,0,114,-974,7,1:06:56
601,-175,-411,-10,-2,1,118,-972,6,1:06:56
600,-166,-406,-10,-2,2,119,-973,2,1:06:56
595,-183,-420,-10,0,3,120,-977,6,1:06:56
595,-183,-420,-11,2,4,120,-978,7,1:06:56
