magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
601,-211,-447,-4,-18,-4,125,-972,55,1:48:57
615,-175,-462,-4,-16,-7,123,-974,57,1:48:57
594,-181,-445,-4,-16,-7,121,-972,60,1:48:57
594,-181,-445,-3,-15,-9,118,-970,64,1:48:57
592,-193,-463,-2,-16,-8,118,-970,62,1:48:57
592,-193,-463,-2,-17,-8,122,-970,61,1:48:57
598,-208,-444,-2,-21,-7,122,-972,59,1:48:57
618,-190,-445,-1,-18,-8,121,-974,56,1:48:57
610,-195,-436,0,-16,-9,122,-976,57,1:48:57
610,-195,-436,-1,-17,-7,124,-976,61,1:48:57
589,-186,-435,-4,-21,-6,127,-975,63,1:48:57
603,-178,-444,-7,-24,-4,127,-976,59,1:48:57
595,-186,-442,-8,-23,-4,126,-975,59,1:48:57
595,-195,-445,-10,-21,-4,123,-974,60,1:48:57
615,-174,-427,-9,-17,-4,122,-973,60,1:48:57
615,-174,-427,-8,-16,-4,123,-974,60,1:48:57
595,-171,-441,-7,-14,-5,123,-974,60,1:48:57
598,-184,-438,-9,-14,-5,126,-974,59,1:48:57
601,-178,-445,-11,-17,-4,128,-972,60,1:48:57
598,-186,-439,-11,-13,-4,128,-969,61,1:48:57
595,-184,-450,-11,-13,-4,130,-970,60,1:48:57
595,-184,-450,-8,-9,-4,130,-971,60,1:48:57
606,-178,-468,-7,-9,-2,129,-974,56,1:48:57
604,-180,-459,-3,-7,-4,127,-976,48,1:48:57
595,-166,-439,0,-6,-4,123,-974,50,1:48:57
595,-166,-439,-1,-4,-4,124,-975,54,1:48:57
604,-184,-433,1,-9,-3,125,-978,52,1:48:57
594,-190,-450,3,-9,-4,124,-980,51,1:48:57
594,-190,-450,2,-7,-5,121,-980,54,1:48:57
589,-186,-453,1,-7,-7,117,-978,54,1:48:57
610,-177,-447,2,-5,-9,114,-975,55,1:48:57
595,-177,-442,1,0,-10,115,-974,58,1:48:57
595,-184,-439,2,-3,-8,120,-975,56,1:48:57
589,-183,-438,1,-6,-7,121,-973,56,1:48:57
589,-183,-438,1,-7,-8,120,-973,55,1:48:57
606,-196,-453,0,-9,-8,121,-972,52,1:48:57
615,-181,-450,0,-9,-9,121,-972,52,1:48:57
597,-178,-448,1,-7,-9,120,-973,52,1:48:57
585,-181,-435,2,-3,-8,120,-979,56,1:48:57
604,-163,-441,2,-3,-8,121,-983,57,1:48:57
604,-163,-441,3,-10,-9,119,-985,57,1:48:57
595,-190,-436,3,-11,-10,118,-980,57,1:48:57
609,-189,-447,1,-13,-10,118,-975,55,1:48:57
592,-168,-454,0,-16,-9,119,-977,57,1:48:57
607,-183,-451,-2,-16,-9,120,-979,58,1:48:57
615,-187,-459,-4,-18,-9,120,-976,56,1:48:57
