magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
769,433,-526,26,27,29,-248,980,112,0:34:27
769,433,-526,26,27,29,-248,980,112,0:34:27
769,433,-526,26,27,29,-248,980,112,0:34:27
757,436,-531,51,9,30,-248,980,112,0:34:27
765,436,-531,37,18,18,-242,971,107,0:34:27
765,436,-531,31,17,-4,-223,952,105,0:34:27
771,436,-537,23,9,-25,-215,946,115,0:34:27
766,435,-540,16,50,-44,-206,958,115,0:34:27
757,436,-523,-25,114,-36,-206,958,115,0:34:27
759,442,-538,-100,169,-51,-159,938,119,0:34:27
759,442,-538,-200,407,-152,-168,918,142,0:34:27
774,429,-532,-329,410,-262,-234,900,152,0:34:27
766,445,-532,-231,490,-198,-205,881,101,0:34:27
781,424,-514,-46,375,-188,-102,863,31,0:34:27
774,433,-510,-39,197,-189,-174,930,151,0:34:27
819,415,-526,-42,133,-114,-270,1053,228,0:34:27
811,424,-537,-40,49,-84,-227,1067,162,0:34:27
808,433,-511,24,58,-26,-191,1025,120,0:34:27
819,453,-502,26,42,-4,-209,1039,87,0:34:27
838,471,-495,19,16,-20,-220,1007,79,0:34:27
837,454,-489,-41,0,-32,-223,945,59,0:34:27
832,459,-493,-12,-28,-23,-264,962,78,0:34:27
840,463,-471,-14,-79,-92,-240,1094,101,0:34:27
820,456,-475,-53,-164,-199,-207,1102,61,0:34:27
825,465,-489,49,-209,-253,-258,734,-32,0:34:27
805,459,-465,85,-227,-265,-258,734,-32,0:34:27
814,478,-466,179,-170,-280,-126,929,101,0:34:27
814,478,-466,292,-89,-301,-206,1018,78,0:34:27
840,447,-501,344,39,-203,-221,949,143,0:34:27
811,451,-471,322,65,-86,-147,849,99,0:34:27
817,466,-483,605,172,171,-209,922,-1,0:34:27
822,463,-490,538,105,149,-396,1237,172,0:34:27
808,441,-489,-9,-43,28,-42,749,-217,0:34:27
808,441,-489,-172,39,14,68,663,-242,0:34:27
840,445,-501,-331,-32,-10,-301,1190,259,0:34:27
825,448,-484,-200,79,37,-396,1292,230,0:34:27
834,454,-505,-203,147,-4,-289,1163,250,0:34:27
823,453,-502,-199,200,-77,-276,1017,267,0:34:27
817,462,-492,-182,178,-240,-475,1289,364,0:34:27
822,466,-514,-287,-17,-506,-278,1284,531,0:34:27
808,469,-484,9,53,-807,-162,1141,337,0:34:27
816,450,-474,37,4,-659,138,1067,183,0:34:27
795,477,-492,-93,-107,-527,-81,1050,93,0:34:27
769,489,-483,-75,-67,-454,-81,1050,93,0:34:27
798,474,-474,-373,-191,-441,-79,971,284,0:34:27
783,493,-469,-660,-522,-480,-79,971,284,0:34:27
783,493,-469,-215,-338,-396,3,1039,-77,0:34:27
780,483,-466,58,-125,-414,60,1109,-224,0:34:27
750,486,-484,56,-141,-324,-63,1064,-126,0:34:27
747,498,-490,101,-256,-360,-43,1068,-89,0:34:28
738,510,-474,72,-11,-312,22,1006,-79,0:34:28
750,490,-478,50,-76,-295,-77,1079,-117,0:34:28
748,510,-466,44,-300,-227,-15,1110,32,0:34:28
744,513,-484,25,-34,-67,294,1006,13,0:34:28
738,519,-478,70,-18,-9,272,969,2,0:34:28
742,501,-487,77,-46,78,72,1017,77,0:34:28
727,499,-489,126,-9,44,45,1064,69,0:34:28
727,514,-486,137,23,-24,45,998,38,0:34:28
718,504,-499,97,35,-53,32,930,44,0:34:28
765,495,-505,26,23,-53,59,994,96,0:34:28
724,480,-495,-2,-7,-46,54,997,68,0:34:28
733,499,-513,54,-74,-49,46,996,53,0:34:28
733,499,-513,74,-63,-46,47,1013,73,0:34:28
744,490,-502,63,-63,-39,75,1048,99,0:34:28
729,486,-496,110,-78,-46,87,1027,112,0:34:28
736,499,-484,76,-139,-75,53,966,84,0:34:28
732,490,-508,-353,-215,22,27,941,47,0:34:28
741,496,-501,-263,-301,63,21,1039,56,0:34:28
726,490,-502,18,-367,39,8,1049,122,0:34:28
724,492,-502,339,-325,-70,25,988,190,0:34:28
721,504,-496,298,-220,-116,49,1087,166,0:34:28
