magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
307,-22,-555,2,-1,-5,-13,19,997,0:20:49
336,-27,-549,3,-2,-6,-15,18,998,0:20:49
318,-31,-574,3,-3,-5,-15,16,998,0:20:49
319,-18,-565,2,-1,-5,-15,16,997,0:20:49
310,-28,-570,2,-1,-5,-15,16,997,0:20:49
310,-28,-570,2,-2,-5,-14,17,997,0:20:49
306,-13,-568,2,-2,-4,-17,17,997,0:20:49
313,-31,-540,2,-1,-5,-16,16,998,0:20:49
313,-31,-540,3,-2,-4,-15,15,999,0:20:49
333,-45,-570,2,-2,-5,-16,18,999,0:20:49
330,-27,-564,3,-2,-5,-14,18,998,0:20:49
321,-31,-562,3,-2,-5,-14,17,998,0:20:49
321,-31,-562,2,-2,-6,-15,15,997,0:20:49
319,-19,-573,3,-2,-7,-14,14,997,0:20:49
327,-24,-556,0,-1,-5,-13,15,997,0:20:49
319,-40,-576,2,-2,-4,-13,15,996,0:20:49
319,-36,-553,2,0,-6,-13,15,996,0:20:49
307,-42,-553,2,0,-6,-14,15,998,0:20:49
330,-33,-559,3,-1,-6,-16,15,999,0:20:49
330,-33,-559,2,-2,-6,-16,15,999,0:20:49
321,-22,-555,3,0,-6,-17,16,999,0:20:49
294,-27,-550,2,-2,-4,-16,16,998,0:20:49
324,-42,-564,2,-2,-6,-16,17,1000,0:20:49
312,-33,-568,2,0,-6,-16,17,998,0:20:49
322,-1,-567,2,0,-6,-14,15,997,0:20:49
336,-36,-558,2,-2,-6,-14,15,999,0:20:49
336,-36,-558,3,-2,-6,-14,16,1001,0:20:49
315,-18,-571,2,-2,-5,-15,17,999,0:20:49
327,-40,-553,4,-4,-5,-17,17,997,0:20:49
306,-34,-550,4,-2,-6,-17,17,997,0:20:49
324,-30,-558,4,-1,-5,-15,17,997,0:20:49
316,-33,-561,3,-1,-5,-14,17,1001,0:20:49
309,-28,-583,2,-2,-6,-14,17,1001,0:20:49
