gyroX[mdps],gyroY[mdps],gyroZ[mdps],magX[mG],magY[mG],magZ[mG],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
2,-1,-13,667,187,-564,85,-2,997,0:48:41
2,-2,-13,666,186,-567,85,-2,997,0:48:41
2,-1,-13,666,195,-577,84,-2,997,0:48:41
2,-3,-13,676,198,-564,84,-1,997,0:48:41
2,-2,-13,672,193,-571,84,-1,997,0:48:41
2,-1,-13,664,193,-568,84,-2,997,0:48:42
2,-1,-13,666,193,-568,84,-2,997,0:48:42
2,-1,-13,661,199,-562,84,-2,997,0:48:42
2,-2,-13,667,193,-568,84,-1,997,0:48:42
2,-1,-13,672,196,-570,85,-1,997,0:48:42
2,0,-13,672,196,-570,84,-1,997,0:48:42
2,-1,-13,672,195,-570,83,-2,997,0:48:42
2,-1,-13,673,199,-573,83,-1,997,0:48:42
2,0,-13,660,201,-565,83,-1,997,0:48:42
2,-1,-14,660,201,-565,84,-1,997,0:48:42
2,-2,-13,667,195,-579,84,-2,997,0:48:42
2,-1,-13,669,192,-571,84,-2,997,0:48:42
2,-1,-13,667,193,-562,84,-1,997,0:48:42
2,-2,-13,669,196,-571,84,-1,997,0:48:42
2,0,-13,676,193,-567,84,-1,997,0:48:42
2,-1,-13,670,192,-568,84,-1,997,0:48:42
2,-1,-13,675,201,-576,84,-1,997,0:48:42
2,-2,-13,664,199,-579,84,-2,997,0:48:42
2,-2,-13,675,196,-564,84,-2,997,0:48:42
2,-2,-13,672,199,-574,84,-1,997,0:48:42
2,-1,-13,672,199,-574,84,-1,997,0:48:42
2,-1,-13,670,192,-571,84,-1,997,0:48:42
2,-2,-13,669,186,-577,84,-1,997,0:48:42
2,-1,-13,664,190,-570,84,-1,997,0:48:42
2,-1,-13,666,186,-571,83,-1,997,0:48:42
2,-2,-13,664,198,-567,83,-1,997,0:48:42
2,-1,-13,667,187,-577,84,-2,997,0:48:42
2,-2,-13,664,198,-576,84,-1,997,0:48:42
2,0,-13,666,204,-571,84,-2,997,0:48:42
2,0,-14,666,192,-579,84,-2,997,0:48:42
2,-1,-13,678,190,-573,84,-2,996,0:48:42
2,-1,-14,670,202,-570,84,-2,996,0:48:42
2,0,-13,672,193,-567,84,-2,996,0:48:42
2,-1,-13,664,199,-570,84,-1,997,0:48:42
2,-1,-13,667,198,-576,84,-1,997,0:48:42
2,-2,-13,667,198,-576,84,-2,997,0:48:42
2,-2,-13,669,193,-571,84,-2,997,0:48:42
2,-2,-13,673,198,-568,84,-2,997,0:48:42
2,-2,-13,669,196,-573,84,-2,997,0:48:42
2,-2,-13,673,193,-567,84,-2,996,0:48:42
2,-2,-13,673,193,-567,84,-2,997,0:48:42
2,-2,-13,661,189,-574,84,-2,997,0:48:42
2,-2,-13,666,183,-571,84,-2,997,0:48:42
2,-1,-13,670,195,-588,84,-1,997,0:48:42
2,-1,-13,675,187,-570,84,-2,997,0:48:42
2,-1,-13,666,190,-570,84,-2,997,0:48:42
2,-2,-13,669,196,-583,84,-2,997,0:48:42
2,-1,-13,669,196,-583,84,-2,997,0:48:42
2,-3,-13,673,198,-571,84,-2,997,0:48:42
2,-2,-13,667,202,-577,84,-2,997,0:48:42
2,-1,-13,664,190,-576,84,-2,997,0:48:43
2,-2,-13,666,195,-579,84,-2,997,0:48:43
2,0,-13,673,196,-565,84,-2,997,0:48:43
2,0,-13,666,193,-571,84,-1,997,0:48:43
2,-2,-13,670,198,-567,84,-1,997,0:48:43
2,-2,-13,667,187,-580,84,-1,997,0:48:43
2,-2,-13,670,186,-577,83,-1,997,0:48:43
2,-1,-14,667,186,-573,83,-1,997,0:48:43
2,-1,-13,672,198,-576,84,-2,997,0:48:43
2,0,-14,669,189,-576,84,-2,997,0:48:43
2,-1,-13,675,190,-571,84,-2,997,0:48:43
2,-2,-13,666,192,-573,84,-2,997,0:48:43
2,0,-13,667,195,-573,84,-1,997,0:48:43
2,-2,-13,673,195,-571,84,-1,997,0:48:43
2,-1,-13,672,189,-580,84,-1,996,0:48:43
2,-1,-13,667,180,-573,84,-2,997,0:48:43
2,-1,-13,661,190,-567,84,-2,997,0:48:43
2,-2,-13,661,192,-573,84,-2,997,0:48:43
2,-2,-13,661,192,-573,84,-2,997,0:48:43
2,-2,-13,678,189,-570,84,-2,997,0:48:43
2,-2,-13,660,189,-580,84,-1,997,0:48:43
2,-2,-13,664,198,-573,83,-2,997,0:48:43
2,-1,-13,675,193,-567,83,-1,997,0:48:43
2,-2,-13,681,189,-576,84,-1,997,0:48:43
2,-1,-13,675,189,-570,84,-1,997,0:48:43
2,-2,-13,663,192,-574,84,-2,997,0:48:43
2,-1,-14,669,196,-568,84,-2,997,0:48:43
2,-2,-13,675,196,-568,83,-1,997,0:48:43
2,-1,-13,666,192,-574,84,-2,997,0:48:43
2,-2,-13,672,202,-562,84,-2,997,0:48:43
2,-2,-13,670,196,-571,84,-2,997,0:48:43
2,-1,-13,672,187,-577,84,-1,997,0:48:43
2,0,-14,669,189,-559,84,-1,997,0:48:43
2,-2,-13,669,189,-559,84,-1,997,0:48:43
2,-1,-13,672,192,-576,84,-1,997,0:48:43
2,-1,-13,663,187,-579,84,-1,996,0:48:43
2,-1,-13,652,193,-570,84,-1,997,0:48:43
2,-2,-13,652,193,-570,83,-2,997,0:48:43
2,-1,-13,667,192,-571,84,-2,997,0:48:43
2,0,-14,663,196,-556,84,-1,997,0:48:43
2,0,-13,663,196,-556,84,-1,997,0:48:43
2,-1,-13,667,189,-573,85,-2,997,0:48:43
2,-2,-13,663,204,-568,84,-2,997,0:48:43
2,-1,-13,672,193,-574,84,-1,997,0:48:43
2,-2,-13,678,190,-573,84,-1,997,0:48:43
2,-2,-13,667,192,-571,84,-2,997,0:48:43
2,-1,-13,657,189,-559,84,-2,997,0:48:43
2,0,-13,678,190,-577,84,-2,997,0:48:43
2,-2,-13,670,199,-568,84,-2,997,0:48:43
2,-2,-13,669,201,-567,84,-2,997,0:48:43
2,-1,-13,669,201,-567,84,-1,997,0:48:43
2,-2,-13,670,196,-579,84,-1,997,0:48:44
2,-1,-13,661,198,-556,84,-1,997,0:48:44
2,-2,-13,658,198,-556,83,-2,997,0:48:44
2,-1,-13,673,184,-579,84,-2,997,0:48:44
2,-1,-13,664,196,-580,84,-1,998,0:48:44
2,-2,-13,681,187,-570,84,-1,997,0:48:44
2,-2,-13,664,187,-564,84,-1,997,0:48:44
2,-2,-13,670,189,-574,84,-1,997,0:48:44
2,-1,-13,673,192,-564,84,-1,997,0:48:44
2,-2,-13,666,196,-573,84,-1,997,0:48:44
2,-2,-13,666,195,-573,84,-2,997,0:48:44
2,-1,-13,673,192,-574,84,-1,998,0:48:44
2,-1,-13,663,198,-561,84,-1,998,0:48:44
2,-1,-13,660,190,-574,85,-1,997,0:48:44
2,-1,-13,660,190,-574,84,-1,997,0:48:44
2,-2,-13,676,190,-577,84,-1,997,0:48:44
2,-1,-13,669,187,-564,83,-1,997,0:48:44
2,-1,-13,661,190,-565,84,-1,997,0:48:44
2,-2,-13,670,193,-577,84,-1,997,0:48:44
2,-2,-13,667,187,-576,84,-1,997,0:48:44
2,0,-13,672,187,-571,84,-2,997,0:48:44
2,-1,-13,673,189,-574,84,-1,997,0:48:44
2,-2,-13,669,193,-570,84,-1,997,0:48:44
2,-2,-13,664,189,-570,84,-2,997,0:48:44
2,-1,-13,676,192,-582,84,-2,998,0:48:44
2,-1,-13,661,193,-570,84,-2,997,0:48:44
2,0,-13,664,184,-573,84,-1,997,0:48:44
2,-1,-13,669,193,-573,84,-2,997,0:48:44
2,-2,-13,663,201,-577,83,-1,997,0:48:44
2,-1,-13,663,192,-573,84,-1,997,0:48:44
2,-1,-13,663,192,-573,84,-2,997,0:48:44
2,-1,-13,666,183,-579,84,-2,997,0:48:44
2,-1,-13,678,195,-577,84,-1,997,0:48:44
2,-1,-13,672,202,-573,84,-2,997,0:48:44
2,-1,-13,669,201,-570,84,-2,997,0:48:44
2,-1,-13,675,196,-567,84,-2,997,0:48:44
2,-2,-13,666,187,-574,84,-2,997,0:48:44
2,-2,-13,675,189,-571,84,-2,997,0:48:44
2,-1,-13,672,192,-573,84,-1,997,0:48:44
2,-2,-13,675,192,-568,84,-1,997,0:48:44
2,-2,-13,675,196,-574,84,-1,996,0:48:44
2,-1,-13,667,189,-573,84,-1,997,0:48:44
2,0,-13,667,195,-565,84,-2,997,0:48:44
2,-1,-13,672,193,-573,84,-2,997,0:48:44
2,-2,-14,667,193,-576,84,-2,997,0:48:44
2,-1,-13,673,199,-568,84,-2,997,0:48:44
2,-2,-13,676,192,-574,84,-1,997,0:48:44
2,-2,-13,676,192,-574,84,-1,997,0:48:44
2,-2,-13,672,196,-568,84,-1,997,0:48:44
2,-1,-13,669,195,-583,84,-2,997,0:48:44
2,-2,-13,669,193,-582,84,-2,997,0:48:44
2,-2,-13,667,193,-574,84,-2,997,0:48:45
2,-1,-13,667,187,-574,84,-1,997,0:48:45
2,-1,-13,666,199,-573,84,-1,997,0:48:45
2,-1,-13,678,187,-567,84,-1,997,0:48:45
2,-1,-13,679,193,-570,84,-1,997,0:48:45
2,-1,-13,669,190,-573,84,-2,997,0:48:45
2,-2,-13,673,198,-570,84,-1,997,0:48:45
