magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
349,25,-583,1,-1,-13,-8,7,997,20:58:27
349,25,-583,1,-1,-13,-8,7,997,20:58:27
349,25,-583,1,-1,-13,-8,7,997,20:58:27
358,25,-588,2,0,-13,-8,7,997,20:58:28
358,25,-588,2,-1,-13,-6,4,998,20:58:28
342,16,-595,1,-2,-14,-6,7,1000,20:58:28
349,24,-603,2,-2,-14,-8,8,1001,20:58:28
360,34,-600,2,-1,-14,-7,5,999,20:58:28
351,33,-609,2,-3,-14,-7,5,999,20:58:28
352,15,-592,2,-2,-13,-5,4,1000,20:58:28
346,15,-592,2,0,-14,-6,6,999,20:58:28
348,39,-574,1,0,-14,-6,5,997,20:58:28
333,21,-601,1,-2,-14,-6,5,997,20:58:28
345,25,-595,1,-2,-14,-8,7,1000,20:58:28
349,6,-601,2,0,-14,-8,6,1000,20:58:28
346,24,-580,1,-2,-14,-7,5,1000,20:58:28
339,30,-594,2,0,-14,-8,6,1000,20:58:28
360,9,-589,2,0,-14,-6,6,1001,20:58:28
360,9,-589,2,-1,-14,-6,5,1000,20:58:28
324,34,-567,2,-2,-14,-6,6,999,20:58:28
324,34,-567,2,-1,-14,-6,7,999,20:58:28
342,37,-592,2,-1,-14,-6,6,999,20:58:28
322,22,-573,2,0,-14,-6,6,1000,20:58:28
333,16,-586,1,-1,-13,-5,7,1001,20:58:28
343,18,-609,2,-1,-14,-7,4,1001,20:58:28
340,33,-570,2,-2,-14,-7,4,1001,20:58:28
349,21,-600,2,-2,-14,-8,3,1001,20:58:28
352,22,-604,2,-1,-14,-5,5,999,20:58:28
337,10,-597,2,-1,-14,-4,6,999,20:58:28
348,46,-574,1,-2,-14,-5,3,999,20:58:28
342,30,-585,2,-2,-13,-4,4,999,20:58:28
346,25,-603,2,-1,-14,-5,5,1000,20:58:28
334,34,-576,2,0,-14,-6,5,999,20:58:28
334,34,-576,1,0,-13,-7,6,1000,20:58:28
328,33,-604,2,-1,-14,-7,7,1000,20:58:28
328,25,-625,2,-2,-14,-7,7,1000,20:58:28
