,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,3.0,-37.0,17.0,0.55,-0.06,0.5,0.322,-0.217,-0.843
2,-1.0,-12.0,30.0,0.44,0.04,0.64,0.327,-0.216,-0.849
3,-29.0,-24.0,37.0,0.58,0.04,0.57,0.319,-0.223,-0.837
4,0.0,-33.0,49.0,0.6,-0.08,0.67,0.322,-0.219,-0.847
5,28.0,-29.0,95.0,0.7,0.29,0.7,0.315,-0.211,-0.85
6,10.0,-23.0,107.0,0.98,0.28,0.62,0.319,-0.219,-0.846
7,25.0,-11.0,138.0,1.14,0.03,0.66,0.316,-0.223,-0.844
8,38.0,12.0,190.0,1.23,0.27,0.48,0.316,-0.21,-0.846
9,40.0,10.0,247.0,1.67,-0.01,0.49,0.295,-0.213,-0.853
10,96.0,-16.0,212.0,1.6,-0.03,0.22,0.295,-0.211,-0.856
11,102.0,-60.0,144.0,1.39,0.0,0.32,0.286,-0.222,-0.846
12,67.0,-41.0,140.0,1.14,0.18,0.43,0.289,-0.213,-0.846
13,-14.0,-70.0,186.0,1.19,0.29,0.63,0.274,-0.223,-0.852
14,-29.0,-43.0,173.0,1.35,0.34,0.78,0.262,-0.217,-0.853
15,3.0,-51.0,52.0,1.3,0.54,0.93,0.276,-0.214,-0.844
16,-70.0,-142.0,62.0,0.48,0.38,0.65,0.271,-0.226,-0.846
17,-39.0,-136.0,123.0,0.62,-0.28,0.94,0.271,-0.226,-0.865
18,14.0,-42.0,49.0,0.1,0.38,0.49,0.267,-0.229,-0.862
19,-76.0,-81.0,-130.0,0.1,-0.01,0.23,0.262,-0.238,-0.862
20,-72.0,-37.0,-208.0,-0.49,-0.45,0.59,0.271,-0.24,-0.87
21,-34.0,12.0,-62.0,-0.24,-0.6,0.9,0.276,-0.238,-0.88
22,1.0,36.0,27.0,0.37,-0.3,0.65,0.28,-0.237,-0.882
23,4.0,96.0,-21.0,0.59,-0.01,0.35,0.283,-0.24,-0.874
24,-27.0,98.0,-81.0,0.35,-0.1,0.12,0.279,-0.235,-0.874
25,-43.0,66.0,-75.0,0.17,-0.34,0.1,0.289,-0.228,-0.864
26,-31.0,-28.0,-68.0,-0.1,-0.23,-0.23,0.28,-0.225,-0.864
27,-9.0,-60.0,-6.0,0.03,-0.46,-0.1,0.291,-0.234,-0.87
28,-23.0,-72.0,23.0,0.4,-0.14,-0.4,0.282,-0.231,-0.871
29,-42.0,-114.0,31.0,0.53,-0.35,-0.73,0.291,-0.243,-0.864
30,-39.0,-223.0,2.0,0.62,-0.34,-0.79,0.285,-0.252,-0.871
31,13.0,-117.0,-30.0,0.18,-0.54,-0.53,0.295,-0.253,-0.87
32,1.0,-13.0,-1.0,0.19,-0.23,-0.53,0.288,-0.264,-0.874
33,-109.0,24.0,26.0,0.69,-0.48,-0.99,0.291,-0.258,-0.87
34,-242.0,1.0,182.0,0.84,-0.32,-0.66,0.292,-0.258,-0.865
35,-218.0,-95.0,79.0,0.45,0.08,2.37,0.3,-0.255,-0.873
36,-118.0,-94.0,-82.0,0.09,0.4,3.87,0.309,-0.271,-0.862
37,98.0,368.0,-160.0,2.29,-0.02,4.19,0.309,-0.268,-0.862
38,-82.0,200.0,-183.0,1.28,0.77,2.47,0.319,-0.259,-0.858
39,-61.0,139.0,44.0,0.33,-0.57,0.74,0.318,-0.249,-0.85
40,30.0,-30.0,42.0,0.58,0.21,-1.98,0.319,-0.253,-0.841
41,-30.0,-280.0,-142.0,0.71,0.16,-2.87,0.313,-0.259,-0.853
42,-61.0,-231.0,-158.0,0.43,-0.08,-2.92,0.328,-0.276,-0.856
43,-21.0,-53.0,-108.0,0.54,0.11,-1.64,0.327,-0.277,-0.867
44,15.0,59.0,-97.0,0.23,0.74,-0.49,0.327,-0.273,-0.853
45,17.0,-48.0,-52.0,0.75,0.37,0.83,0.324,-0.291,-0.841
46,174.0,-38.0,16.0,-0.19,0.73,3.37,0.333,-0.283,-0.837
47,145.0,-269.0,148.0,-0.67,0.93,3.62,0.327,-0.292,-0.832
48,272.0,-194.0,306.0,0.28,-1.18,5.0,0.316,-0.306,-0.84
49,200.0,-65.0,502.0,-0.25,0.38,1.08,0.307,-0.297,-0.846
50,114.0,30.0,385.0,1.38,-0.79,0.29,0.292,-0.304,-0.837
51,28.0,76.0,268.0,-0.35,0.0,-2.16,0.283,-0.297,-0.837
52,-124.0,-86.0,378.0,0.44,-1.25,-2.49,0.265,-0.3,-0.825
53,-58.0,-21.0,529.0,0.83,-1.44,-1.29,0.265,-0.306,-0.817
54,86.0,48.0,312.0,0.84,-1.1,-0.27,0.262,-0.331,-0.822
55,-45.0,-126.0,158.0,-0.12,-0.06,0.24,0.249,-0.33,-0.82
56,-186.0,-46.0,148.0,-0.21,-0.68,2.45,0.253,-0.34,-0.813
57,-307.0,12.0,175.0,-0.34,0.58,2.96,0.243,-0.331,-0.81
58,-213.0,122.0,-72.0,2.66,-0.35,3.56,0.262,-0.333,-0.808
59,219.0,280.0,-595.0,2.09,-0.3,1.56,0.273,-0.39,-0.792
60,56.0,215.0,-231.0,0.91,0.28,1.83,0.286,-0.385,-0.783
61,-78.0,157.0,-168.0,0.97,0.72,-1.31,0.285,-0.37,-0.777
62,-53.0,-241.0,-219.0,0.67,0.29,-2.46,0.295,-0.372,-0.775
63,-21.0,-490.0,-274.0,0.92,0.04,-2.51,0.294,-0.37,-0.783
64,72.0,-401.0,-298.0,0.84,-0.15,-1.27,0.306,-0.397,-0.786
65,108.0,-232.0,-245.0,0.09,1.03,-1.02,0.307,-0.406,-0.792
66,80.0,-40.0,-316.0,0.63,1.64,2.07,0.303,-0.414,-0.787
67,-128.0,-213.0,-394.0,-0.26,0.99,3.47,0.307,-0.399,-0.784
68,-121.0,-272.0,-177.0,-0.65,-0.43,4.34,0.303,-0.406,-0.798
69,57.0,23.0,145.0,0.59,0.71,3.7,0.325,-0.4,-0.792
70,106.0,317.0,-2.0,2.05,1.14,2.44,0.327,-0.397,-0.798
71,-2.0,242.0,-319.0,1.75,-0.41,-0.43,0.328,-0.447,-0.784
72,51.0,156.0,-91.0,1.06,-1.14,-0.56,0.336,-0.496,-0.772
73,88.0,-64.0,385.0,1.31,-0.69,-2.11,0.333,-0.541,-0.775
74,50.0,-233.0,214.0,0.73,-0.51,-1.35,0.325,-0.55,-0.771
75,-9.0,-210.0,136.0,0.01,-0.53,-1.51,0.325,-0.556,-0.783
76,-98.0,22.0,81.0,0.52,-0.7,-1.06,0.313,-0.552,-0.78
77,-228.0,72.0,79.0,-0.22,-0.06,-1.17,0.316,-0.544,-0.777
78,-290.0,135.0,196.0,1.65,-0.86,1.63,0.324,-0.541,-0.772
79,-177.0,107.0,117.0,0.32,1.46,3.83,0.336,-0.531,-0.763
80,-185.0,-86.0,-140.0,1.57,0.52,4.84,0.337,-0.531,-0.763
81,-235.0,236.0,-18.0,0.51,0.25,3.03,0.355,-0.529,-0.759
82,-93.0,193.0,56.0,1.01,0.27,2.11,0.36,-0.52,-0.748
83,51.0,91.0,71.0,0.21,0.8,0.15,0.364,-0.502,-0.753
84,38.0,44.0,81.0,1.61,0.25,-1.03,0.357,-0.508,-0.756
85,-58.0,88.0,86.0,1.12,0.14,-1.73,0.349,-0.502,-0.763
86,-69.0,-170.0,144.0,0.21,-0.16,-1.77,0.348,-0.496,-0.748
87,47.0,-406.0,186.0,0.47,-0.15,-1.73,0.349,-0.514,-0.763
88,155.0,-408.0,166.0,1.18,-0.02,-0.25,0.343,-0.526,-0.772
89,158.0,-219.0,127.0,0.97,0.65,0.65,0.34,-0.54,-0.778
90,-44.0,-102.0,133.0,1.36,0.29,1.95,0.322,-0.547,-0.798
91,-74.0,56.0,151.0,-0.19,-0.13,2.37,0.324,-0.544,-0.789
92,-84.0,88.0,231.0,-0.26,-1.1,3.26,0.321,-0.552,-0.786
93,130.0,191.0,472.0,-1.25,-0.72,3.05,0.325,-0.54,-0.783
94,58.0,246.0,689.0,0.47,0.24,1.8,0.309,-0.549,-0.771
95,-4.0,109.0,560.0,0.74,0.38,-0.72,0.307,-0.537,-0.777
96,33.0,-234.0,500.0,0.92,-0.37,-1.6,0.282,-0.538,-0.783
97,60.0,-354.0,590.0,-0.11,-0.6,-2.31,0.264,-0.55,-0.789
98,109.0,-409.0,679.0,0.1,-1.09,-1.78,0.255,-0.568,-0.789
99,162.0,-218.0,731.0,0.51,-0.93,-0.63,0.237,-0.591,-0.793
100,100.0,122.0,854.0,0.96,-0.19,0.05,0.231,-0.615,-0.789
101,-25.0,434.0,856.0,0.86,0.67,3.42,0.207,-0.601,-0.775
102,-109.0,453.0,733.0,-0.77,1.96,6.73,0.202,-0.594,-0.756
103,-95.0,30.0,779.0,0.04,0.65,5.21,0.202,-0.598,-0.756
104,73.0,-192.0,624.0,-0.73,0.78,3.09,0.202,-0.612,-0.754
105,116.0,-171.0,606.0,-0.32,0.62,0.02,0.184,-0.63,-0.76
106,53.0,6.0,733.0,0.37,1.1,-2.23,0.166,-0.63,-0.763
107,-64.0,-74.0,612.0,1.33,0.37,-2.02,0.16,-0.657,-0.756
108,-41.0,23.0,525.0,0.81,0.97,-0.27,0.144,-0.681,-0.757
109,-36.0,-21.0,576.0,1.54,0.91,0.89,0.159,-0.67,-0.76
110,-18.0,-210.0,531.0,1.04,0.83,1.85,0.156,-0.709,-0.756
111,-11.0,-341.0,469.0,0.94,0.35,2.28,0.16,-0.727,-0.75
112,-38.0,-138.0,617.0,0.43,-0.23,1.36,0.168,-0.747,-0.762
113,-98.0,-226.0,669.0,-0.63,0.58,0.27,0.159,-0.756,-0.76
114,9.0,-413.0,546.0,-0.64,0.34,1.19,0.165,-0.78,-0.757
115,204.0,-366.0,511.0,-0.91,0.3,0.92,0.177,-0.802,-0.75
116,137.0,-49.0,658.0,1.15,0.55,0.91,0.172,-0.823,-0.75
117,-4.0,250.0,704.0,1.44,1.12,-0.82,0.165,-0.816,-0.745
118,86.0,131.0,714.0,0.82,-0.27,-0.16,0.169,-0.826,-0.753
119,273.0,28.0,735.0,0.21,-0.33,0.01,0.166,-0.829,-0.747
120,233.0,99.0,723.0,0.89,-0.11,0.34,0.163,-0.837,-0.736
121,52.0,215.0,750.0,0.85,-0.34,0.55,0.165,-0.841,-0.732
122,27.0,84.0,798.0,1.3,-0.72,0.93,0.166,-0.849,-0.742
123,93.0,-16.0,789.0,0.92,-0.24,1.14,0.168,-0.865,-0.739
124,81.0,-191.0,846.0,1.17,-0.41,0.85,0.177,-0.879,-0.736
125,72.0,-198.0,1046.0,1.8,-0.1,2.03,0.177,-0.9,-0.73
126,94.0,0.0,1075.0,-0.6,2.03,2.34,0.184,-0.913,-0.735
127,72.0,-319.0,994.0,-0.34,2.74,0.44,0.189,-0.826,-0.718
128,37.0,89.0,420.0,1.84,2.73,0.19,0.211,-0.774,-0.726
129,13.0,271.0,562.0,0.48,1.17,-0.13,0.225,-0.771,-0.729
130,-51.0,313.0,679.0,0.5,0.77,-0.73,0.241,-0.774,-0.736
131,-134.0,104.0,656.0,0.82,0.65,-0.64,0.247,-0.762,-0.735
132,-69.0,-102.0,588.0,0.45,0.5,0.4,0.265,-0.78,-0.739
133,-79.0,-75.0,536.0,1.28,0.8,0.45,0.271,-0.784,-0.733
134,-105.0,-12.0,453.0,1.37,0.64,0.36,0.282,-0.789,-0.733
135,-84.0,-7.0,427.0,1.71,0.63,0.16,0.298,-0.79,-0.733
136,-80.0,-137.0,395.0,1.25,0.59,0.56,0.31,-0.795,-0.738
137,-12.0,-291.0,361.0,0.22,0.32,1.08,0.324,-0.805,-0.727
138,37.0,-81.0,385.0,0.3,-0.38,2.6,0.345,-0.816,-0.729
139,130.0,-242.0,367.0,-1.39,0.42,0.68,0.348,-0.796,-0.733
