magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
427,-238,-477,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,0,-13,-14,-135,-979,59,0:29:08
426,-235,-478,4,-13,-11,-134,-973,60,0:29:08
457,-259,-469,5,-14,-13,-134,-973,60,0:29:08
457,-259,-469,7,-15,-11,-130,-969,63,0:29:08
429,-226,-475,7,-10,-11,-128,-971,56,0:29:08
426,-244,-492,2,-11,-9,-130,-975,59,0:29:08
426,-231,-493,-3,-6,-10,-131,-975,60,0:29:08
451,-231,-483,-8,-3,-9,-134,-978,59,0:29:08
436,-241,-495,-8,-9,-9,-137,-978,61,0:29:08
426,-223,-465,-7,-9,-9,-138,-972,59,0:29:08
426,-223,-465,-3,-11,-8,-134,-974,59,0:29:08
426,-232,-478,0,-14,-9,-134,-974,64,0:29:08
430,-232,-484,0,-14,-10,-136,-969,64,0:29:08
433,-231,-484,1,-17,-8,-130,-969,64,0:29:08
433,-231,-484,2,-7,-9,-128,-969,61,0:29:08
433,-231,-484,0,2,-11,-133,-970,62,0:29:08
447,-238,-471,0,1,-12,-132,-972,70,0:29:08
429,-240,-462,-2,0,-12,-129,-972,73,0:29:08
439,-237,-487,-2,-2,-8,-127,-973,71,0:29:08
429,-240,-490,-2,4,-8,-128,-973,67,0:29:08
432,-235,-489,-5,7,-9,-130,-973,66,0:29:09
436,-229,-468,-8,7,-11,-131,-976,67,0:29:09
418,-223,-493,-6,11,-11,-131,-976,67,0:29:09
450,-231,-493,-4,5,-9,-129,-975,64,0:29:09
435,-235,-486,-4,0,-7,-128,-972,64,0:29:09
430,-225,-486,-1,0,-7,-132,-972,61,0:29:09
444,-252,-481,-1,0,-7,-131,-975,61,0:29:09
433,-244,-466,2,-5,-7,-129,-972,61,0:29:09
438,-223,-501,4,-2,-4,-129,-970,60,0:29:09
438,-223,-501,3,0,-4,-128,-976,61,0:29:09
427,-238,-487,0,-4,-2,-128,-981,65,0:29:09
439,-240,-513,0,-6,-2,-127,-980,70,0:29:09
427,-238,-486,0,0,-5,-125,-976,68,0:29:09
439,-231,-495,1,3,-7,-125,-968,65,0:29:09
429,-244,-475,2,11,-10,-125,-966,63,0:29:09
432,-217,-484,4,11,-9,-125,-971,63,0:29:09
447,-244,-496,4,7,-7,-124,-977,67,0:29:09
427,-228,-471,5,2,-5,-126,-980,70,0:29:09
447,-217,-478,8,3,-4,-127,-979,68,0:29:09
450,-237,-498,9,4,-5,-126,-977,63,0:29:09
450,-237,-498,4,4,-5,-122,-974,63,0:29:09
433,-229,-499,3,5,-5,-121,-972,65,0:29:09
423,-235,-481,3,0,-5,-122,-976,61,0:29:09
429,-232,-466,0,0,-5,-124,-977,60,0:29:09
439,-219,-490,0,-2,-4,-126,-978,59,0:29:09
