gyroX[mdps],gyroY[mdps],gyroZ[mdps],magX[mG],magY[mG],magZ[mG],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
2,-1,-7,253,153,118,-5,-24,-1007,14:44.1
2,-1,-7,244,145,106,-5,-24,-1008,14:44.1
2,1,-7,249,150,124,-5,-24,-1007,14:44.1
2,0,-7,255,151,115,-4,-24,-1007,14:44.1
2,0,-7,255,151,115,-5,-24,-1008,14:44.2
2,-1,-7,261,154,115,-4,-24,-1008,14:44.2
2,0,-7,244,141,114,-4,-23,-1007,14:44.2
2,-1,-7,253,147,109,-4,-24,-1008,14:44.2
2,-1,-7,244,151,123,-4,-24,-1008,14:44.2
2,0,-7,244,151,123,-4,-24,-1007,14:44.3
2,-1,-7,255,147,108,-4,-24,-1008,14:44.3
2,0,-7,255,145,108,-4,-24,-1008,14:44.3
2,-2,-7,249,148,109,-4,-24,-1008,14:44.3
2,-1,-7,255,145,115,-4,-24,-1007,14:44.3
2,-1,-7,255,156,106,-5,-24,-1007,14:44.4
2,-1,-7,246,148,121,-5,-23,-1007,14:44.4
2,-2,-7,249,150,108,-5,-23,-1008,14:44.4
2,0,-7,253,153,114,-4,-24,-1007,14:44.4
3,0,-7,247,157,108,-4,-24,-1007,14:44.4
2,0,-7,259,153,112,-4,-24,-1007,14:44.5
2,0,-7,249,151,111,-4,-24,-1008,14:44.5
2,0,-7,243,153,120,-4,-23,-1007,14:44.5
2,-1,-7,253,163,111,-4,-24,-1007,14:44.5
2,-1,-7,253,163,111,-4,-24,-1007,14:44.5
2,-1,-7,250,147,117,-5,-24,-1007,14:44.6
2,-1,-7,259,147,115,-5,-24,-1007,14:44.6
2,-2,-7,249,151,118,-5,-24,-1007,14:44.6
2,-1,-7,255,153,117,-5,-24,-1008,14:44.6
2,-2,-7,256,145,102,-5,-24,-1008,14:44.6
2,-2,-7,246,147,117,-4,-24,-1008,14:44.7
2,0,-7,250,142,109,-4,-24,-1008,14:44.7
2,-1,-7,243,147,111,-4,-24,-1008,14:44.7
3,0,-7,256,153,115,-4,-24,-1008,14:44.7
2,-1,-7,252,148,120,-4,-24,-1008,14:44.7
2,0,-7,252,153,109,-4,-24,-1008,14:44.8
2,-2,-7,261,150,112,-4,-24,-1008,14:44.8
2,-2,-7,244,142,112,-4,-24,-1008,14:44.8
2,0,-7,244,142,112,-4,-24,-1007,14:44.8
2,0,-7,256,145,118,-4,-24,-1007,14:44.8
2,0,-7,255,147,124,-5,-24,-1007,14:44.9
2,0,-7,244,150,120,-5,-24,-1007,14:44.9
2,-2,-7,262,150,112,-5,-24,-1007,14:44.9
2,0,-7,252,147,108,-4,-24,-1008,14:44.9
2,0,-7,250,157,111,-4,-24,-1008,14:44.9
2,0,-7,253,159,120,-4,-24,-1007,14:45.0
2,-1,-7,255,144,127,-4,-24,-1007,14:45.0
2,0,-7,247,145,112,-4,-24,-1008,14:45.0
2,-1,-7,250,160,120,-4,-24,-1008,14:45.0
2,0,-7,256,151,120,-4,-24,-1008,14:45.0
2,0,-7,256,142,117,-4,-25,-1008,14:45.1
2,0,-7,250,145,112,-4,-24,-1008,14:45.1
2,0,-7,250,145,112,-4,-24,-1008,14:45.1
2,-2,-7,246,153,112,-4,-23,-1007,14:45.1
2,-2,-7,249,151,114,-4,-24,-1007,14:45.1
2,-1,-7,250,151,114,-4,-24,-1007,14:45.2
2,-1,-7,258,156,106,-4,-24,-1007,14:45.2
2,-1,-7,259,150,111,-5,-24,-1008,14:45.2
2,-1,-7,253,154,111,-5,-24,-1008,14:45.2
2,0,-7,244,144,109,-5,-24,-1008,14:45.2
2,0,-7,246,153,115,-4,-24,-1008,14:45.3
2,0,-7,249,144,112,-4,-24,-1008,14:45.3
2,-2,-7,250,145,111,-4,-24,-1008,14:45.3
2,-2,-7,253,145,114,-4,-24,-1008,14:45.3
2,0,-7,250,154,115,-4,-24,-1007,14:45.3
2,-1,-7,256,147,117,-4,-24,-1007,14:45.4
2,-1,-7,246,153,120,-4,-24,-1007,14:45.4
2,-1,-7,249,144,111,-4,-24,-1007,14:45.4
2,-1,-7,249,144,111,-4,-24,-1008,14:45.4
2,-2,-7,253,153,109,-4,-24,-1008,14:45.4
2,-2,-7,253,156,120,-4,-24,-1008,14:45.5
2,-1,-7,255,139,105,-5,-24,-1008,14:45.5
2,-1,-7,249,142,111,-4,-24,-1007,14:45.5
2,-1,-7,249,153,108,-5,-24,-1007,14:45.5
2,-1,-7,246,145,111,-4,-24,-1007,14:45.5
2,-2,-7,246,141,105,-4,-24,-1008,14:45.6
2,-2,-7,256,150,109,-4,-24,-1007,14:45.6
2,-1,-7,247,153,114,-4,-24,-1007,14:45.6
2,0,-7,247,144,114,-5,-24,-1007,14:45.6
2,-1,-7,243,139,115,-5,-24,-1007,14:45.6
2,-1,-7,243,139,111,-4,-24,-1007,14:45.6
2,0,-7,253,150,117,-4,-24,-1008,14:45.7
2,-3,-7,253,150,117,-4,-25,-1007,14:45.7
2,-3,-7,243,151,115,-4,-25,-1008,14:45.7
2,-1,-7,244,150,115,-4,-25,-1007,14:45.7
2,0,-7,253,148,120,-4,-25,-1007,14:45.7
2,0,-7,247,156,112,-4,-25,-1008,14:45.8
2,-1,-7,249,148,120,-4,-24,-1008,14:45.8
2,0,-7,252,150,124,-4,-24,-1008,14:45.8
2,0,-7,243,151,108,-4,-24,-1007,14:45.8
2,-1,-7,252,157,114,-4,-24,-1008,14:45.8
2,0,-7,249,145,106,-5,-24,-1007,14:45.9
3,0,-7,247,147,117,-4,-24,-1008,14:45.9
2,0,-7,247,150,112,-4,-24,-1008,14:45.9
2,0,-7,247,148,112,-4,-24,-1007,14:45.9
2,0,-7,253,162,135,-4,-24,-1007,14:45.9
2,0,-7,253,162,135,-4,-24,-1007,14:46.0
2,-1,-7,241,145,112,-4,-24,-1007,14:46.0
2,0,-7,250,154,108,-4,-24,-1008,14:46.0
2,-1,-7,247,145,111,-4,-24,-1008,14:46.0
2,-1,-7,240,148,118,-4,-24,-1007,14:46.0
2,-1,-7,246,148,105,-5,-24,-1007,14:46.1
2,-1,-7,235,157,117,-5,-24,-1007,14:46.1
2,-2,-7,256,141,108,-5,-24,-1007,14:46.1
