magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
346,19,-588,2,-2,-13,-7,6,999,20:58:04
346,19,-588,2,-2,-13,-7,6,999,20:58:04
346,19,-588,2,-2,-13,-7,6,999,20:58:04
346,13,-597,2,-2,-14,-7,6,999,20:58:04
361,13,-592,2,-2,-14,-7,7,998,20:58:04
361,13,-592,2,-3,-13,-8,8,999,20:58:04
333,28,-592,1,-2,-13,-6,6,999,20:58:04
352,1,-610,2,-2,-14,-7,9,1000,20:58:04
346,19,-591,2,-2,-14,-7,9,1000,20:58:04
346,25,-598,2,0,-14,-7,9,1000,20:58:04
334,25,-594,2,-2,-14,-4,7,999,20:58:04
352,27,-601,2,-2,-14,-6,7,999,20:58:04
340,31,-597,1,-2,-14,-7,9,1000,20:58:04
337,18,-609,1,-2,-14,-6,8,999,20:58:04
331,16,-580,2,-2,-14,-5,8,1001,20:58:04
346,15,-589,3,-4,-12,-6,7,1002,20:58:04
352,15,-619,2,-2,-14,-6,4,1001,20:58:04
324,15,-583,2,-3,-14,-5,5,1000,20:58:04
343,13,-604,1,-2,-14,-6,7,1000,20:58:04
354,22,-601,2,-2,-14,-8,8,1000,20:58:04
345,33,-591,2,-2,-14,-8,8,1001,20:58:05
324,24,-586,2,-2,-14,-8,7,999,20:58:05
324,24,-586,2,-2,-13,-7,7,998,20:58:05
343,21,-586,2,-2,-13,-6,7,1001,20:58:05
343,34,-601,2,-2,-14,-7,8,1000,20:58:05
343,34,-601,2,-2,-14,-7,6,1000,20:58:05
342,22,-612,1,-2,-14,-7,6,1000,20:58:05
349,21,-598,2,0,-14,-7,7,1000,20:58:05
346,12,-603,3,-1,-14,-7,8,1001,20:58:05
345,24,-592,2,-1,-14,-5,8,1001,20:58:05
327,30,-607,2,0,-14,-5,7,1002,20:58:05
316,30,-606,2,0,-14,-6,5,1000,20:58:05
351,33,-592,2,-1,-14,-5,6,998,20:58:05
351,15,-609,2,-2,-13,-7,6,998,20:58:05
352,34,-595,2,-2,-14,-9,5,999,20:58:05
327,12,-609,2,-2,-14,-8,6,1000,20:58:05
343,16,-603,2,-2,-13,-6,8,1001,20:58:05
325,24,-597,2,-2,-14,-6,7,1001,20:58:05
345,28,-604,3,-1,-14,-6,7,999,20:58:05
357,33,-588,2,-2,-14,-5,7,999,20:58:05
337,19,-604,1,-2,-14,-6,6,999,20:58:05
342,28,-607,1,-2,-14,-6,6,998,20:58:05
346,22,-594,2,-1,-14,-9,7,1002,20:58:05
346,22,-594,2,-1,-14,-7,7,1001,20:58:05
354,6,-583,2,-2,-14,-7,7,1001,20:58:05
354,6,-583,2,0,-14,-7,7,1001,20:58:05
349,30,-618,2,-1,-14,-10,7,1000,20:58:05
340,28,-600,1,-2,-14,-10,5,1002,20:58:05
357,19,-586,2,-2,-14,-6,7,1003,20:58:05
349,37,-597,1,0,-14,-5,8,1001,20:58:05
