magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
382,-103,-399,-2,11,-7,91,-976,62,0:10:01
382,-103,-399,-2,11,-7,91,-976,62,0:10:01
382,-103,-399,-2,11,-7,91,-976,62,0:10:01
382,-103,-399,-2,11,-7,91,-976,62,0:10:01
382,-103,-399,-1,9,-2,91,-976,62,0:10:01
369,-109,-424,-1,3,0,95,-976,62,0:10:01
375,-124,-408,-2,0,1,95,-976,62,0:10:01
385,-112,-397,-6,0,1,92,-979,59,0:10:01
372,-106,-426,-4,0,0,92,-981,57,0:10:01
379,-102,-429,-4,2,0,91,-979,59,0:10:01
375,-105,-420,-7,4,-2,89,-978,63,0:10:01
375,-105,-420,-11,7,-5,88,-977,67,0:10:01
361,-120,-421,-11,9,-7,91,-978,68,0:10:01
363,-91,-421,-11,7,-7,94,-980,64,0:10:01
367,-96,-421,-7,4,-4,94,-980,64,0:10:01
352,-111,-394,-7,4,-3,94,-980,59,0:10:01
361,-120,-412,-7,4,-2,94,-980,63,0:10:01
352,-123,-402,-6,2,-1,94,-979,64,0:10:01
352,-123,-402,-3,0,0,92,-977,62,0:10:01
363,-111,-408,-2,-3,0,91,-976,65,0:10:01
378,-120,-429,-2,-3,0,92,-976,64,0:10:01
369,-109,-415,-2,-3,0,91,-974,61,0:10:01
372,-112,-426,-6,-2,0,92,-975,62,0:10:01
361,-105,-421,-7,-2,0,92,-977,59,0:10:01
373,-111,-411,-6,0,0,88,-977,60,0:10:01
373,-111,-411,-5,-2,0,86,-978,66,0:10:01
372,-91,-420,-7,-1,0,90,-976,64,0:10:01
348,-96,-412,-9,1,-2,94,-972,61,0:10:01
367,-103,-406,-6,2,-2,99,-973,62,0:10:01
367,-103,-406,-9,1,0,103,-975,62,0:10:01
372,-118,-405,-7,2,0,99,-978,63,0:10:01
375,-112,-396,-2,2,1,96,-978,65,0:10:01
375,-112,-396,-1,1,1,96,-978,66,0:10:01
358,-114,-423,-4,-2,0,96,-977,65,0:10:01
367,-114,-412,-7,-2,0,95,-978,65,0:10:01
388,-117,-394,-5,0,0,95,-978,65,0:10:01
363,-103,-417,-4,4,0,94,-976,65,0:10:01
369,-100,-399,-4,7,0,94,-975,64,0:10:01
381,-99,-433,-4,7,0,94,-975,63,0:10:01
381,-99,-433,-4,7,0,95,-978,68,0:10:01
373,-109,-409,-5,4,0,100,-979,71,0:10:01
364,-94,-432,-7,0,2,100,-980,72,0:10:01
357,-115,-402,-7,-2,2,99,-980,71,0:10:01
354,-94,-405,-7,-4,0,96,-979,68,0:10:01
367,-105,-424,-7,-4,0,96,-977,65,0:10:01
367,-108,-412,-4,-3,0,98,-974,67,0:10:01
367,-108,-412,-3,-5,0,98,-973,71,0:10:01
378,-112,-418,0,-4,0,100,-974,72,0:10:01
370,-94,-418,2,-6,2,101,-975,70,0:10:01
375,-105,-412,3,-14,4,101,-974,65,0:10:01
375,-109,-417,4,-9,4,100,-971,65,0:10:01
370,-103,-420,4,-6,3,100,-973,69,0:10:01
352,-100,-402,4,-7,2,100,-976,68,0:10:01
352,-100,-402,2,-4,2,99,-979,67,0:10:01
376,-112,-415,0,-1,0,99,-982,66,0:10:01
372,-112,-418,0,0,-1,99,-982,66,0:10:02
369,-100,-400,-3,-4,0,100,-979,67,0:10:02
372,-109,-417,-4,-7,0,101,-976,68,0:10:02
370,-103,-409,-4,-8,0,101,-977,66,0:10:02
369,-102,-412,-4,-8,0,103,-978,65,0:10:02
369,-102,-412,-4,-4,0,104,-978,64,0:10:02
375,-94,-409,-3,0,0,103,-977,66,0:10:02
378,-118,-418,-2,0,0,104,-974,68,0:10:02
363,-109,-397,-2,-2,0,106,-974,66,0:10:02
363,-109,-397,0,0,0,106,-973,67,0:10:02
372,-103,-403,0,-2,1,104,-973,68,0:10:02
366,-93,-408,0,-2,1,102,-975,67,0:10:02
366,-93,-408,0,-2,1,102,-977,67,0:10:02
378,-100,-430,0,-2,1,101,-979,68,0:10:02
355,-108,-414,2,-1,0,100,-979,65,0:10:02
361,-108,-391,4,5,-1,98,-978,59,0:10:02
346,-112,-430,0,4,-1,98,-977,61,0:10:02
364,-106,-426,-2,1,-1,100,-975,63,0:10:02
369,-100,-418,-2,0,-2,100,-974,60,0:10:02
369,-100,-418,-2,1,-2,99,-974,61,0:10:02
372,-94,-403,-2,0,0,99,-974,61,0:10:02
388,-112,-403,0,0,0,99,-978,64,0:10:02
345,-108,-396,2,0,0,99,-981,66,0:10:02
345,-108,-396,0,0,0,100,-979,66,0:10:02
364,-115,-405,0,0,0,102,-979,65,0:10:02
355,-124,-426,0,-1,-2,99,-981,64,0:10:02
355,-124,-426,0,-2,-2,93,-980,61,0:10:02
375,-96,-423,-2,0,-3,93,-979,63,0:10:02
369,-109,-411,-2,-1,-4,97,-976,65,0:10:02
369,-88,-436,-2,-8,-4,98,-977,65,0:10:02
367,-106,-424,-4,-7,-3,96,-980,66,0:10:02
358,-115,-417,-4,-10,-2,95,-980,66,0:10:02
372,-100,-417,-3,-10,-2,96,-979,66,0:10:02
372,-100,-417,-3,-7,-2,98,-980,66,0:10:02
375,-123,-423,-2,-7,-1,99,-980,65,0:10:02
358,-109,-423,-1,-6,-2,99,-977,65,0:10:02
360,-85,-426,-2,-5,-2,97,-978,65,0:10:02
352,-102,-408,-4,-9,-2,97,-975,64,0:10:02
381,-111,-429,-4,-11,-3,97,-975,64,0:10:02
376,-118,-408,-4,-10,-3,96,-972,63,0:10:02
376,-118,-408,-4,-9,-3,95,-975,64,0:10:02
357,-106,-411,-4,-11,-2,98,-976,65,0:10:02
345,-94,-414,-3,-12,-2,102,-978,69,0:10:02
369,-99,-423,-4,-12,-2,104,-978,70,0:10:02
360,-109,-409,-4,-12,-2,103,-978,70,0:10:02
378,-103,-423,-4,-9,-3,103,-977,72,0:10:02
376,-114,-403,-6,-8,-4,104,-976,71,0:10:02
376,-114,-403,-7,-7,-4,105,-975,68,0:10:02
